Comunidades y Ciudades Autónomas	Naturaleza de la finca	Número e importe	Periodo	Total
12 Galicia	Viviendas	Importe de hipotecas	2021	1.554.215
12 Galicia	Viviendas	Importe de hipotecas	2020	1.170.455
12 Galicia	Viviendas	Importe de hipotecas	2019	1.125.059
12 Galicia	Viviendas	Importe de hipotecas	2018	1.120.343
12 Galicia	Viviendas	Importe de hipotecas	2017	1.060.444
12 Galicia	Viviendas	Importe de hipotecas	2016	936.374
12 Galicia	Viviendas	Importe de hipotecas	2015	926.007
12 Galicia	Viviendas	Importe de hipotecas	2014	755.565
12 Galicia	Viviendas	Importe de hipotecas	2013	816.654
12 Galicia	Viviendas	Importe de hipotecas	2012	1.125.143
12 Galicia	Viviendas	Importe de hipotecas	2011	2.169.199
12 Galicia	Viviendas	Importe de hipotecas	2010	3.338.057
12 Galicia	Viviendas	Importe de hipotecas	2009	3.584.708
12 Galicia	Viviendas	Importe de hipotecas	2008	4.161.045
12 Galicia	Viviendas	Importe de hipotecas	2007	5.134.668
12 Galicia	Viviendas	Importe de hipotecas	2006	4.833.497
12 Galicia	Viviendas	Importe de hipotecas	2005	4.432.750
12 Galicia	Viviendas	Importe de hipotecas	2004	3.942.351
12 Galicia	Viviendas	Importe de hipotecas	2003	3.194.348
12 Galicia	Solares	Número de hipotecas	2025	138
12 Galicia	Solares	Número de hipotecas	2024	107
12 Galicia	Solares	Número de hipotecas	2023	125
12 Galicia	Solares	Número de hipotecas	2022	132
12 Galicia	Solares	Número de hipotecas	2021	211
12 Galicia	Solares	Número de hipotecas	2020	114
12 Galicia	Solares	Número de hipotecas	2019	125
12 Galicia	Solares	Número de hipotecas	2018	216
12 Galicia	Solares	Número de hipotecas	2017	166
12 Galicia	Solares	Número de hipotecas	2016	112
12 Galicia	Solares	Número de hipotecas	2015	190
12 Galicia	Solares	Número de hipotecas	2014	228
12 Galicia	Solares	Número de hipotecas	2013	262
12 Galicia	Solares	Número de hipotecas	2012	625
12 Galicia	Solares	Número de hipotecas	2011	647
12 Galicia	Solares	Número de hipotecas	2010	769
12 Galicia	Solares	Número de hipotecas	2009	1.408
12 Galicia	Solares	Número de hipotecas	2008	1.413
12 Galicia	Solares	Número de hipotecas	2007	1.351
12 Galicia	Solares	Número de hipotecas	2006	1.382
12 Galicia	Solares	Número de hipotecas	2005	1.251
12 Galicia	Solares	Número de hipotecas	2004	1.327
12 Galicia	Solares	Número de hipotecas	2003	1.218
12 Galicia	Solares	Importe de hipotecas	2025	62.242
12 Galicia	Solares	Importe de hipotecas	2024	50.905
12 Galicia	Solares	Importe de hipotecas	2023	35.686
12 Galicia	Solares	Importe de hipotecas	2022	55.653
12 Galicia	Solares	Importe de hipotecas	2021	61.709
12 Galicia	Solares	Importe de hipotecas	2020	57.569
12 Galicia	Solares	Importe de hipotecas	2019	39.268
12 Galicia	Solares	Importe de hipotecas	2018	38.635
12 Galicia	Solares	Importe de hipotecas	2017	60.159
12 Galicia	Solares	Importe de hipotecas	2016	41.066
12 Galicia	Solares	Importe de hipotecas	2015	67.628
12 Galicia	Solares	Importe de hipotecas	2014	123.159
12 Galicia	Solares	Importe de hipotecas	2013	92.022
12 Galicia	Solares	Importe de hipotecas	2012	109.010
12 Galicia	Solares	Importe de hipotecas	2011	206.957
12 Galicia	Solares	Importe de hipotecas	2010	399.455
12 Galicia	Solares	Importe de hipotecas	2009	546.937
12 Galicia	Solares	Importe de hipotecas	2008	741.198
12 Galicia	Solares	Importe de hipotecas	2007	1.219.631
12 Galicia	Solares	Importe de hipotecas	2006	1.045.263
12 Galicia	Solares	Importe de hipotecas	2005	848.326
12 Galicia	Solares	Importe de hipotecas	2004	531.711
12 Galicia	Solares	Importe de hipotecas	2003	360.151
12 Galicia	Otros	Número de hipotecas	2025	6.728
12 Galicia	Otros	Número de hipotecas	2024	4.935
12 Galicia	Otros	Número de hipotecas	2023	4.125
12 Galicia	Otros	Número de hipotecas	2022	5.843
12 Galicia	Otros	Número de hipotecas	2021	5.692
12 Galicia	Otros	Número de hipotecas	2020	4.837
12 Galicia	Otros	Número de hipotecas	2019	4.605
12 Galicia	Otros	Número de hipotecas	2018	5.138
12 Galicia	Otros	Número de hipotecas	2017	4.849
12 Galicia	Otros	Número de hipotecas	2016	4.800
12 Galicia	Otros	Número de hipotecas	2015	5.544
12 Galicia	Otros	Número de hipotecas	2014	5.454
12 Galicia	Otros	Número de hipotecas	2013	6.696
12 Galicia	Otros	Número de hipotecas	2012	8.395
12 Galicia	Otros	Número de hipotecas	2011	12.557
12 Galicia	Otros	Número de hipotecas	2010	20.007
12 Galicia	Otros	Número de hipotecas	2009	19.375
12 Galicia	Otros	Número de hipotecas	2008	16.416
12 Galicia	Otros	Número de hipotecas	2007	17.671
12 Galicia	Otros	Número de hipotecas	2006	17.342
12 Galicia	Otros	Número de hipotecas	2005	16.530
12 Galicia	Otros	Número de hipotecas	2004	17.430
12 Galicia	Otros	Número de hipotecas	2003	12.401
12 Galicia	Otros	Importe de hipotecas	2025	790.277
12 Galicia	Otros	Importe de hipotecas	2024	556.319
12 Galicia	Otros	Importe de hipotecas	2023	501.622
12 Galicia	Otros	Importe de hipotecas	2022	533.359
12 Galicia	Otros	Importe de hipotecas	2021	583.408
12 Galicia	Otros	Importe de hipotecas	2020	445.878
12 Galicia	Otros	Importe de hipotecas	2019	507.205
12 Galicia	Otros	Importe de hipotecas	2018	472.285
12 Galicia	Otros	Importe de hipotecas	2017	517.009
12 Galicia	Otros	Importe de hipotecas	2016	505.402
12 Galicia	Otros	Importe de hipotecas	2015	758.513
12 Galicia	Otros	Importe de hipotecas	2014	520.803
12 Galicia	Otros	Importe de hipotecas	2013	540.233
12 Galicia	Otros	Importe de hipotecas	2012	656.910
12 Galicia	Otros	Importe de hipotecas	2011	1.154.388
12 Galicia	Otros	Importe de hipotecas	2010	1.284.553
12 Galicia	Otros	Importe de hipotecas	2009	1.670.095
12 Galicia	Otros	Importe de hipotecas	2008	2.114.144
12 Galicia	Otros	Importe de hipotecas	2007	3.240.624
12 Galicia	Otros	Importe de hipotecas	2006	2.502.156
12 Galicia	Otros	Importe de hipotecas	2005	1.900.676
12 Galicia	Otros	Importe de hipotecas	2004	1.429.149
12 Galicia	Otros	Importe de hipotecas	2003	845.766
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2025	93.315
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2024	90.007
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2023	79.968
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2022	104.217
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2021	95.022
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2020	83.247
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2019	94.216
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2018	90.332
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2017	75.365
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2016	65.288
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2015	62.266
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2014	49.849
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2013	46.322
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2012	59.154
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2011	81.120
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2010	120.867
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2009	127.345
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2008	151.408
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2007	187.275
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2006	205.063
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2005	206.153
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2004	193.594
13 Madrid, Comunidad de	Total fincas	Número de hipotecas	2003	55.028
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2025	26.747.181
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2024	21.543.020
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2023	18.933.015
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2022	23.577.299
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2021	20.115.663
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2020	16.890.624
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2019	18.992.262
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2018	18.331.527
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2017	16.492.338
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2016	13.207.429
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2015	11.845.926
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2014	9.639.165
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2013	6.979.782
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2012	9.005.685
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2011	13.304.152
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2010	21.835.530
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2009	24.600.172
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2008	35.309.766
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2007	42.056.890
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2006	42.962.302
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2005	38.105.933
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2004	32.334.893
13 Madrid, Comunidad de	Total fincas	Importe de hipotecas	2003	4.668.464
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2025	112
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2024	50
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2023	59
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2022	104
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2021	101
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2020	104
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2019	135
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2018	210
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2017	121
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2016	175
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2015	137
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2014	245
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2013	333
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2012	700
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2011	629
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2010	1.332
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2009	2.168
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2008	1.756
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2007	1.175
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2006	1.337
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2005	970
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2004	745
13 Madrid, Comunidad de	Total fincas rústicas	Número de hipotecas	2003	687
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2025	48.697
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2024	11.790
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2023	20.799
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2022	28.128
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2021	21.712
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2020	39.109
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2019	29.732
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2018	57.266
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2017	46.885
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2016	60.737
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2015	47.927
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2014	175.043
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2013	166.060
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2012	391.953
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2011	271.352
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2010	857.028
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2009	1.745.453
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2008	1.898.671
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2007	1.431.013
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2006	1.620.081
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2005	1.232.705
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2004	674.350
13 Madrid, Comunidad de	Total fincas rústicas	Importe de hipotecas	2003	400.615
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2025	73.663
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2024	71.620
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2023	63.699
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2022	79.894
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2021	73.389
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2020	61.445
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2019	70.581
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2018	66.106
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2017	56.989
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2016	48.571
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2015	43.394
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2014	35.444
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2013	31.843
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2012	39.002
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2011	56.755
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2010	85.088
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2009	81.509
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2008	101.758
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2007	137.344
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2006	159.564
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2005	164.084
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2004	153.666
13 Madrid, Comunidad de	Viviendas	Número de hipotecas	2003	132.970
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2025	18.815.734
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2024	14.679.068
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2023	12.876.631
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2022	16.703.374
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2021	14.682.282
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2020	11.220.349
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2019	12.026.647
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2018	11.636.986
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2017	9.291.604
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2016	7.398.743
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2015	6.449.952
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2014	5.156.088
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2013	4.318.234
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2012	5.489.073
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2011	8.361.172
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2010	12.977.066
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2009	12.803.053
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2008	18.330.777
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2007	26.843.187
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2006	29.337.340
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2005	27.370.931
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2004	23.035.961
13 Madrid, Comunidad de	Viviendas	Importe de hipotecas	2003	17.777.706
13 Madrid, Comunidad de	Solares	Número de hipotecas	2025	681
13 Madrid, Comunidad de	Solares	Número de hipotecas	2024	495
13 Madrid, Comunidad de	Solares	Número de hipotecas	2023	713
13 Madrid, Comunidad de	Solares	Número de hipotecas	2022	1.123
13 Madrid, Comunidad de	Solares	Número de hipotecas	2021	890
13 Madrid, Comunidad de	Solares	Número de hipotecas	2020	728
13 Madrid, Comunidad de	Solares	Número de hipotecas	2019	775
13 Madrid, Comunidad de	Solares	Número de hipotecas	2018	1.143
13 Madrid, Comunidad de	Solares	Número de hipotecas	2017	972
13 Madrid, Comunidad de	Solares	Número de hipotecas	2016	818
13 Madrid, Comunidad de	Solares	Número de hipotecas	2015	783
13 Madrid, Comunidad de	Solares	Número de hipotecas	2014	706
13 Madrid, Comunidad de	Solares	Número de hipotecas	2013	817
13 Madrid, Comunidad de	Solares	Número de hipotecas	2012	1.562
13 Madrid, Comunidad de	Solares	Número de hipotecas	2011	1.756
13 Madrid, Comunidad de	Solares	Número de hipotecas	2010	2.212
13 Madrid, Comunidad de	Solares	Número de hipotecas	2009	3.800
13 Madrid, Comunidad de	Solares	Número de hipotecas	2008	3.725
13 Madrid, Comunidad de	Solares	Número de hipotecas	2007	4.687
13 Madrid, Comunidad de	Solares	Número de hipotecas	2006	3.438
