Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
11 Extremadura;Vivienda segunda mano;Media anual;2020;104,456
11 Extremadura;Vivienda segunda mano;Media anual;2019;103,849
11 Extremadura;Vivienda segunda mano;Media anual;2018;102,332
11 Extremadura;Vivienda segunda mano;Media anual;2017;100,746
11 Extremadura;Vivienda segunda mano;Media anual;2016;100,531
11 Extremadura;Vivienda segunda mano;Media anual;2015;100
11 Extremadura;Vivienda segunda mano;Media anual;2014;98,631
11 Extremadura;Vivienda segunda mano;Media anual;2013;101,973
11 Extremadura;Vivienda segunda mano;Media anual;2012;117,755
11 Extremadura;Vivienda segunda mano;Media anual;2011;129,79
11 Extremadura;Vivienda segunda mano;Media anual;2010;143,277
11 Extremadura;Vivienda segunda mano;Media anual;2009;143,311
11 Extremadura;Vivienda segunda mano;Media anual;2008;146,305
11 Extremadura;Vivienda segunda mano;Media anual;2007;146,767
11 Extremadura;Vivienda segunda mano;Variación anual;2025;12,3
11 Extremadura;Vivienda segunda mano;Variación anual;2024;7,5
11 Extremadura;Vivienda segunda mano;Variación anual;2023;1,5
11 Extremadura;Vivienda segunda mano;Variación anual;2022;5,2
11 Extremadura;Vivienda segunda mano;Variación anual;2021;2,3
11 Extremadura;Vivienda segunda mano;Variación anual;2020;0,6
11 Extremadura;Vivienda segunda mano;Variación anual;2019;1,5
11 Extremadura;Vivienda segunda mano;Variación anual;2018;1,6
11 Extremadura;Vivienda segunda mano;Variación anual;2017;0,2
11 Extremadura;Vivienda segunda mano;Variación anual;2016;0,5
11 Extremadura;Vivienda segunda mano;Variación anual;2015;1,4
11 Extremadura;Vivienda segunda mano;Variación anual;2014;-3,3
11 Extremadura;Vivienda segunda mano;Variación anual;2013;-13,4
11 Extremadura;Vivienda segunda mano;Variación anual;2012;-9,3
11 Extremadura;Vivienda segunda mano;Variación anual;2011;-9,4
11 Extremadura;Vivienda segunda mano;Variación anual;2010;0
11 Extremadura;Vivienda segunda mano;Variación anual;2009;-2
11 Extremadura;Vivienda segunda mano;Variación anual;2008;-0,3
11 Extremadura;Vivienda segunda mano;Variación anual;2007;10,6
12 Galicia;General;Media anual;2025;160,475
12 Galicia;General;Media anual;2024;142,155
12 Galicia;General;Media anual;2023;132,306
12 Galicia;General;Media anual;2022;127,685
12 Galicia;General;Media anual;2021;119,78
12 Galicia;General;Media anual;2020;114,516
12 Galicia;General;Media anual;2019;111,998
12 Galicia;General;Media anual;2018;107,673
12 Galicia;General;Media anual;2017;103,717
12 Galicia;General;Media anual;2016;101,957
12 Galicia;General;Media anual;2015;100
12 Galicia;General;Media anual;2014;98,655
12 Galicia;General;Media anual;2013;99,834
12 Galicia;General;Media anual;2012;112,385
12 Galicia;General;Media anual;2011;129,103
12 Galicia;General;Media anual;2010;136,011
12 Galicia;General;Media anual;2009;138,72
12 Galicia;General;Media anual;2008;140,439
12 Galicia;General;Media anual;2007;135,789
12 Galicia;General;Variación anual;2025;12,9
12 Galicia;General;Variación anual;2024;7,4
12 Galicia;General;Variación anual;2023;3,6
12 Galicia;General;Variación anual;2022;6,6
12 Galicia;General;Variación anual;2021;4,6
12 Galicia;General;Variación anual;2020;2,2
12 Galicia;General;Variación anual;2019;4
12 Galicia;General;Variación anual;2018;3,8
12 Galicia;General;Variación anual;2017;1,7
12 Galicia;General;Variación anual;2016;2
12 Galicia;General;Variación anual;2015;1,4
12 Galicia;General;Variación anual;2014;-1,2
12 Galicia;General;Variación anual;2013;-11,2
12 Galicia;General;Variación anual;2012;-12,9
12 Galicia;General;Variación anual;2011;-5,1
12 Galicia;General;Variación anual;2010;-2
12 Galicia;General;Variación anual;2009;-1,2
12 Galicia;General;Variación anual;2008;3,4
12 Galicia;General;Variación anual;2007;11,4
12 Galicia;Vivienda nueva;Media anual;2025;191,855
12 Galicia;Vivienda nueva;Media anual;2024;173,808
12 Galicia;Vivienda nueva;Media anual;2023;160,524
12 Galicia;Vivienda nueva;Media anual;2022;146,643
12 Galicia;Vivienda nueva;Media anual;2021;136,273
12 Galicia;Vivienda nueva;Media anual;2020;131,97
12 Galicia;Vivienda nueva;Media anual;2019;125,079
12 Galicia;Vivienda nueva;Media anual;2018;116,914
12 Galicia;Vivienda nueva;Media anual;2017;108,88
12 Galicia;Vivienda nueva;Media anual;2016;105,297
12 Galicia;Vivienda nueva;Media anual;2015;100
12 Galicia;Vivienda nueva;Media anual;2014;97,266
12 Galicia;Vivienda nueva;Media anual;2013;97,559
12 Galicia;Vivienda nueva;Media anual;2012;109,642
12 Galicia;Vivienda nueva;Media anual;2011;124,967
12 Galicia;Vivienda nueva;Media anual;2010;130,062
12 Galicia;Vivienda nueva;Media anual;2009;133,208
12 Galicia;Vivienda nueva;Media anual;2008;132,458
12 Galicia;Vivienda nueva;Media anual;2007;123,908
12 Galicia;Vivienda nueva;Variación anual;2025;10,4
12 Galicia;Vivienda nueva;Variación anual;2024;8,3
12 Galicia;Vivienda nueva;Variación anual;2023;9,5
12 Galicia;Vivienda nueva;Variación anual;2022;7,6
12 Galicia;Vivienda nueva;Variación anual;2021;3,3
12 Galicia;Vivienda nueva;Variación anual;2020;5,5
12 Galicia;Vivienda nueva;Variación anual;2019;7
12 Galicia;Vivienda nueva;Variación anual;2018;7,4
12 Galicia;Vivienda nueva;Variación anual;2017;3,4
12 Galicia;Vivienda nueva;Variación anual;2016;5,3
12 Galicia;Vivienda nueva;Variación anual;2015;2,8
12 Galicia;Vivienda nueva;Variación anual;2014;-0,3
12 Galicia;Vivienda nueva;Variación anual;2013;-11
12 Galicia;Vivienda nueva;Variación anual;2012;-12,3
12 Galicia;Vivienda nueva;Variación anual;2011;-3,9
12 Galicia;Vivienda nueva;Variación anual;2010;-2,4
12 Galicia;Vivienda nueva;Variación anual;2009;0,6
12 Galicia;Vivienda nueva;Variación anual;2008;6,9
12 Galicia;Vivienda nueva;Variación anual;2007;12,6
12 Galicia;Vivienda segunda mano;Media anual;2025;155,11
12 Galicia;Vivienda segunda mano;Media anual;2024;136,953
12 Galicia;Vivienda segunda mano;Media anual;2023;127,564
12 Galicia;Vivienda segunda mano;Media anual;2022;124,252
12 Galicia;Vivienda segunda mano;Media anual;2021;116,769
12 Galicia;Vivienda segunda mano;Media anual;2020;111,447
12 Galicia;Vivienda segunda mano;Media anual;2019;109,46
12 Galicia;Vivienda segunda mano;Media anual;2018;105,738
12 Galicia;Vivienda segunda mano;Media anual;2017;102,436
12 Galicia;Vivienda segunda mano;Media anual;2016;100,974
12 Galicia;Vivienda segunda mano;Media anual;2015;100
12 Galicia;Vivienda segunda mano;Media anual;2014;98,962
12 Galicia;Vivienda segunda mano;Media anual;2013;99,849
12 Galicia;Vivienda segunda mano;Media anual;2012;112,82
12 Galicia;Vivienda segunda mano;Media anual;2011;131,614
12 Galicia;Vivienda segunda mano;Media anual;2010;141,972
12 Galicia;Vivienda segunda mano;Media anual;2009;143,491
12 Galicia;Vivienda segunda mano;Media anual;2008;150,097
12 Galicia;Vivienda segunda mano;Media anual;2007;153,077
12 Galicia;Vivienda segunda mano;Variación anual;2025;13,3
12 Galicia;Vivienda segunda mano;Variación anual;2024;7,4
12 Galicia;Vivienda segunda mano;Variación anual;2023;2,7
12 Galicia;Vivienda segunda mano;Variación anual;2022;6,4
12 Galicia;Vivienda segunda mano;Variación anual;2021;4,8
12 Galicia;Vivienda segunda mano;Variación anual;2020;1,8
12 Galicia;Vivienda segunda mano;Variación anual;2019;3,5
12 Galicia;Vivienda segunda mano;Variación anual;2018;3,2
12 Galicia;Vivienda segunda mano;Variación anual;2017;1,4
12 Galicia;Vivienda segunda mano;Variación anual;2016;1
12 Galicia;Vivienda segunda mano;Variación anual;2015;1
12 Galicia;Vivienda segunda mano;Variación anual;2014;-0,9
12 Galicia;Vivienda segunda mano;Variación anual;2013;-11,5
12 Galicia;Vivienda segunda mano;Variación anual;2012;-14,3
12 Galicia;Vivienda segunda mano;Variación anual;2011;-7,3
12 Galicia;Vivienda segunda mano;Variación anual;2010;-1,1
12 Galicia;Vivienda segunda mano;Variación anual;2009;-4,4
12 Galicia;Vivienda segunda mano;Variación anual;2008;-1,9
12 Galicia;Vivienda segunda mano;Variación anual;2007;9,7
13 Madrid, Comunidad de;General;Media anual;2025;199,46
13 Madrid, Comunidad de;General;Media anual;2024;175,952
13 Madrid, Comunidad de;General;Media anual;2023;163,414
13 Madrid, Comunidad de;General;Media anual;2022;157,232
13 Madrid, Comunidad de;General;Media anual;2021;147,206
13 Madrid, Comunidad de;General;Media anual;2020;143,56
13 Madrid, Comunidad de;General;Media anual;2019;141,142
13 Madrid, Comunidad de;General;Media anual;2018;133,325
13 Madrid, Comunidad de;General;Media anual;2017;121,003
13 Madrid, Comunidad de;General;Media anual;2016;108,566
13 Madrid, Comunidad de;General;Media anual;2015;100
13 Madrid, Comunidad de;General;Media anual;2014;94,572
13 Madrid, Comunidad de;General;Media anual;2013;92,203
13 Madrid, Comunidad de;General;Media anual;2012;103,984
13 Madrid, Comunidad de;General;Media anual;2011;122,826
13 Madrid, Comunidad de;General;Media anual;2010;134,509
13 Madrid, Comunidad de;General;Media anual;2009;133,981
13 Madrid, Comunidad de;General;Media anual;2008;149,458
13 Madrid, Comunidad de;General;Media anual;2007;158,417
13 Madrid, Comunidad de;General;Variación anual;2025;13,4
13 Madrid, Comunidad de;General;Variación anual;2024;7,7
13 Madrid, Comunidad de;General;Variación anual;2023;3,9
13 Madrid, Comunidad de;General;Variación anual;2022;6,8
13 Madrid, Comunidad de;General;Variación anual;2021;2,5
13 Madrid, Comunidad de;General;Variación anual;2020;1,7
13 Madrid, Comunidad de;General;Variación anual;2019;5,9
13 Madrid, Comunidad de;General;Variación anual;2018;10,2
13 Madrid, Comunidad de;General;Variación anual;2017;11,5
13 Madrid, Comunidad de;General;Variación anual;2016;8,6
13 Madrid, Comunidad de;General;Variación anual;2015;5,7
13 Madrid, Comunidad de;General;Variación anual;2014;2,6
13 Madrid, Comunidad de;General;Variación anual;2013;-11,3
13 Madrid, Comunidad de;General;Variación anual;2012;-15,3
13 Madrid, Comunidad de;General;Variación anual;2011;-8,7
13 Madrid, Comunidad de;General;Variación anual;2010;0,4
13 Madrid, Comunidad de;General;Variación anual;2009;-10,4
13 Madrid, Comunidad de;General;Variación anual;2008;-5,7
13 Madrid, Comunidad de;General;Variación anual;2007;6,9
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2025;217,557
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2024;193,963
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2023;177,185
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2022;163,777
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2021;152,477
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2020;144,818
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2019;136,231
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2018;126,654
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2017;119,089
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2016;109,016
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2015;100
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2014;93,592
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2013;89,768
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2012;100,681
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2011;116,909
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2010;123,654
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2009;121,982
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2008;137,77
13 Madrid, Comunidad de;Vivienda nueva;Media anual;2007;137,314
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2025;12,2
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2024;9,5
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2023;8,2
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2022;7,4
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2021;5,3
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2020;6,3
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2019;7,6
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2018;6,4
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2017;9,2
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2016;9
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2015;6,8
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2014;4,3
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2013;-10,8
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2012;-13,9
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2011;-5,5
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2010;1,4
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2009;-11,5
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2008;0,3
13 Madrid, Comunidad de;Vivienda nueva;Variación anual;2007;8,4
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2025;194,719
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2024;171,344
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2023;159,803
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2022;155,382
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2021;145,718
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2020;142,935
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2019;141,964
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2018;134,543
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2017;121,308
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2016;108,49
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2015;100
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2014;94,789
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2013;93,184
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2012;105,543
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2011;125,649
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2010;140,664
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2009;141,002
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2008;155,456
13 Madrid, Comunidad de;Vivienda segunda mano;Media anual;2007;172,762
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2025;13,6
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2024;7,2
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2023;2,8
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2022;6,6
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2021;1,9
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2020;0,7
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2019;5,5
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2018;10,9
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2017;11,8
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2016;8,5
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2015;5,5
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2014;1,7
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2013;-11,7
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2012;-16
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2011;-10,7
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2010;-0,2
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2009;-9,3
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2008;-10
13 Madrid, Comunidad de;Vivienda segunda mano;Variación anual;2007;5,9
14 Murcia, Región de;General;Media anual;2025;164,351
14 Murcia, Región de;General;Media anual;2024;143,767
14 Murcia, Región de;General;Media anual;2023;132,505
14 Murcia, Región de;General;Media anual;2022;129,515
14 Murcia, Región de;General;Media anual;2021;120,327
14 Murcia, Región de;General;Media anual;2020;114,378
14 Murcia, Región de;General;Media anual;2019;110,973
14 Murcia, Región de;General;Media anual;2018;106,14
14 Murcia, Región de;General;Media anual;2017;102,612
14 Murcia, Región de;General;Media anual;2016;101,397
14 Murcia, Región de;General;Media anual;2015;100
14 Murcia, Región de;General;Media anual;2014;98,365
14 Murcia, Región de;General;Media anual;2013;98,18
14 Murcia, Región de;General;Media anual;2012;115,925
14 Murcia, Región de;General;Media anual;2011;130,497
14 Murcia, Región de;General;Media anual;2010;137,444
14 Murcia, Región de;General;Media anual;2009;138,882
14 Murcia, Región de;General;Media anual;2008;140,303
14 Murcia, Región de;General;Media anual;2007;135,554
14 Murcia, Región de;General;Variación anual;2025;14,3
14 Murcia, Región de;General;Variación anual;2024;8,5
14 Murcia, Región de;General;Variación anual;2023;2,3
14 Murcia, Región de;General;Variación anual;2022;7,6
14 Murcia, Región de;General;Variación anual;2021;5,2
14 Murcia, Región de;General;Variación anual;2020;3,1
14 Murcia, Región de;General;Variación anual;2019;4,6
14 Murcia, Región de;General;Variación anual;2018;3,4
14 Murcia, Región de;General;Variación anual;2017;1,2
14 Murcia, Región de;General;Variación anual;2016;1,4
14 Murcia, Región de;General;Variación anual;2015;1,7
14 Murcia, Región de;General;Variación anual;2014;0,2
14 Murcia, Región de;General;Variación anual;2013;-15,3
14 Murcia, Región de;General;Variación anual;2012;-11,2
14 Murcia, Región de;General;Variación anual;2011;-5,1
14 Murcia, Región de;General;Variación anual;2010;-1
14 Murcia, Región de;General;Variación anual;2009;-1
14 Murcia, Región de;General;Variación anual;2008;3,5
14 Murcia, Región de;General;Variación anual;2007;14,7
14 Murcia, Región de;Vivienda nueva;Media anual;2025;198,778
14 Murcia, Región de;Vivienda nueva;Media anual;2024;177,579
14 Murcia, Región de;Vivienda nueva;Media anual;2023;162,674
14 Murcia, Región de;Vivienda nueva;Media anual;2022;153,97
14 Murcia, Región de;Vivienda nueva;Media anual;2021;142,847
14 Murcia, Región de;Vivienda nueva;Media anual;2020;133,906
14 Murcia, Región de;Vivienda nueva;Media anual;2019;125,266
14 Murcia, Región de;Vivienda nueva;Media anual;2018;115,138
14 Murcia, Región de;Vivienda nueva;Media anual;2017;108,757
14 Murcia, Región de;Vivienda nueva;Media anual;2016;106,144
14 Murcia, Región de;Vivienda nueva;Media anual;2015;100
14 Murcia, Región de;Vivienda nueva;Media anual;2014;96,576
14 Murcia, Región de;Vivienda nueva;Media anual;2013;98,187
14 Murcia, Región de;Vivienda nueva;Media anual;2012;118,057
14 Murcia, Región de;Vivienda nueva;Media anual;2011;131,028
14 Murcia, Región de;Vivienda nueva;Media anual;2010;136,386
14 Murcia, Región de;Vivienda nueva;Media anual;2009;138,215
14 Murcia, Región de;Vivienda nueva;Media anual;2008;136,819
14 Murcia, Región de;Vivienda nueva;Media anual;2007;128,37
14 Murcia, Región de;Vivienda nueva;Variación anual;2025;11,9
14 Murcia, Región de;Vivienda nueva;Variación anual;2024;9,2
14 Murcia, Región de;Vivienda nueva;Variación anual;2023;5,7
14 Murcia, Región de;Vivienda nueva;Variación anual;2022;7,8
14 Murcia, Región de;Vivienda nueva;Variación anual;2021;6,7
14 Murcia, Región de;Vivienda nueva;Variación anual;2020;6,9
14 Murcia, Región de;Vivienda nueva;Variación anual;2019;8,8
14 Murcia, Región de;Vivienda nueva;Variación anual;2018;5,9
14 Murcia, Región de;Vivienda nueva;Variación anual;2017;2,5
14 Murcia, Región de;Vivienda nueva;Variación anual;2016;6,1
14 Murcia, Región de;Vivienda nueva;Variación anual;2015;3,5
14 Murcia, Región de;Vivienda nueva;Variación anual;2014;-1,6
14 Murcia, Región de;Vivienda nueva;Variación anual;2013;-16,8
14 Murcia, Región de;Vivienda nueva;Variación anual;2012;-9,9
14 Murcia, Región de;Vivienda nueva;Variación anual;2011;-3,9
14 Murcia, Región de;Vivienda nueva;Variación anual;2010;-1,3
14 Murcia, Región de;Vivienda nueva;Variación anual;2009;1
14 Murcia, Región de;Vivienda nueva;Variación anual;2008;6,6
14 Murcia, Región de;Vivienda nueva;Variación anual;2007;16,2
14 Murcia, Región de;Vivienda segunda mano;Media anual;2025;159,723
14 Murcia, Región de;Vivienda segunda mano;Media anual;2024;139,306
14 Murcia, Región de;Vivienda segunda mano;Media anual;2023;128,501
14 Murcia, Región de;Vivienda segunda mano;Media anual;2022;126,158
14 Murcia, Región de;Vivienda segunda mano;Media anual;2021;117,235
14 Murcia, Región de;Vivienda segunda mano;Media anual;2020;111,658
14 Murcia, Región de;Vivienda segunda mano;Media anual;2019;108,879
14 Murcia, Región de;Vivienda segunda mano;Media anual;2018;104,701
14 Murcia, Región de;Vivienda segunda mano;Media anual;2017;101,591
14 Murcia, Región de;Vivienda segunda mano;Media anual;2016;100,568
14 Murcia, Región de;Vivienda segunda mano;Media anual;2015;100
14 Murcia, Región de;Vivienda segunda mano;Media anual;2014;98,713
14 Murcia, Región de;Vivienda segunda mano;Media anual;2013;97,653
14 Murcia, Región de;Vivienda segunda mano;Media anual;2012;114,548
14 Murcia, Región de;Vivienda segunda mano;Media anual;2011;132,367
14 Murcia, Región de;Vivienda segunda mano;Media anual;2010;143,12
14 Murcia, Región de;Vivienda segunda mano;Media anual;2009;143,484
14 Murcia, Región de;Vivienda segunda mano;Media anual;2008;149,444
14 Murcia, Región de;Vivienda segunda mano;Media anual;2007;150,058
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2025;14,7
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2024;8,4
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2023;1,9
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2022;7,6
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2021;5
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2020;2,6
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2019;4
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2018;3,1
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2017;1
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2016;0,6
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2015;1,3
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2014;1,1
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2013;-14,7
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2012;-13,5
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2011;-7,5
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2010;-0,3
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2009;-4
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2008;-0,4
14 Murcia, Región de;Vivienda segunda mano;Variación anual;2007;12,9
15 Navarra, Comunidad Foral de;General;Media anual;2025;163,1
15 Navarra, Comunidad Foral de;General;Media anual;2024;146,359
15 Navarra, Comunidad Foral de;General;Media anual;2023;132,566
15 Navarra, Comunidad Foral de;General;Media anual;2022;125,153
15 Navarra, Comunidad Foral de;General;Media anual;2021;116,689
15 Navarra, Comunidad Foral de;General;Media anual;2020;113,491
15 Navarra, Comunidad Foral de;General;Media anual;2019;111,614
15 Navarra, Comunidad Foral de;General;Media anual;2018;107,557
15 Navarra, Comunidad Foral de;General;Media anual;2017;103,935
15 Navarra, Comunidad Foral de;General;Media anual;2016;101,676
15 Navarra, Comunidad Foral de;General;Media anual;2015;100
15 Navarra, Comunidad Foral de;General;Media anual;2014;99,395
15 Navarra, Comunidad Foral de;General;Media anual;2013;106,285
15 Navarra, Comunidad Foral de;General;Media anual;2012;119,902
15 Navarra, Comunidad Foral de;General;Media anual;2011;139,463
15 Navarra, Comunidad Foral de;General;Media anual;2010;151,057
15 Navarra, Comunidad Foral de;General;Media anual;2009;161,204
15 Navarra, Comunidad Foral de;General;Media anual;2008;179,108
15 Navarra, Comunidad Foral de;General;Media anual;2007;183,448
15 Navarra, Comunidad Foral de;General;Variación anual;2025;11,4
15 Navarra, Comunidad Foral de;General;Variación anual;2024;10,4
15 Navarra, Comunidad Foral de;General;Variación anual;2023;5,9
15 Navarra, Comunidad Foral de;General;Variación anual;2022;7,3
15 Navarra, Comunidad Foral de;General;Variación anual;2021;2,8
15 Navarra, Comunidad Foral de;General;Variación anual;2020;1,7
15 Navarra, Comunidad Foral de;General;Variación anual;2019;3,8
15 Navarra, Comunidad Foral de;General;Variación anual;2018;3,5
15 Navarra, Comunidad Foral de;General;Variación anual;2017;2,2
15 Navarra, Comunidad Foral de;General;Variación anual;2016;1,7
15 Navarra, Comunidad Foral de;General;Variación anual;2015;0,6
15 Navarra, Comunidad Foral de;General;Variación anual;2014;-6,5
15 Navarra, Comunidad Foral de;General;Variación anual;2013;-11,4
15 Navarra, Comunidad Foral de;General;Variación anual;2012;-14
15 Navarra, Comunidad Foral de;General;Variación anual;2011;-7,7
15 Navarra, Comunidad Foral de;General;Variación anual;2010;-6,3
15 Navarra, Comunidad Foral de;General;Variación anual;2009;-10
15 Navarra, Comunidad Foral de;General;Variación anual;2008;-2,4
15 Navarra, Comunidad Foral de;General;Variación anual;2007;7,6
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2025;186,081
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2024;168,758
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2023;147,134
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2022;132,686
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2021;124,117
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2020;123,79
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2019;118,009
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2018;111,273
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2017;106,356
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2016;103,769
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2015;100
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2014;98,273
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2013;105,347
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2012;119,458
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2011;137,005
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2010;145,874
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2009;158,567
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2008;171,817
15 Navarra, Comunidad Foral de;Vivienda nueva;Media anual;2007;168,903
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2025;10,3
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2024;14,7
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2023;10,9
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2022;6,9
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2021;0,3
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2020;4,9
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2019;6,1
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2018;4,6
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2017;2,5
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2016;3,8
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2015;1,8
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2014;-6,7
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2013;-11,8
15 Navarra, Comunidad Foral de;Vivienda nueva;Variación anual;2012;-12,8
