Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;General;Media anual;2025;179,905
Nacional;General;Media anual;2024;159,656
Nacional;General;Media anual;2023;147,282
Nacional;General;Media anual;2022;141,675
Nacional;General;Media anual;2021;131,928
Nacional;General;Media anual;2020;127,232
Nacional;General;Media anual;2019;124,597
Nacional;General;Media anual;2018;118,595
Nacional;General;Media anual;2017;111,137
Nacional;General;Media anual;2016;104,664
Nacional;General;Media anual;2015;100
Nacional;General;Media anual;2014;96,553
Nacional;General;Media anual;2013;96,266
Nacional;General;Media anual;2012;107,678
Nacional;General;Media anual;2011;124,829
Nacional;General;Media anual;2010;134,745
Nacional;General;Media anual;2009;137,483
Nacional;General;Media anual;2008;147,336
Nacional;General;Media anual;2007;149,599
Nacional;General;Variación anual;2025;12,7
Nacional;General;Variación anual;2024;8,4
Nacional;General;Variación anual;2023;4
Nacional;General;Variación anual;2022;7,4
Nacional;General;Variación anual;2021;3,7
Nacional;General;Variación anual;2020;2,1
Nacional;General;Variación anual;2019;5,1
Nacional;General;Variación anual;2018;6,7
Nacional;General;Variación anual;2017;6,2
Nacional;General;Variación anual;2016;4,7
Nacional;General;Variación anual;2015;3,6
Nacional;General;Variación anual;2014;0,3
Nacional;General;Variación anual;2013;-10,6
Nacional;General;Variación anual;2012;-13,7
Nacional;General;Variación anual;2011;-7,4
Nacional;General;Variación anual;2010;-2
Nacional;General;Variación anual;2009;-6,7
Nacional;General;Variación anual;2008;-1,5
Nacional;General;Variación anual;2007;9,8
Nacional;Vivienda nueva;Media anual;2025;206,448
Nacional;Vivienda nueva;Media anual;2024;185,503
Nacional;Vivienda nueva;Media anual;2023;167,333
Nacional;Vivienda nueva;Media anual;2022;154,902
Nacional;Vivienda nueva;Media anual;2021;143,531
Nacional;Vivienda nueva;Media anual;2020;137,198
Nacional;Vivienda nueva;Media anual;2019;128,829
Nacional;Vivienda nueva;Media anual;2018;120,043
Nacional;Vivienda nueva;Media anual;2017;112,843
Nacional;Vivienda nueva;Media anual;2016;106,523
Nacional;Vivienda nueva;Media anual;2015;100
Nacional;Vivienda nueva;Media anual;2014;95,477
Nacional;Vivienda nueva;Media anual;2013;94,657
Nacional;Vivienda nueva;Media anual;2012;105,662
Nacional;Vivienda nueva;Media anual;2011;120,465
Nacional;Vivienda nueva;Media anual;2010;127,03
Nacional;Vivienda nueva;Media anual;2009;130,501
Nacional;Vivienda nueva;Media anual;2008;136,132
Nacional;Vivienda nueva;Media anual;2007;130,657
Nacional;Vivienda nueva;Variación anual;2025;11,3
Nacional;Vivienda nueva;Variación anual;2024;10,9
Nacional;Vivienda nueva;Variación anual;2023;8
Nacional;Vivienda nueva;Variación anual;2022;7,9
Nacional;Vivienda nueva;Variación anual;2021;4,6
Nacional;Vivienda nueva;Variación anual;2020;6,5
Nacional;Vivienda nueva;Variación anual;2019;7,3
Nacional;Vivienda nueva;Variación anual;2018;6,4
Nacional;Vivienda nueva;Variación anual;2017;5,9
Nacional;Vivienda nueva;Variación anual;2016;6,5
Nacional;Vivienda nueva;Variación anual;2015;4,7
Nacional;Vivienda nueva;Variación anual;2014;0,9
Nacional;Vivienda nueva;Variación anual;2013;-10,4
Nacional;Vivienda nueva;Variación anual;2012;-12,3
Nacional;Vivienda nueva;Variación anual;2011;-5,2
Nacional;Vivienda nueva;Variación anual;2010;-2,7
Nacional;Vivienda nueva;Variación anual;2009;-4,1
Nacional;Vivienda nueva;Variación anual;2008;4,2
Nacional;Vivienda nueva;Variación anual;2007;11,9
Nacional;Vivienda segunda mano;Media anual;2025;175,818
Nacional;Vivienda segunda mano;Media anual;2024;155,715
Nacional;Vivienda segunda mano;Media anual;2023;144,191
Nacional;Vivienda segunda mano;Media anual;2022;139,727
Nacional;Vivienda segunda mano;Media anual;2021;130,244
Nacional;Vivienda segunda mano;Media anual;2020;125,739
Nacional;Vivienda segunda mano;Media anual;2019;123,993
Nacional;Vivienda segunda mano;Media anual;2018;118,385
Nacional;Vivienda segunda mano;Media anual;2017;110,891
Nacional;Vivienda segunda mano;Media anual;2016;104,367
Nacional;Vivienda segunda mano;Media anual;2015;100
Nacional;Vivienda segunda mano;Media anual;2014;96,737
Nacional;Vivienda segunda mano;Media anual;2013;96,648
Nacional;Vivienda segunda mano;Media anual;2012;108,477
Nacional;Vivienda segunda mano;Media anual;2011;127,383
Nacional;Vivienda segunda mano;Media anual;2010;140,677
Nacional;Vivienda segunda mano;Media anual;2009;142,379
Nacional;Vivienda segunda mano;Media anual;2008;156,457
Nacional;Vivienda segunda mano;Media anual;2007;166,859
Nacional;Vivienda segunda mano;Variación anual;2025;12,9
Nacional;Vivienda segunda mano;Variación anual;2024;8
Nacional;Vivienda segunda mano;Variación anual;2023;3,2
Nacional;Vivienda segunda mano;Variación anual;2022;7,3
Nacional;Vivienda segunda mano;Variación anual;2021;3,6
Nacional;Vivienda segunda mano;Variación anual;2020;1,4
Nacional;Vivienda segunda mano;Variación anual;2019;4,7
Nacional;Vivienda segunda mano;Variación anual;2018;6,8
Nacional;Vivienda segunda mano;Variación anual;2017;6,3
Nacional;Vivienda segunda mano;Variación anual;2016;4,4
Nacional;Vivienda segunda mano;Variación anual;2015;3,4
Nacional;Vivienda segunda mano;Variación anual;2014;0,1
Nacional;Vivienda segunda mano;Variación anual;2013;-10,9
Nacional;Vivienda segunda mano;Variación anual;2012;-14,8
Nacional;Vivienda segunda mano;Variación anual;2011;-9,4
Nacional;Vivienda segunda mano;Variación anual;2010;-1,2
Nacional;Vivienda segunda mano;Variación anual;2009;-9
Nacional;Vivienda segunda mano;Variación anual;2008;-6,2
Nacional;Vivienda segunda mano;Variación anual;2007;8,2
01 Andalucía;General;Media anual;2025;179,163
01 Andalucía;General;Media anual;2024;158,471
01 Andalucía;General;Media anual;2023;143,568
01 Andalucía;General;Media anual;2022;136,786
01 Andalucía;General;Media anual;2021;125,598
01 Andalucía;General;Media anual;2020;120,098
01 Andalucía;General;Media anual;2019;117,358
01 Andalucía;General;Media anual;2018;111,371
01 Andalucía;General;Media anual;2017;106,101
01 Andalucía;General;Media anual;2016;102,841
01 Andalucía;General;Media anual;2015;100
01 Andalucía;General;Media anual;2014;97,077
01 Andalucía;General;Media anual;2013;96,923
01 Andalucía;General;Media anual;2012;106,267
01 Andalucía;General;Media anual;2011;120,476
01 Andalucía;General;Media anual;2010;128,108
01 Andalucía;General;Media anual;2009;130,163
01 Andalucía;General;Media anual;2008;134,534
01 Andalucía;General;Media anual;2007;131,927
01 Andalucía;General;Variación anual;2025;13,1
01 Andalucía;General;Variación anual;2024;10,4
01 Andalucía;General;Variación anual;2023;5
01 Andalucía;General;Variación anual;2022;8,9
01 Andalucía;General;Variación anual;2021;4,6
01 Andalucía;General;Variación anual;2020;2,3
01 Andalucía;General;Variación anual;2019;5,4
01 Andalucía;General;Variación anual;2018;5
01 Andalucía;General;Variación anual;2017;3,2
01 Andalucía;General;Variación anual;2016;2,8
01 Andalucía;General;Variación anual;2015;3
01 Andalucía;General;Variación anual;2014;0,2
01 Andalucía;General;Variación anual;2013;-8,8
01 Andalucía;General;Variación anual;2012;-11,8
01 Andalucía;General;Variación anual;2011;-6
01 Andalucía;General;Variación anual;2010;-1,6
01 Andalucía;General;Variación anual;2009;-3,2
01 Andalucía;General;Variación anual;2008;2
01 Andalucía;General;Variación anual;2007;12,7
01 Andalucía;Vivienda nueva;Media anual;2025;219,706
01 Andalucía;Vivienda nueva;Media anual;2024;194,525
01 Andalucía;Vivienda nueva;Media anual;2023;170,568
01 Andalucía;Vivienda nueva;Media anual;2022;159,054
01 Andalucía;Vivienda nueva;Media anual;2021;145,031
01 Andalucía;Vivienda nueva;Media anual;2020;136,025
01 Andalucía;Vivienda nueva;Media anual;2019;126,701
01 Andalucía;Vivienda nueva;Media anual;2018;117,698
01 Andalucía;Vivienda nueva;Media anual;2017;111,437
01 Andalucía;Vivienda nueva;Media anual;2016;107,085
01 Andalucía;Vivienda nueva;Media anual;2015;100
01 Andalucía;Vivienda nueva;Media anual;2014;94,84
01 Andalucía;Vivienda nueva;Media anual;2013;93,426
01 Andalucía;Vivienda nueva;Media anual;2012;102,465
01 Andalucía;Vivienda nueva;Media anual;2011;113,785
01 Andalucía;Vivienda nueva;Media anual;2010;118,436
01 Andalucía;Vivienda nueva;Media anual;2009;120,657
01 Andalucía;Vivienda nueva;Media anual;2008;121,104
01 Andalucía;Vivienda nueva;Media anual;2007;113,469
01 Andalucía;Vivienda nueva;Variación anual;2025;12,9
01 Andalucía;Vivienda nueva;Variación anual;2024;14
01 Andalucía;Vivienda nueva;Variación anual;2023;7,2
01 Andalucía;Vivienda nueva;Variación anual;2022;9,7
01 Andalucía;Vivienda nueva;Variación anual;2021;6,6
01 Andalucía;Vivienda nueva;Variación anual;2020;7,4
01 Andalucía;Vivienda nueva;Variación anual;2019;7,6
01 Andalucía;Vivienda nueva;Variación anual;2018;5,6
01 Andalucía;Vivienda nueva;Variación anual;2017;4,1
01 Andalucía;Vivienda nueva;Variación anual;2016;7,1
01 Andalucía;Vivienda nueva;Variación anual;2015;5,4
01 Andalucía;Vivienda nueva;Variación anual;2014;1,5
01 Andalucía;Vivienda nueva;Variación anual;2013;-8,8
01 Andalucía;Vivienda nueva;Variación anual;2012;-9,9
01 Andalucía;Vivienda nueva;Variación anual;2011;-3,9
01 Andalucía;Vivienda nueva;Variación anual;2010;-1,8
01 Andalucía;Vivienda nueva;Variación anual;2009;-0,4
01 Andalucía;Vivienda nueva;Variación anual;2008;6,7
01 Andalucía;Vivienda nueva;Variación anual;2007;14,5
01 Andalucía;Vivienda segunda mano;Media anual;2025;173,879
01 Andalucía;Vivienda segunda mano;Media anual;2024;153,771
01 Andalucía;Vivienda segunda mano;Media anual;2023;140,039
01 Andalucía;Vivienda segunda mano;Media anual;2022;134,1
01 Andalucía;Vivienda segunda mano;Media anual;2021;123,31
01 Andalucía;Vivienda segunda mano;Media anual;2020;118,184
01 Andalucía;Vivienda segunda mano;Media anual;2019;116,275
01 Andalucía;Vivienda segunda mano;Media anual;2018;110,605
01 Andalucía;Vivienda segunda mano;Media anual;2017;105,431
01 Andalucía;Vivienda segunda mano;Media anual;2016;102,266
01 Andalucía;Vivienda segunda mano;Media anual;2015;100
01 Andalucía;Vivienda segunda mano;Media anual;2014;97,401
01 Andalucía;Vivienda segunda mano;Media anual;2013;97,546
01 Andalucía;Vivienda segunda mano;Media anual;2012;106,874
01 Andalucía;Vivienda segunda mano;Media anual;2011;123,379
01 Andalucía;Vivienda segunda mano;Media anual;2010;134,273
01 Andalucía;Vivienda segunda mano;Media anual;2009;135,948
01 Andalucía;Vivienda segunda mano;Media anual;2008;145,055
01 Andalucía;Vivienda segunda mano;Media anual;2007;148,618
01 Andalucía;Vivienda segunda mano;Variación anual;2025;13,1
01 Andalucía;Vivienda segunda mano;Variación anual;2024;9,8
01 Andalucía;Vivienda segunda mano;Variación anual;2023;4,4
01 Andalucía;Vivienda segunda mano;Variación anual;2022;8,8
01 Andalucía;Vivienda segunda mano;Variación anual;2021;4,3
01 Andalucía;Vivienda segunda mano;Variación anual;2020;1,6
01 Andalucía;Vivienda segunda mano;Variación anual;2019;5,1
01 Andalucía;Vivienda segunda mano;Variación anual;2018;4,9
01 Andalucía;Vivienda segunda mano;Variación anual;2017;3,1
01 Andalucía;Vivienda segunda mano;Variación anual;2016;2,3
01 Andalucía;Vivienda segunda mano;Variación anual;2015;2,7
01 Andalucía;Vivienda segunda mano;Variación anual;2014;-0,1
01 Andalucía;Vivienda segunda mano;Variación anual;2013;-8,7
01 Andalucía;Vivienda segunda mano;Variación anual;2012;-13,4
01 Andalucía;Vivienda segunda mano;Variación anual;2011;-8,1
01 Andalucía;Vivienda segunda mano;Variación anual;2010;-1,2
01 Andalucía;Vivienda segunda mano;Variación anual;2009;-6,3
01 Andalucía;Vivienda segunda mano;Variación anual;2008;-2,4
01 Andalucía;Vivienda segunda mano;Variación anual;2007;11,1
02 Aragón;General;Media anual;2025;172,181
02 Aragón;General;Media anual;2024;151,038
02 Aragón;General;Media anual;2023;137,114
02 Aragón;General;Media anual;2022;131,96
02 Aragón;General;Media anual;2021;124,019
02 Aragón;General;Media anual;2020;119,487
02 Aragón;General;Media anual;2019;116,513
02 Aragón;General;Media anual;2018;109,837
02 Aragón;General;Media anual;2017;104,788
02 Aragón;General;Media anual;2016;101,896
02 Aragón;General;Media anual;2015;100
02 Aragón;General;Media anual;2014;99,157
02 Aragón;General;Media anual;2013;101,492
02 Aragón;General;Media anual;2012;116,262
02 Aragón;General;Media anual;2011;135,826
02 Aragón;General;Media anual;2010;147,964
02 Aragón;General;Media anual;2009;156,466
02 Aragón;General;Media anual;2008;171,55
02 Aragón;General;Media anual;2007;176,744
02 Aragón;General;Variación anual;2025;14
02 Aragón;General;Variación anual;2024;10,2
02 Aragón;General;Variación anual;2023;3,9
02 Aragón;General;Variación anual;2022;6,4
02 Aragón;General;Variación anual;2021;3,8
02 Aragón;General;Variación anual;2020;2,6
02 Aragón;General;Variación anual;2019;6,1
02 Aragón;General;Variación anual;2018;4,8
02 Aragón;General;Variación anual;2017;2,8
02 Aragón;General;Variación anual;2016;1,9
02 Aragón;General;Variación anual;2015;0,9
02 Aragón;General;Variación anual;2014;-2,3
02 Aragón;General;Variación anual;2013;-12,7
02 Aragón;General;Variación anual;2012;-14,4
02 Aragón;General;Variación anual;2011;-8,2
02 Aragón;General;Variación anual;2010;-5,4
02 Aragón;General;Variación anual;2009;-8,8
02 Aragón;General;Variación anual;2008;-2,9
02 Aragón;General;Variación anual;2007;5,8
02 Aragón;Vivienda nueva;Media anual;2025;184,907
02 Aragón;Vivienda nueva;Media anual;2024;168,332
02 Aragón;Vivienda nueva;Media anual;2023;149,493
02 Aragón;Vivienda nueva;Media anual;2022;136,464
02 Aragón;Vivienda nueva;Media anual;2021;126,828
02 Aragón;Vivienda nueva;Media anual;2020;122,864
02 Aragón;Vivienda nueva;Media anual;2019;118,116
02 Aragón;Vivienda nueva;Media anual;2018;110,383
02 Aragón;Vivienda nueva;Media anual;2017;107,455
02 Aragón;Vivienda nueva;Media anual;2016;104,105
02 Aragón;Vivienda nueva;Media anual;2015;100
02 Aragón;Vivienda nueva;Media anual;2014;98,504
02 Aragón;Vivienda nueva;Media anual;2013;100,249
02 Aragón;Vivienda nueva;Media anual;2012;115,848
02 Aragón;Vivienda nueva;Media anual;2011;133,054
02 Aragón;Vivienda nueva;Media anual;2010;141,235
02 Aragón;Vivienda nueva;Media anual;2009;151,657
02 Aragón;Vivienda nueva;Media anual;2008;160,401
02 Aragón;Vivienda nueva;Media anual;2007;156,152
02 Aragón;Vivienda nueva;Variación anual;2025;9,8
02 Aragón;Vivienda nueva;Variación anual;2024;12,6
02 Aragón;Vivienda nueva;Variación anual;2023;9,5
02 Aragón;Vivienda nueva;Variación anual;2022;7,6
02 Aragón;Vivienda nueva;Variación anual;2021;3,2
02 Aragón;Vivienda nueva;Variación anual;2020;4
02 Aragón;Vivienda nueva;Variación anual;2019;7
02 Aragón;Vivienda nueva;Variación anual;2018;2,7
02 Aragón;Vivienda nueva;Variación anual;2017;3,2
02 Aragón;Vivienda nueva;Variación anual;2016;4,1
02 Aragón;Vivienda nueva;Variación anual;2015;1,5
02 Aragón;Vivienda nueva;Variación anual;2014;-1,7
02 Aragón;Vivienda nueva;Variación anual;2013;-13,5
02 Aragón;Vivienda nueva;Variación anual;2012;-12,9
02 Aragón;Vivienda nueva;Variación anual;2011;-5,8
02 Aragón;Vivienda nueva;Variación anual;2010;-6,9
02 Aragón;Vivienda nueva;Variación anual;2009;-5,5
02 Aragón;Vivienda nueva;Variación anual;2008;2,7
02 Aragón;Vivienda nueva;Variación anual;2007;8,6
02 Aragón;Vivienda segunda mano;Media anual;2025;168,638
02 Aragón;Vivienda segunda mano;Media anual;2024;146,652
02 Aragón;Vivienda segunda mano;Media anual;2023;133,889
02 Aragón;Vivienda segunda mano;Media anual;2022;130,684
02 Aragón;Vivienda segunda mano;Media anual;2021;123,266
02 Aragón;Vivienda segunda mano;Media anual;2020;118,566
02 Aragón;Vivienda segunda mano;Media anual;2019;116,105
02 Aragón;Vivienda segunda mano;Media anual;2018;109,708
02 Aragón;Vivienda segunda mano;Media anual;2017;104,29
02 Aragón;Vivienda segunda mano;Media anual;2016;101,441
02 Aragón;Vivienda segunda mano;Media anual;2015;100
02 Aragón;Vivienda segunda mano;Media anual;2014;99,331
02 Aragón;Vivienda segunda mano;Media anual;2013;101,888
02 Aragón;Vivienda segunda mano;Media anual;2012;116,301
02 Aragón;Vivienda segunda mano;Media anual;2011;137,634
02 Aragón;Vivienda segunda mano;Media anual;2010;154,028
02 Aragón;Vivienda segunda mano;Media anual;2009;159,487
02 Aragón;Vivienda segunda mano;Media anual;2008;181,713
02 Aragón;Vivienda segunda mano;Media anual;2007;198,144
02 Aragón;Vivienda segunda mano;Variación anual;2025;15
02 Aragón;Vivienda segunda mano;Variación anual;2024;9,5
02 Aragón;Vivienda segunda mano;Variación anual;2023;2,5
02 Aragón;Vivienda segunda mano;Variación anual;2022;6
02 Aragón;Vivienda segunda mano;Variación anual;2021;4
02 Aragón;Vivienda segunda mano;Variación anual;2020;2,1
02 Aragón;Vivienda segunda mano;Variación anual;2019;5,8
02 Aragón;Vivienda segunda mano;Variación anual;2018;5,2
02 Aragón;Vivienda segunda mano;Variación anual;2017;2,8
02 Aragón;Vivienda segunda mano;Variación anual;2016;1,4
02 Aragón;Vivienda segunda mano;Variación anual;2015;0,7
02 Aragón;Vivienda segunda mano;Variación anual;2014;-2,5
02 Aragón;Vivienda segunda mano;Variación anual;2013;-12,4
02 Aragón;Vivienda segunda mano;Variación anual;2012;-15,5
02 Aragón;Vivienda segunda mano;Variación anual;2011;-10,6
02 Aragón;Vivienda segunda mano;Variación anual;2010;-3,4
02 Aragón;Vivienda segunda mano;Variación anual;2009;-12,2
02 Aragón;Vivienda segunda mano;Variación anual;2008;-8,3
02 Aragón;Vivienda segunda mano;Variación anual;2007;3,3
03 Asturias, Principado de;General;Media anual;2025;160,16
03 Asturias, Principado de;General;Media anual;2024;141,097
03 Asturias, Principado de;General;Media anual;2023;130,901
03 Asturias, Principado de;General;Media anual;2022;126,182
03 Asturias, Principado de;General;Media anual;2021;118,807
03 Asturias, Principado de;General;Media anual;2020;114,072
03 Asturias, Principado de;General;Media anual;2019;110,561
03 Asturias, Principado de;General;Media anual;2018;106,123
03 Asturias, Principado de;General;Media anual;2017;102,535
03 Asturias, Principado de;General;Media anual;2016;101,418
03 Asturias, Principado de;General;Media anual;2015;100
03 Asturias, Principado de;General;Media anual;2014;98,51
03 Asturias, Principado de;General;Media anual;2013;100,763
03 Asturias, Principado de;General;Media anual;2012;114,537
03 Asturias, Principado de;General;Media anual;2011;134,027
03 Asturias, Principado de;General;Media anual;2010;142,195
03 Asturias, Principado de;General;Media anual;2009;144,298
03 Asturias, Principado de;General;Media anual;2008;145,647
03 Asturias, Principado de;General;Media anual;2007;143,951
03 Asturias, Principado de;General;Variación anual;2025;13,5
03 Asturias, Principado de;General;Variación anual;2024;7,8
03 Asturias, Principado de;General;Variación anual;2023;3,7
03 Asturias, Principado de;General;Variación anual;2022;6,2
03 Asturias, Principado de;General;Variación anual;2021;4,2
03 Asturias, Principado de;General;Variación anual;2020;3,2
03 Asturias, Principado de;General;Variación anual;2019;4,2
03 Asturias, Principado de;General;Variación anual;2018;3,5
03 Asturias, Principado de;General;Variación anual;2017;1,1
03 Asturias, Principado de;General;Variación anual;2016;1,4
03 Asturias, Principado de;General;Variación anual;2015;1,5
03 Asturias, Principado de;General;Variación anual;2014;-2,2
03 Asturias, Principado de;General;Variación anual;2013;-12
03 Asturias, Principado de;General;Variación anual;2012;-14,5
03 Asturias, Principado de;General;Variación anual;2011;-5,7
03 Asturias, Principado de;General;Variación anual;2010;-1,5
03 Asturias, Principado de;General;Variación anual;2009;-0,9
03 Asturias, Principado de;General;Variación anual;2008;1,2
03 Asturias, Principado de;General;Variación anual;2007;12
03 Asturias, Principado de;Vivienda nueva;Media anual;2025;179,405
03 Asturias, Principado de;Vivienda nueva;Media anual;2024;162,289
03 Asturias, Principado de;Vivienda nueva;Media anual;2023;151,061
03 Asturias, Principado de;Vivienda nueva;Media anual;2022;138,047
03 Asturias, Principado de;Vivienda nueva;Media anual;2021;129,002
03 Asturias, Principado de;Vivienda nueva;Media anual;2020;125,613
03 Asturias, Principado de;Vivienda nueva;Media anual;2019;118,008
03 Asturias, Principado de;Vivienda nueva;Media anual;2018;111,382
03 Asturias, Principado de;Vivienda nueva;Media anual;2017;105,636
03 Asturias, Principado de;Vivienda nueva;Media anual;2016;104,371
03 Asturias, Principado de;Vivienda nueva;Media anual;2015;100
03 Asturias, Principado de;Vivienda nueva;Media anual;2014;96,884
03 Asturias, Principado de;Vivienda nueva;Media anual;2013;96,988
03 Asturias, Principado de;Vivienda nueva;Media anual;2012;110,612
