Total Nacional;Provincias;Tamaño de la vivienda;Tipo de dato;Periodo;Total
Total Nacional;03 Alicante/Alacant;(90-120];Índice;2014;99,703
Total Nacional;03 Alicante/Alacant;(90-120];Índice;2013;100,182
Total Nacional;03 Alicante/Alacant;(90-120];Índice;2012;102,031
Total Nacional;03 Alicante/Alacant;(90-120];Índice;2011;103,789
Total Nacional;03 Alicante/Alacant;(90-120];Variación anual;2023;2,8
Total Nacional;03 Alicante/Alacant;(90-120];Variación anual;2022;2,8
Total Nacional;03 Alicante/Alacant;(90-120];Variación anual;2021;2,2
Total Nacional;03 Alicante/Alacant;(90-120];Variación anual;2020;0,8
Total Nacional;03 Alicante/Alacant;(90-120];Variación anual;2019;3,1
Total Nacional;03 Alicante/Alacant;(90-120];Variación anual;2018;2,2
Total Nacional;03 Alicante/Alacant;(90-120];Variación anual;2017;1,4
Total Nacional;03 Alicante/Alacant;(90-120];Variación anual;2016;1,7
Total Nacional;03 Alicante/Alacant;(90-120];Variación anual;2015;0,3
Total Nacional;03 Alicante/Alacant;(90-120];Variación anual;2014;-0,5
Total Nacional;03 Alicante/Alacant;(90-120];Variación anual;2013;-1,8
Total Nacional;03 Alicante/Alacant;(90-120];Variación anual;2012;-1,7
Total Nacional;03 Alicante/Alacant;(90-120];Variación anual;2011;..
Total Nacional;03 Alicante/Alacant;(120-150];Índice;2023;117,424
Total Nacional;03 Alicante/Alacant;(120-150];Índice;2022;114,357
Total Nacional;03 Alicante/Alacant;(120-150];Índice;2021;111,039
Total Nacional;03 Alicante/Alacant;(120-150];Índice;2020;108,472
Total Nacional;03 Alicante/Alacant;(120-150];Índice;2019;107,761
Total Nacional;03 Alicante/Alacant;(120-150];Índice;2018;105,12
Total Nacional;03 Alicante/Alacant;(120-150];Índice;2017;102,991
Total Nacional;03 Alicante/Alacant;(120-150];Índice;2016;101,767
Total Nacional;03 Alicante/Alacant;(120-150];Índice;2015;100
Total Nacional;03 Alicante/Alacant;(120-150];Índice;2014;99,732
Total Nacional;03 Alicante/Alacant;(120-150];Índice;2013;99,832
Total Nacional;03 Alicante/Alacant;(120-150];Índice;2012;102,147
Total Nacional;03 Alicante/Alacant;(120-150];Índice;2011;102,974
Total Nacional;03 Alicante/Alacant;(120-150];Variación anual;2023;2,7
Total Nacional;03 Alicante/Alacant;(120-150];Variación anual;2022;3
Total Nacional;03 Alicante/Alacant;(120-150];Variación anual;2021;2,4
Total Nacional;03 Alicante/Alacant;(120-150];Variación anual;2020;0,7
Total Nacional;03 Alicante/Alacant;(120-150];Variación anual;2019;2,5
Total Nacional;03 Alicante/Alacant;(120-150];Variación anual;2018;2,1
Total Nacional;03 Alicante/Alacant;(120-150];Variación anual;2017;1,2
Total Nacional;03 Alicante/Alacant;(120-150];Variación anual;2016;1,8
Total Nacional;03 Alicante/Alacant;(120-150];Variación anual;2015;0,3
Total Nacional;03 Alicante/Alacant;(120-150];Variación anual;2014;-0,1
Total Nacional;03 Alicante/Alacant;(120-150];Variación anual;2013;-2,3
Total Nacional;03 Alicante/Alacant;(120-150];Variación anual;2012;-0,8
Total Nacional;03 Alicante/Alacant;(120-150];Variación anual;2011;..
Total Nacional;03 Alicante/Alacant;>150;Índice;2023;115,443
Total Nacional;03 Alicante/Alacant;>150;Índice;2022;112,51
Total Nacional;03 Alicante/Alacant;>150;Índice;2021;109,207
Total Nacional;03 Alicante/Alacant;>150;Índice;2020;106,61
Total Nacional;03 Alicante/Alacant;>150;Índice;2019;106,045
Total Nacional;03 Alicante/Alacant;>150;Índice;2018;104,679
Total Nacional;03 Alicante/Alacant;>150;Índice;2017;102,12
Total Nacional;03 Alicante/Alacant;>150;Índice;2016;101,221
Total Nacional;03 Alicante/Alacant;>150;Índice;2015;100
Total Nacional;03 Alicante/Alacant;>150;Índice;2014;98,219
Total Nacional;03 Alicante/Alacant;>150;Índice;2013;98,373
Total Nacional;03 Alicante/Alacant;>150;Índice;2012;99,58
Total Nacional;03 Alicante/Alacant;>150;Índice;2011;101,247
Total Nacional;03 Alicante/Alacant;>150;Variación anual;2023;2,6
Total Nacional;03 Alicante/Alacant;>150;Variación anual;2022;3
Total Nacional;03 Alicante/Alacant;>150;Variación anual;2021;2,4
Total Nacional;03 Alicante/Alacant;>150;Variación anual;2020;0,5
Total Nacional;03 Alicante/Alacant;>150;Variación anual;2019;1,3
Total Nacional;03 Alicante/Alacant;>150;Variación anual;2018;2,5
Total Nacional;03 Alicante/Alacant;>150;Variación anual;2017;0,9
Total Nacional;03 Alicante/Alacant;>150;Variación anual;2016;1,2
Total Nacional;03 Alicante/Alacant;>150;Variación anual;2015;1,8
Total Nacional;03 Alicante/Alacant;>150;Variación anual;2014;-0,2
Total Nacional;03 Alicante/Alacant;>150;Variación anual;2013;-1,2
Total Nacional;03 Alicante/Alacant;>150;Variación anual;2012;-1,6
Total Nacional;03 Alicante/Alacant;>150;Variación anual;2011;..
Total Nacional;04 Almería;Total;Índice;2023;117,471
Total Nacional;04 Almería;Total;Índice;2022;114,64
Total Nacional;04 Almería;Total;Índice;2021;111,744
Total Nacional;04 Almería;Total;Índice;2020;109,501
Total Nacional;04 Almería;Total;Índice;2019;107,809
Total Nacional;04 Almería;Total;Índice;2018;104,755
Total Nacional;04 Almería;Total;Índice;2017;102,822
Total Nacional;04 Almería;Total;Índice;2016;101,718
Total Nacional;04 Almería;Total;Índice;2015;100
Total Nacional;04 Almería;Total;Índice;2014;100,608
Total Nacional;04 Almería;Total;Índice;2013;101,682
Total Nacional;04 Almería;Total;Índice;2012;105,1
Total Nacional;04 Almería;Total;Índice;2011;108,386
Total Nacional;04 Almería;Total;Variación anual;2023;2,5
Total Nacional;04 Almería;Total;Variación anual;2022;2,6
Total Nacional;04 Almería;Total;Variación anual;2021;2
Total Nacional;04 Almería;Total;Variación anual;2020;1,6
Total Nacional;04 Almería;Total;Variación anual;2019;2,9
Total Nacional;04 Almería;Total;Variación anual;2018;1,9
Total Nacional;04 Almería;Total;Variación anual;2017;1,1
Total Nacional;04 Almería;Total;Variación anual;2016;1,7
Total Nacional;04 Almería;Total;Variación anual;2015;-0,6
Total Nacional;04 Almería;Total;Variación anual;2014;-1,1
Total Nacional;04 Almería;Total;Variación anual;2013;-3,3
Total Nacional;04 Almería;Total;Variación anual;2012;-3
Total Nacional;04 Almería;Total;Variación anual;2011;..
Total Nacional;04 Almería;<=60;Índice;2023;120,698
Total Nacional;04 Almería;<=60;Índice;2022;117,027
Total Nacional;04 Almería;<=60;Índice;2021;113,91
Total Nacional;04 Almería;<=60;Índice;2020;111,64
Total Nacional;04 Almería;<=60;Índice;2019;109,042
Total Nacional;04 Almería;<=60;Índice;2018;105,698
Total Nacional;04 Almería;<=60;Índice;2017;104,11
Total Nacional;04 Almería;<=60;Índice;2016;101,912
Total Nacional;04 Almería;<=60;Índice;2015;100
Total Nacional;04 Almería;<=60;Índice;2014;100,074
Total Nacional;04 Almería;<=60;Índice;2013;100,567
Total Nacional;04 Almería;<=60;Índice;2012;104,526
Total Nacional;04 Almería;<=60;Índice;2011;107,718
Total Nacional;04 Almería;<=60;Variación anual;2023;3,1
Total Nacional;04 Almería;<=60;Variación anual;2022;2,7
Total Nacional;04 Almería;<=60;Variación anual;2021;2
Total Nacional;04 Almería;<=60;Variación anual;2020;2,4
Total Nacional;04 Almería;<=60;Variación anual;2019;3,2
Total Nacional;04 Almería;<=60;Variación anual;2018;1,5
Total Nacional;04 Almería;<=60;Variación anual;2017;2,2
Total Nacional;04 Almería;<=60;Variación anual;2016;1,9
Total Nacional;04 Almería;<=60;Variación anual;2015;-0,1
Total Nacional;04 Almería;<=60;Variación anual;2014;-0,5
Total Nacional;04 Almería;<=60;Variación anual;2013;-3,8
Total Nacional;04 Almería;<=60;Variación anual;2012;-3
Total Nacional;04 Almería;<=60;Variación anual;2011;..
Total Nacional;04 Almería;(60-75];Índice;2023;120,277
Total Nacional;04 Almería;(60-75];Índice;2022;117,325
Total Nacional;04 Almería;(60-75];Índice;2021;113,712
Total Nacional;04 Almería;(60-75];Índice;2020;111,278
Total Nacional;04 Almería;(60-75];Índice;2019;109,526
Total Nacional;04 Almería;(60-75];Índice;2018;106,188
Total Nacional;04 Almería;(60-75];Índice;2017;103,791
Total Nacional;04 Almería;(60-75];Índice;2016;102,293
Total Nacional;04 Almería;(60-75];Índice;2015;100
Total Nacional;04 Almería;(60-75];Índice;2014;100,962
Total Nacional;04 Almería;(60-75];Índice;2013;101,577
Total Nacional;04 Almería;(60-75];Índice;2012;104,313
Total Nacional;04 Almería;(60-75];Índice;2011;106,381
Total Nacional;04 Almería;(60-75];Variación anual;2023;2,5
Total Nacional;04 Almería;(60-75];Variación anual;2022;3,2
Total Nacional;04 Almería;(60-75];Variación anual;2021;2,2
Total Nacional;04 Almería;(60-75];Variación anual;2020;1,6
Total Nacional;04 Almería;(60-75];Variación anual;2019;3,1
Total Nacional;04 Almería;(60-75];Variación anual;2018;2,3
Total Nacional;04 Almería;(60-75];Variación anual;2017;1,5
Total Nacional;04 Almería;(60-75];Variación anual;2016;2,3
Total Nacional;04 Almería;(60-75];Variación anual;2015;-1
Total Nacional;04 Almería;(60-75];Variación anual;2014;-0,6
Total Nacional;04 Almería;(60-75];Variación anual;2013;-2,6
Total Nacional;04 Almería;(60-75];Variación anual;2012;-1,9
Total Nacional;04 Almería;(60-75];Variación anual;2011;..
Total Nacional;04 Almería;(75-90];Índice;2023;118,069
Total Nacional;04 Almería;(75-90];Índice;2022;114,889
Total Nacional;04 Almería;(75-90];Índice;2021;112,436
Total Nacional;04 Almería;(75-90];Índice;2020;109,863
Total Nacional;04 Almería;(75-90];Índice;2019;107,839
Total Nacional;04 Almería;(75-90];Índice;2018;104,164
Total Nacional;04 Almería;(75-90];Índice;2017;102,108
Total Nacional;04 Almería;(75-90];Índice;2016;101,42
Total Nacional;04 Almería;(75-90];Índice;2015;100
Total Nacional;04 Almería;(75-90];Índice;2014;100,763
Total Nacional;04 Almería;(75-90];Índice;2013;102,431
Total Nacional;04 Almería;(75-90];Índice;2012;106,321
Total Nacional;04 Almería;(75-90];Índice;2011;110,383
Total Nacional;04 Almería;(75-90];Variación anual;2023;2,8
Total Nacional;04 Almería;(75-90];Variación anual;2022;2,2
Total Nacional;04 Almería;(75-90];Variación anual;2021;2,3
Total Nacional;04 Almería;(75-90];Variación anual;2020;1,9
Total Nacional;04 Almería;(75-90];Variación anual;2019;3,5
Total Nacional;04 Almería;(75-90];Variación anual;2018;2
Total Nacional;04 Almería;(75-90];Variación anual;2017;0,7
Total Nacional;04 Almería;(75-90];Variación anual;2016;1,4
Total Nacional;04 Almería;(75-90];Variación anual;2015;-0,8
Total Nacional;04 Almería;(75-90];Variación anual;2014;-1,6
Total Nacional;04 Almería;(75-90];Variación anual;2013;-3,7
Total Nacional;04 Almería;(75-90];Variación anual;2012;-3,7
Total Nacional;04 Almería;(75-90];Variación anual;2011;..
Total Nacional;04 Almería;(90-120];Índice;2023;114,997
Total Nacional;04 Almería;(90-120];Índice;2022;112,607
Total Nacional;04 Almería;(90-120];Índice;2021;109,973
Total Nacional;04 Almería;(90-120];Índice;2020;107,969
Total Nacional;04 Almería;(90-120];Índice;2019;106,543
Total Nacional;04 Almería;(90-120];Índice;2018;104,069
Total Nacional;04 Almería;(90-120];Índice;2017;102,14
Total Nacional;04 Almería;(90-120];Índice;2016;101,515
Total Nacional;04 Almería;(90-120];Índice;2015;100
Total Nacional;04 Almería;(90-120];Índice;2014;100,496
Total Nacional;04 Almería;(90-120];Índice;2013;102,315
Total Nacional;04 Almería;(90-120];Índice;2012;105,874
Total Nacional;04 Almería;(90-120];Índice;2011;109,225
Total Nacional;04 Almería;(90-120];Variación anual;2023;2,1
Total Nacional;04 Almería;(90-120];Variación anual;2022;2,4
Total Nacional;04 Almería;(90-120];Variación anual;2021;1,9
Total Nacional;04 Almería;(90-120];Variación anual;2020;1,3
Total Nacional;04 Almería;(90-120];Variación anual;2019;2,4
Total Nacional;04 Almería;(90-120];Variación anual;2018;1,9
Total Nacional;04 Almería;(90-120];Variación anual;2017;0,6
Total Nacional;04 Almería;(90-120];Variación anual;2016;1,5
Total Nacional;04 Almería;(90-120];Variación anual;2015;-0,5
Total Nacional;04 Almería;(90-120];Variación anual;2014;-1,8
Total Nacional;04 Almería;(90-120];Variación anual;2013;-3,4
Total Nacional;04 Almería;(90-120];Variación anual;2012;-3,1
Total Nacional;04 Almería;(90-120];Variación anual;2011;..
Total Nacional;04 Almería;(120-150];Índice;2023;115,849
Total Nacional;04 Almería;(120-150];Índice;2022;113,802
Total Nacional;04 Almería;(120-150];Índice;2021;110,892
Total Nacional;04 Almería;(120-150];Índice;2020;108,953
Total Nacional;04 Almería;(120-150];Índice;2019;108,536
Total Nacional;04 Almería;(120-150];Índice;2018;105,13
Total Nacional;04 Almería;(120-150];Índice;2017;103,515
Total Nacional;04 Almería;(120-150];Índice;2016;101,162
Total Nacional;04 Almería;(120-150];Índice;2015;100
Total Nacional;04 Almería;(120-150];Índice;2014;101,35
Total Nacional;04 Almería;(120-150];Índice;2013;101,353
Total Nacional;04 Almería;(120-150];Índice;2012;104,495
Total Nacional;04 Almería;(120-150];Índice;2011;109,143
Total Nacional;04 Almería;(120-150];Variación anual;2023;1,8
Total Nacional;04 Almería;(120-150];Variación anual;2022;2,6
Total Nacional;04 Almería;(120-150];Variación anual;2021;1,8
Total Nacional;04 Almería;(120-150];Variación anual;2020;0,4
Total Nacional;04 Almería;(120-150];Variación anual;2019;3,2
Total Nacional;04 Almería;(120-150];Variación anual;2018;1,6
Total Nacional;04 Almería;(120-150];Variación anual;2017;2,3
Total Nacional;04 Almería;(120-150];Variación anual;2016;1,2
Total Nacional;04 Almería;(120-150];Variación anual;2015;-1,3
Total Nacional;04 Almería;(120-150];Variación anual;2014;0
Total Nacional;04 Almería;(120-150];Variación anual;2013;-3
Total Nacional;04 Almería;(120-150];Variación anual;2012;-4,3
Total Nacional;04 Almería;(120-150];Variación anual;2011;..
Total Nacional;04 Almería;>150;Índice;2023;114,134
Total Nacional;04 Almería;>150;Índice;2022;111,598
Total Nacional;04 Almería;>150;Índice;2021;108,634
Total Nacional;04 Almería;>150;Índice;2020;106,613
Total Nacional;04 Almería;>150;Índice;2019;104,928
Total Nacional;04 Almería;>150;Índice;2018;103,651
Total Nacional;04 Almería;>150;Índice;2017;102,573
Total Nacional;04 Almería;>150;Índice;2016;102,993
Total Nacional;04 Almería;>150;Índice;2015;100
Total Nacional;04 Almería;>150;Índice;2014;99,03
Total Nacional;04 Almería;>150;Índice;2013;97,226
Total Nacional;04 Almería;>150;Índice;2012;98,866
Total Nacional;04 Almería;>150;Índice;2011;100,364
Total Nacional;04 Almería;>150;Variación anual;2023;2,3
Total Nacional;04 Almería;>150;Variación anual;2022;2,7
Total Nacional;04 Almería;>150;Variación anual;2021;1,9
Total Nacional;04 Almería;>150;Variación anual;2020;1,6
Total Nacional;04 Almería;>150;Variación anual;2019;1,2
Total Nacional;04 Almería;>150;Variación anual;2018;1,1
Total Nacional;04 Almería;>150;Variación anual;2017;-0,4
Total Nacional;04 Almería;>150;Variación anual;2016;3
Total Nacional;04 Almería;>150;Variación anual;2015;1
Total Nacional;04 Almería;>150;Variación anual;2014;1,9
Total Nacional;04 Almería;>150;Variación anual;2013;-1,7
Total Nacional;04 Almería;>150;Variación anual;2012;-1,5
Total Nacional;04 Almería;>150;Variación anual;2011;..
Total Nacional;05 Ávila;Total;Índice;2023;117,837
Total Nacional;05 Ávila;Total;Índice;2022;114,48
Total Nacional;05 Ávila;Total;Índice;2021;111,371
Total Nacional;05 Ávila;Total;Índice;2020;108,981
Total Nacional;05 Ávila;Total;Índice;2019;107,705
Total Nacional;05 Ávila;Total;Índice;2018;104,675
Total Nacional;05 Ávila;Total;Índice;2017;102,227
Total Nacional;05 Ávila;Total;Índice;2016;101,512
Total Nacional;05 Ávila;Total;Índice;2015;100
Total Nacional;05 Ávila;Total;Índice;2014;101,257
Total Nacional;05 Ávila;Total;Índice;2013;102,606
Total Nacional;05 Ávila;Total;Índice;2012;106,275
Total Nacional;05 Ávila;Total;Índice;2011;108,622
Total Nacional;05 Ávila;Total;Variación anual;2023;2,9
Total Nacional;05 Ávila;Total;Variación anual;2022;2,8
Total Nacional;05 Ávila;Total;Variación anual;2021;2,2
Total Nacional;05 Ávila;Total;Variación anual;2020;1,2
Total Nacional;05 Ávila;Total;Variación anual;2019;2,9
Total Nacional;05 Ávila;Total;Variación anual;2018;2,4
Total Nacional;05 Ávila;Total;Variación anual;2017;0,7
Total Nacional;05 Ávila;Total;Variación anual;2016;1,5
Total Nacional;05 Ávila;Total;Variación anual;2015;-1,2
Total Nacional;05 Ávila;Total;Variación anual;2014;-1,3
Total Nacional;05 Ávila;Total;Variación anual;2013;-3,5
Total Nacional;05 Ávila;Total;Variación anual;2012;-2,2
Total Nacional;05 Ávila;Total;Variación anual;2011;..
Total Nacional;05 Ávila;<=60;Índice;2023;122,918
Total Nacional;05 Ávila;<=60;Índice;2022;119,607
Total Nacional;05 Ávila;<=60;Índice;2021;116,394
Total Nacional;05 Ávila;<=60;Índice;2020;112,873
Total Nacional;05 Ávila;<=60;Índice;2019;110,79
Total Nacional;05 Ávila;<=60;Índice;2018;106,619
Total Nacional;05 Ávila;<=60;Índice;2017;102,99
Total Nacional;05 Ávila;<=60;Índice;2016;101,95
Total Nacional;05 Ávila;<=60;Índice;2015;100
Total Nacional;05 Ávila;<=60;Índice;2014;102,543
Total Nacional;05 Ávila;<=60;Índice;2013;106,484
Total Nacional;05 Ávila;<=60;Índice;2012;112,241
Total Nacional;05 Ávila;<=60;Índice;2011;115,406
Total Nacional;05 Ávila;<=60;Variación anual;2023;2,8
Total Nacional;05 Ávila;<=60;Variación anual;2022;2,8
Total Nacional;05 Ávila;<=60;Variación anual;2021;3,1
Total Nacional;05 Ávila;<=60;Variación anual;2020;1,9
Total Nacional;05 Ávila;<=60;Variación anual;2019;3,9
Total Nacional;05 Ávila;<=60;Variación anual;2018;3,5
Total Nacional;05 Ávila;<=60;Variación anual;2017;1
Total Nacional;05 Ávila;<=60;Variación anual;2016;1,9
Total Nacional;05 Ávila;<=60;Variación anual;2015;-2,5
Total Nacional;05 Ávila;<=60;Variación anual;2014;-3,7
Total Nacional;05 Ávila;<=60;Variación anual;2013;-5,1
Total Nacional;05 Ávila;<=60;Variación anual;2012;-2,7
Total Nacional;05 Ávila;<=60;Variación anual;2011;..
Total Nacional;05 Ávila;(60-75];Índice;2023;119,916
Total Nacional;05 Ávila;(60-75];Índice;2022;116,136
Total Nacional;05 Ávila;(60-75];Índice;2021;112,012
Total Nacional;05 Ávila;(60-75];Índice;2020;110,139
Total Nacional;05 Ávila;(60-75];Índice;2019;108,241
Total Nacional;05 Ávila;(60-75];Índice;2018;105,432
Total Nacional;05 Ávila;(60-75];Índice;2017;103,448
Total Nacional;05 Ávila;(60-75];Índice;2016;101,776
Total Nacional;05 Ávila;(60-75];Índice;2015;100
Total Nacional;05 Ávila;(60-75];Índice;2014;100,871
Total Nacional;05 Ávila;(60-75];Índice;2013;103,357
Total Nacional;05 Ávila;(60-75];Índice;2012;107,123
Total Nacional;05 Ávila;(60-75];Índice;2011;109,33
Total Nacional;05 Ávila;(60-75];Variación anual;2023;3,3
Total Nacional;05 Ávila;(60-75];Variación anual;2022;3,7
