Total Nacional;Provincias;Tamaño de la vivienda;Tipo de dato;Periodo;Total
Total Nacional;23 Jaén;(60-75];Índice;2022;111,364
Total Nacional;23 Jaén;(60-75];Índice;2021;108,884
Total Nacional;23 Jaén;(60-75];Índice;2020;107,312
Total Nacional;23 Jaén;(60-75];Índice;2019;106,722
Total Nacional;23 Jaén;(60-75];Índice;2018;104,48
Total Nacional;23 Jaén;(60-75];Índice;2017;102,929
Total Nacional;23 Jaén;(60-75];Índice;2016;100,852
Total Nacional;23 Jaén;(60-75];Índice;2015;100
Total Nacional;23 Jaén;(60-75];Índice;2014;100,422
Total Nacional;23 Jaén;(60-75];Índice;2013;102,101
Total Nacional;23 Jaén;(60-75];Índice;2012;104,731
Total Nacional;23 Jaén;(60-75];Índice;2011;107,496
Total Nacional;23 Jaén;(60-75];Variación anual;2023;1,5
Total Nacional;23 Jaén;(60-75];Variación anual;2022;2,3
Total Nacional;23 Jaén;(60-75];Variación anual;2021;1,5
Total Nacional;23 Jaén;(60-75];Variación anual;2020;0,6
Total Nacional;23 Jaén;(60-75];Variación anual;2019;2,1
Total Nacional;23 Jaén;(60-75];Variación anual;2018;1,5
Total Nacional;23 Jaén;(60-75];Variación anual;2017;2,1
Total Nacional;23 Jaén;(60-75];Variación anual;2016;0,9
Total Nacional;23 Jaén;(60-75];Variación anual;2015;-0,4
Total Nacional;23 Jaén;(60-75];Variación anual;2014;-1,6
Total Nacional;23 Jaén;(60-75];Variación anual;2013;-2,5
Total Nacional;23 Jaén;(60-75];Variación anual;2012;-2,6
Total Nacional;23 Jaén;(60-75];Variación anual;2011;..
Total Nacional;23 Jaén;(75-90];Índice;2023;112,054
Total Nacional;23 Jaén;(75-90];Índice;2022;110,37
Total Nacional;23 Jaén;(75-90];Índice;2021;108,936
Total Nacional;23 Jaén;(75-90];Índice;2020;107,187
Total Nacional;23 Jaén;(75-90];Índice;2019;106,315
Total Nacional;23 Jaén;(75-90];Índice;2018;103,501
Total Nacional;23 Jaén;(75-90];Índice;2017;103,228
Total Nacional;23 Jaén;(75-90];Índice;2016;102,055
Total Nacional;23 Jaén;(75-90];Índice;2015;100
Total Nacional;23 Jaén;(75-90];Índice;2014;100,042
Total Nacional;23 Jaén;(75-90];Índice;2013;101,248
Total Nacional;23 Jaén;(75-90];Índice;2012;104,067
Total Nacional;23 Jaén;(75-90];Índice;2011;104,581
Total Nacional;23 Jaén;(75-90];Variación anual;2023;1,5
Total Nacional;23 Jaén;(75-90];Variación anual;2022;1,3
Total Nacional;23 Jaén;(75-90];Variación anual;2021;1,6
Total Nacional;23 Jaén;(75-90];Variación anual;2020;0,8
Total Nacional;23 Jaén;(75-90];Variación anual;2019;2,7
Total Nacional;23 Jaén;(75-90];Variación anual;2018;0,3
Total Nacional;23 Jaén;(75-90];Variación anual;2017;1,1
Total Nacional;23 Jaén;(75-90];Variación anual;2016;2,1
Total Nacional;23 Jaén;(75-90];Variación anual;2015;0
Total Nacional;23 Jaén;(75-90];Variación anual;2014;-1,2
Total Nacional;23 Jaén;(75-90];Variación anual;2013;-2,7
Total Nacional;23 Jaén;(75-90];Variación anual;2012;-0,5
Total Nacional;23 Jaén;(75-90];Variación anual;2011;..
Total Nacional;23 Jaén;(90-120];Índice;2023;112,625
Total Nacional;23 Jaén;(90-120];Índice;2022;111,625
Total Nacional;23 Jaén;(90-120];Índice;2021;109,256
Total Nacional;23 Jaén;(90-120];Índice;2020;107,417
Total Nacional;23 Jaén;(90-120];Índice;2019;107,222
Total Nacional;23 Jaén;(90-120];Índice;2018;105,247
Total Nacional;23 Jaén;(90-120];Índice;2017;103,827
Total Nacional;23 Jaén;(90-120];Índice;2016;102,232
Total Nacional;23 Jaén;(90-120];Índice;2015;100
Total Nacional;23 Jaén;(90-120];Índice;2014;101,434
Total Nacional;23 Jaén;(90-120];Índice;2013;102,106
Total Nacional;23 Jaén;(90-120];Índice;2012;104,025
Total Nacional;23 Jaén;(90-120];Índice;2011;105,532
Total Nacional;23 Jaén;(90-120];Variación anual;2023;0,9
Total Nacional;23 Jaén;(90-120];Variación anual;2022;2,2
Total Nacional;23 Jaén;(90-120];Variación anual;2021;1,7
Total Nacional;23 Jaén;(90-120];Variación anual;2020;0,2
Total Nacional;23 Jaén;(90-120];Variación anual;2019;1,9
Total Nacional;23 Jaén;(90-120];Variación anual;2018;1,4
Total Nacional;23 Jaén;(90-120];Variación anual;2017;1,6
Total Nacional;23 Jaén;(90-120];Variación anual;2016;2,2
Total Nacional;23 Jaén;(90-120];Variación anual;2015;-1,4
Total Nacional;23 Jaén;(90-120];Variación anual;2014;-0,7
Total Nacional;23 Jaén;(90-120];Variación anual;2013;-1,8
Total Nacional;23 Jaén;(90-120];Variación anual;2012;-1,4
Total Nacional;23 Jaén;(90-120];Variación anual;2011;..
Total Nacional;23 Jaén;(120-150];Índice;2023;108,838
Total Nacional;23 Jaén;(120-150];Índice;2022;108,237
Total Nacional;23 Jaén;(120-150];Índice;2021;106,513
Total Nacional;23 Jaén;(120-150];Índice;2020;105,089
Total Nacional;23 Jaén;(120-150];Índice;2019;105,17
Total Nacional;23 Jaén;(120-150];Índice;2018;101,354
Total Nacional;23 Jaén;(120-150];Índice;2017;101,345
Total Nacional;23 Jaén;(120-150];Índice;2016;100,784
Total Nacional;23 Jaén;(120-150];Índice;2015;100
Total Nacional;23 Jaén;(120-150];Índice;2014;101,357
Total Nacional;23 Jaén;(120-150];Índice;2013;100,785
Total Nacional;23 Jaén;(120-150];Índice;2012;102,595
Total Nacional;23 Jaén;(120-150];Índice;2011;102,129
Total Nacional;23 Jaén;(120-150];Variación anual;2023;0,6
Total Nacional;23 Jaén;(120-150];Variación anual;2022;1,6
Total Nacional;23 Jaén;(120-150];Variación anual;2021;1,4
Total Nacional;23 Jaén;(120-150];Variación anual;2020;-0,1
Total Nacional;23 Jaén;(120-150];Variación anual;2019;3,8
Total Nacional;23 Jaén;(120-150];Variación anual;2018;0
Total Nacional;23 Jaén;(120-150];Variación anual;2017;0,6
Total Nacional;23 Jaén;(120-150];Variación anual;2016;0,8
Total Nacional;23 Jaén;(120-150];Variación anual;2015;-1,3
Total Nacional;23 Jaén;(120-150];Variación anual;2014;0,6
Total Nacional;23 Jaén;(120-150];Variación anual;2013;-1,8
Total Nacional;23 Jaén;(120-150];Variación anual;2012;0,5
Total Nacional;23 Jaén;(120-150];Variación anual;2011;..
Total Nacional;23 Jaén;>150;Índice;2023;109,04
Total Nacional;23 Jaén;>150;Índice;2022;108,189
Total Nacional;23 Jaén;>150;Índice;2021;106,424
Total Nacional;23 Jaén;>150;Índice;2020;103,377
Total Nacional;23 Jaén;>150;Índice;2019;103,93
Total Nacional;23 Jaén;>150;Índice;2018;103,902
Total Nacional;23 Jaén;>150;Índice;2017;103,334
Total Nacional;23 Jaén;>150;Índice;2016;100,154
Total Nacional;23 Jaén;>150;Índice;2015;100
Total Nacional;23 Jaén;>150;Índice;2014;99,426
Total Nacional;23 Jaén;>150;Índice;2013;99,727
Total Nacional;23 Jaén;>150;Índice;2012;102,064
Total Nacional;23 Jaén;>150;Índice;2011;100,95
Total Nacional;23 Jaén;>150;Variación anual;2023;0,8
Total Nacional;23 Jaén;>150;Variación anual;2022;1,7
Total Nacional;23 Jaén;>150;Variación anual;2021;2,9
Total Nacional;23 Jaén;>150;Variación anual;2020;-0,5
Total Nacional;23 Jaén;>150;Variación anual;2019;0
Total Nacional;23 Jaén;>150;Variación anual;2018;0,5
Total Nacional;23 Jaén;>150;Variación anual;2017;3,2
Total Nacional;23 Jaén;>150;Variación anual;2016;0,2
Total Nacional;23 Jaén;>150;Variación anual;2015;0,6
Total Nacional;23 Jaén;>150;Variación anual;2014;-0,3
Total Nacional;23 Jaén;>150;Variación anual;2013;-2,3
Total Nacional;23 Jaén;>150;Variación anual;2012;1,1
Total Nacional;23 Jaén;>150;Variación anual;2011;..
Total Nacional;24 León;Total;Índice;2023;110,305
Total Nacional;24 León;Total;Índice;2022;108,581
Total Nacional;24 León;Total;Índice;2021;106,586
Total Nacional;24 León;Total;Índice;2020;105,002
Total Nacional;24 León;Total;Índice;2019;104,31
Total Nacional;24 León;Total;Índice;2018;102,666
Total Nacional;24 León;Total;Índice;2017;101,74
Total Nacional;24 León;Total;Índice;2016;100,948
Total Nacional;24 León;Total;Índice;2015;100
Total Nacional;24 León;Total;Índice;2014;100,54
Total Nacional;24 León;Total;Índice;2013;100,834
Total Nacional;24 León;Total;Índice;2012;102,306
Total Nacional;24 León;Total;Índice;2011;102,26
Total Nacional;24 León;Total;Variación anual;2023;1,6
Total Nacional;24 León;Total;Variación anual;2022;1,9
Total Nacional;24 León;Total;Variación anual;2021;1,5
Total Nacional;24 León;Total;Variación anual;2020;0,7
Total Nacional;24 León;Total;Variación anual;2019;1,6
Total Nacional;24 León;Total;Variación anual;2018;0,9
Total Nacional;24 León;Total;Variación anual;2017;0,8
Total Nacional;24 León;Total;Variación anual;2016;0,9
Total Nacional;24 León;Total;Variación anual;2015;-0,5
Total Nacional;24 León;Total;Variación anual;2014;-0,3
Total Nacional;24 León;Total;Variación anual;2013;-1,4
Total Nacional;24 León;Total;Variación anual;2012;0
Total Nacional;24 León;Total;Variación anual;2011;..
Total Nacional;24 León;<=60;Índice;2023;113,425
Total Nacional;24 León;<=60;Índice;2022;110,894
Total Nacional;24 León;<=60;Índice;2021;108,582
Total Nacional;24 León;<=60;Índice;2020;106,834
Total Nacional;24 León;<=60;Índice;2019;105,071
Total Nacional;24 León;<=60;Índice;2018;102,522
Total Nacional;24 León;<=60;Índice;2017;101,752
Total Nacional;24 León;<=60;Índice;2016;100,572
Total Nacional;24 León;<=60;Índice;2015;100
Total Nacional;24 León;<=60;Índice;2014;100,298
Total Nacional;24 León;<=60;Índice;2013;100,764
Total Nacional;24 León;<=60;Índice;2012;103,092
Total Nacional;24 León;<=60;Índice;2011;104,153
Total Nacional;24 León;<=60;Variación anual;2023;2,3
Total Nacional;24 León;<=60;Variación anual;2022;2,1
Total Nacional;24 León;<=60;Variación anual;2021;1,6
Total Nacional;24 León;<=60;Variación anual;2020;1,7
Total Nacional;24 León;<=60;Variación anual;2019;2,5
Total Nacional;24 León;<=60;Variación anual;2018;0,8
Total Nacional;24 León;<=60;Variación anual;2017;1,2
Total Nacional;24 León;<=60;Variación anual;2016;0,6
Total Nacional;24 León;<=60;Variación anual;2015;-0,3
Total Nacional;24 León;<=60;Variación anual;2014;-0,5
Total Nacional;24 León;<=60;Variación anual;2013;-2,3
Total Nacional;24 León;<=60;Variación anual;2012;-1
Total Nacional;24 León;<=60;Variación anual;2011;..
Total Nacional;24 León;(60-75];Índice;2023;111,137
Total Nacional;24 León;(60-75];Índice;2022;109,224
Total Nacional;24 León;(60-75];Índice;2021;107,267
Total Nacional;24 León;(60-75];Índice;2020;105,97
Total Nacional;24 León;(60-75];Índice;2019;105,056
Total Nacional;24 León;(60-75];Índice;2018;103,112
Total Nacional;24 León;(60-75];Índice;2017;101,745
Total Nacional;24 León;(60-75];Índice;2016;100,854
Total Nacional;24 León;(60-75];Índice;2015;100
Total Nacional;24 León;(60-75];Índice;2014;101,305
Total Nacional;24 León;(60-75];Índice;2013;100,901
Total Nacional;24 León;(60-75];Índice;2012;102,857
Total Nacional;24 León;(60-75];Índice;2011;102,454
Total Nacional;24 León;(60-75];Variación anual;2023;1,8
Total Nacional;24 León;(60-75];Variación anual;2022;1,8
Total Nacional;24 León;(60-75];Variación anual;2021;1,2
Total Nacional;24 León;(60-75];Variación anual;2020;0,9
Total Nacional;24 León;(60-75];Variación anual;2019;1,9
Total Nacional;24 León;(60-75];Variación anual;2018;1,3
Total Nacional;24 León;(60-75];Variación anual;2017;0,9
Total Nacional;24 León;(60-75];Variación anual;2016;0,9
Total Nacional;24 León;(60-75];Variación anual;2015;-1,3
Total Nacional;24 León;(60-75];Variación anual;2014;0,4
Total Nacional;24 León;(60-75];Variación anual;2013;-1,9
Total Nacional;24 León;(60-75];Variación anual;2012;0,4
Total Nacional;24 León;(60-75];Variación anual;2011;..
Total Nacional;24 León;(75-90];Índice;2023;111,472
Total Nacional;24 León;(75-90];Índice;2022;109,85
Total Nacional;24 León;(75-90];Índice;2021;107,801
Total Nacional;24 León;(75-90];Índice;2020;105,965
Total Nacional;24 León;(75-90];Índice;2019;105,263
Total Nacional;24 León;(75-90];Índice;2018;103,302
Total Nacional;24 León;(75-90];Índice;2017;102,509
Total Nacional;24 León;(75-90];Índice;2016;101,548
Total Nacional;24 León;(75-90];Índice;2015;100
Total Nacional;24 León;(75-90];Índice;2014;100,585
Total Nacional;24 León;(75-90];Índice;2013;101,278
Total Nacional;24 León;(75-90];Índice;2012;103,22
Total Nacional;24 León;(75-90];Índice;2011;102,949
Total Nacional;24 León;(75-90];Variación anual;2023;1,5
Total Nacional;24 León;(75-90];Variación anual;2022;1,9
Total Nacional;24 León;(75-90];Variación anual;2021;1,7
Total Nacional;24 León;(75-90];Variación anual;2020;0,7
Total Nacional;24 León;(75-90];Variación anual;2019;1,9
Total Nacional;24 León;(75-90];Variación anual;2018;0,8
Total Nacional;24 León;(75-90];Variación anual;2017;0,9
Total Nacional;24 León;(75-90];Variación anual;2016;1,5
Total Nacional;24 León;(75-90];Variación anual;2015;-0,6
Total Nacional;24 León;(75-90];Variación anual;2014;-0,7
Total Nacional;24 León;(75-90];Variación anual;2013;-1,9
Total Nacional;24 León;(75-90];Variación anual;2012;0,3
Total Nacional;24 León;(75-90];Variación anual;2011;..
Total Nacional;24 León;(90-120];Índice;2023;109,132
Total Nacional;24 León;(90-120];Índice;2022;107,499
Total Nacional;24 León;(90-120];Índice;2021;105,596
Total Nacional;24 León;(90-120];Índice;2020;104,025
Total Nacional;24 León;(90-120];Índice;2019;103,829
Total Nacional;24 León;(90-120];Índice;2018;102,172
Total Nacional;24 León;(90-120];Índice;2017;101,193
Total Nacional;24 León;(90-120];Índice;2016;100,743
Total Nacional;24 León;(90-120];Índice;2015;100
Total Nacional;24 León;(90-120];Índice;2014;100,495
Total Nacional;24 León;(90-120];Índice;2013;100,841
Total Nacional;24 León;(90-120];Índice;2012;101,897
Total Nacional;24 León;(90-120];Índice;2011;102,129
Total Nacional;24 León;(90-120];Variación anual;2023;1,5
Total Nacional;24 León;(90-120];Variación anual;2022;1,8
Total Nacional;24 León;(90-120];Variación anual;2021;1,5
Total Nacional;24 León;(90-120];Variación anual;2020;0,2
Total Nacional;24 León;(90-120];Variación anual;2019;1,6
Total Nacional;24 León;(90-120];Variación anual;2018;1
Total Nacional;24 León;(90-120];Variación anual;2017;0,4
Total Nacional;24 León;(90-120];Variación anual;2016;0,7
Total Nacional;24 León;(90-120];Variación anual;2015;-0,5
Total Nacional;24 León;(90-120];Variación anual;2014;-0,3
Total Nacional;24 León;(90-120];Variación anual;2013;-1
Total Nacional;24 León;(90-120];Variación anual;2012;-0,2
Total Nacional;24 León;(90-120];Variación anual;2011;..
Total Nacional;24 León;(120-150];Índice;2023;111,08
Total Nacional;24 León;(120-150];Índice;2022;109,675
Total Nacional;24 León;(120-150];Índice;2021;107,362
Total Nacional;24 León;(120-150];Índice;2020;105,821
Total Nacional;24 León;(120-150];Índice;2019;104,982
Total Nacional;24 León;(120-150];Índice;2018;103,281
Total Nacional;24 León;(120-150];Índice;2017;102,436
Total Nacional;24 León;(120-150];Índice;2016;101,805
Total Nacional;24 León;(120-150];Índice;2015;100
Total Nacional;24 León;(120-150];Índice;2014;99,795
Total Nacional;24 León;(120-150];Índice;2013;100,152
Total Nacional;24 León;(120-150];Índice;2012;101,086
Total Nacional;24 León;(120-150];Índice;2011;100,673
Total Nacional;24 León;(120-150];Variación anual;2023;1,3
Total Nacional;24 León;(120-150];Variación anual;2022;2,2
Total Nacional;24 León;(120-150];Variación anual;2021;1,5
Total Nacional;24 León;(120-150];Variación anual;2020;0,8
Total Nacional;24 León;(120-150];Variación anual;2019;1,6
Total Nacional;24 León;(120-150];Variación anual;2018;0,8
Total Nacional;24 León;(120-150];Variación anual;2017;0,6
Total Nacional;24 León;(120-150];Variación anual;2016;1,8
Total Nacional;24 León;(120-150];Variación anual;2015;0,2
Total Nacional;24 León;(120-150];Variación anual;2014;-0,4
Total Nacional;24 León;(120-150];Variación anual;2013;-0,9
Total Nacional;24 León;(120-150];Variación anual;2012;0,4
Total Nacional;24 León;(120-150];Variación anual;2011;..
Total Nacional;24 León;>150;Índice;2023;101,991
Total Nacional;24 León;>150;Índice;2022;101,185
Total Nacional;24 León;>150;Índice;2021;99,948
Total Nacional;24 León;>150;Índice;2020;98,592
Total Nacional;24 León;>150;Índice;2019;98,416
Total Nacional;24 León;>150;Índice;2018;101,053
Total Nacional;24 León;>150;Índice;2017;100,847
Total Nacional;24 León;>150;Índice;2016;99,592
Total Nacional;24 León;>150;Índice;2015;100
Total Nacional;24 León;>150;Índice;2014;100,105
Total Nacional;24 León;>150;Índice;2013;100,349
Total Nacional;24 León;>150;Índice;2012;100,139
Total Nacional;24 León;>150;Índice;2011;98,674
Total Nacional;24 León;>150;Variación anual;2023;0,8
Total Nacional;24 León;>150;Variación anual;2022;1,2
Total Nacional;24 León;>150;Variación anual;2021;1,4
Total Nacional;24 León;>150;Variación anual;2020;0,2
Total Nacional;24 León;>150;Variación anual;2019;-2,6
Total Nacional;24 León;>150;Variación anual;2018;0,2
Total Nacional;24 León;>150;Variación anual;2017;1,3
Total Nacional;24 León;>150;Variación anual;2016;-0,4
Total Nacional;24 León;>150;Variación anual;2015;-0,1
Total Nacional;24 León;>150;Variación anual;2014;-0,2
Total Nacional;24 León;>150;Variación anual;2013;0,2
Total Nacional;24 León;>150;Variación anual;2012;1,5
Total Nacional;24 León;>150;Variación anual;2011;..
Total Nacional;25 Lleida;Total;Índice;2023;115,708
Total Nacional;25 Lleida;Total;Índice;2022;112,888
Total Nacional;25 Lleida;Total;Índice;2021;110,132
Total Nacional;25 Lleida;Total;Índice;2020;107,652
Total Nacional;25 Lleida;Total;Índice;2019;106,135
Total Nacional;25 Lleida;Total;Índice;2018;103,631
Total Nacional;25 Lleida;Total;Índice;2017;101,982
Total Nacional;25 Lleida;Total;Índice;2016;100,945
Total Nacional;25 Lleida;Total;Índice;2015;100
Total Nacional;25 Lleida;Total;Índice;2014;100,329
Total Nacional;25 Lleida;Total;Índice;2013;101,608
Total Nacional;25 Lleida;Total;Índice;2012;104,622
Total Nacional;25 Lleida;Total;Índice;2011;106,884
Total Nacional;25 Lleida;Total;Variación anual;2023;2,5
Total Nacional;25 Lleida;Total;Variación anual;2022;2,5
Total Nacional;25 Lleida;Total;Variación anual;2021;2,3
Total Nacional;25 Lleida;Total;Variación anual;2020;1,4
Total Nacional;25 Lleida;Total;Variación anual;2019;2,4
Total Nacional;25 Lleida;Total;Variación anual;2018;1,6
Total Nacional;25 Lleida;Total;Variación anual;2017;1
Total Nacional;25 Lleida;Total;Variación anual;2016;0,9
Total Nacional;25 Lleida;Total;Variación anual;2015;-0,3
Total Nacional;25 Lleida;Total;Variación anual;2014;-1,3
Total Nacional;25 Lleida;Total;Variación anual;2013;-2,9
Total Nacional;25 Lleida;Total;Variación anual;2012;-2,1
Total Nacional;25 Lleida;Total;Variación anual;2011;..
Total Nacional;25 Lleida;<=60;Índice;2023;120,841
Total Nacional;25 Lleida;<=60;Índice;2022;117,565
Total Nacional;25 Lleida;<=60;Índice;2021;114,17
Total Nacional;25 Lleida;<=60;Índice;2020;111,561
Total Nacional;25 Lleida;<=60;Índice;2019;109,608
Total Nacional;25 Lleida;<=60;Índice;2018;105,538
Total Nacional;25 Lleida;<=60;Índice;2017;102,966
Total Nacional;25 Lleida;<=60;Índice;2016;101,69
Total Nacional;25 Lleida;<=60;Índice;2015;100
Total Nacional;25 Lleida;<=60;Índice;2014;101,065
Total Nacional;25 Lleida;<=60;Índice;2013;102,243
Total Nacional;25 Lleida;<=60;Índice;2012;106,937
Total Nacional;25 Lleida;<=60;Índice;2011;109,814
Total Nacional;25 Lleida;<=60;Variación anual;2023;2,8
Total Nacional;25 Lleida;<=60;Variación anual;2022;3
Total Nacional;25 Lleida;<=60;Variación anual;2021;2,3
Total Nacional;25 Lleida;<=60;Variación anual;2020;1,8
Total Nacional;25 Lleida;<=60;Variación anual;2019;3,9
Total Nacional;25 Lleida;<=60;Variación anual;2018;2,5
Total Nacional;25 Lleida;<=60;Variación anual;2017;1,3
Total Nacional;25 Lleida;<=60;Variación anual;2016;1,7
Total Nacional;25 Lleida;<=60;Variación anual;2015;-1,1
Total Nacional;25 Lleida;<=60;Variación anual;2014;-1,2
Total Nacional;25 Lleida;<=60;Variación anual;2013;-4,4
Total Nacional;25 Lleida;<=60;Variación anual;2012;-2,6
Total Nacional;25 Lleida;<=60;Variación anual;2011;..
Total Nacional;25 Lleida;(60-75];Índice;2023;118,078
Total Nacional;25 Lleida;(60-75];Índice;2022;115,093
Total Nacional;25 Lleida;(60-75];Índice;2021;112,129
Total Nacional;25 Lleida;(60-75];Índice;2020;109,334
Total Nacional;25 Lleida;(60-75];Índice;2019;107,238
Total Nacional;25 Lleida;(60-75];Índice;2018;103,981
Total Nacional;25 Lleida;(60-75];Índice;2017;102,374
Total Nacional;25 Lleida;(60-75];Índice;2016;100,964
Total Nacional;25 Lleida;(60-75];Índice;2015;100
Total Nacional;25 Lleida;(60-75];Índice;2014;100,094
Total Nacional;25 Lleida;(60-75];Índice;2013;101,416
Total Nacional;25 Lleida;(60-75];Índice;2012;105,534
Total Nacional;25 Lleida;(60-75];Índice;2011;108,759
Total Nacional;25 Lleida;(60-75];Variación anual;2023;2,6
Total Nacional;25 Lleida;(60-75];Variación anual;2022;2,6
Total Nacional;25 Lleida;(60-75];Variación anual;2021;2,6
Total Nacional;25 Lleida;(60-75];Variación anual;2020;2
Total Nacional;25 Lleida;(60-75];Variación anual;2019;3,1
Total Nacional;25 Lleida;(60-75];Variación anual;2018;1,6
Total Nacional;25 Lleida;(60-75];Variación anual;2017;1,4
Total Nacional;25 Lleida;(60-75];Variación anual;2016;1
Total Nacional;25 Lleida;(60-75];Variación anual;2015;-0,1
Total Nacional;25 Lleida;(60-75];Variación anual;2014;-1,3
Total Nacional;25 Lleida;(60-75];Variación anual;2013;-3,9
Total Nacional;25 Lleida;(60-75];Variación anual;2012;-3
Total Nacional;25 Lleida;(60-75];Variación anual;2011;..
Total Nacional;25 Lleida;(75-90];Índice;2023;115,877
Total Nacional;25 Lleida;(75-90];Índice;2022;112,694
Total Nacional;25 Lleida;(75-90];Índice;2021;109,884
Total Nacional;25 Lleida;(75-90];Índice;2020;107,414
Total Nacional;25 Lleida;(75-90];Índice;2019;106,035
Total Nacional;25 Lleida;(75-90];Índice;2018;103,361
Total Nacional;25 Lleida;(75-90];Índice;2017;101,558
Total Nacional;25 Lleida;(75-90];Índice;2016;101,077
Total Nacional;25 Lleida;(75-90];Índice;2015;100
Total Nacional;25 Lleida;(75-90];Índice;2014;99,654
Total Nacional;25 Lleida;(75-90];Índice;2013;101,259
Total Nacional;25 Lleida;(75-90];Índice;2012;104,446
Total Nacional;25 Lleida;(75-90];Índice;2011;106,392
Total Nacional;25 Lleida;(75-90];Variación anual;2023;2,8
Total Nacional;25 Lleida;(75-90];Variación anual;2022;2,6
Total Nacional;25 Lleida;(75-90];Variación anual;2021;2,3
Total Nacional;25 Lleida;(75-90];Variación anual;2020;1,3
Total Nacional;25 Lleida;(75-90];Variación anual;2019;2,6
Total Nacional;25 Lleida;(75-90];Variación anual;2018;1,8
Total Nacional;25 Lleida;(75-90];Variación anual;2017;0,5
Total Nacional;25 Lleida;(75-90];Variación anual;2016;1,1
Total Nacional;25 Lleida;(75-90];Variación anual;2015;0,3
Total Nacional;25 Lleida;(75-90];Variación anual;2014;-1,6
Total Nacional;25 Lleida;(75-90];Variación anual;2013;-3,1
Total Nacional;25 Lleida;(75-90];Variación anual;2012;-1,8
Total Nacional;25 Lleida;(75-90];Variación anual;2011;..
Total Nacional;25 Lleida;(90-120];Índice;2023;114,57
Total Nacional;25 Lleida;(90-120];Índice;2022;112,05
Total Nacional;25 Lleida;(90-120];Índice;2021;109,268
Total Nacional;25 Lleida;(90-120];Índice;2020;106,882
Total Nacional;25 Lleida;(90-120];Índice;2019;105,547
Total Nacional;25 Lleida;(90-120];Índice;2018;103,499
Total Nacional;25 Lleida;(90-120];Índice;2017;102,15
Total Nacional;25 Lleida;(90-120];Índice;2016;100,756
Total Nacional;25 Lleida;(90-120];Índice;2015;100
Total Nacional;25 Lleida;(90-120];Índice;2014;100,52
Total Nacional;25 Lleida;(90-120];Índice;2013;102,075
Total Nacional;25 Lleida;(90-120];Índice;2012;103,94
Total Nacional;25 Lleida;(90-120];Índice;2011;105,921
Total Nacional;25 Lleida;(90-120];Variación anual;2023;2,2
Total Nacional;25 Lleida;(90-120];Variación anual;2022;2,5
Total Nacional;25 Lleida;(90-120];Variación anual;2021;2,2
Total Nacional;25 Lleida;(90-120];Variación anual;2020;1,3
Total Nacional;25 Lleida;(90-120];Variación anual;2019;2
Total Nacional;25 Lleida;(90-120];Variación anual;2018;1,3
Total Nacional;25 Lleida;(90-120];Variación anual;2017;1,4
Total Nacional;25 Lleida;(90-120];Variación anual;2016;0,8
Total Nacional;25 Lleida;(90-120];Variación anual;2015;-0,5
Total Nacional;25 Lleida;(90-120];Variación anual;2014;-1,5
Total Nacional;25 Lleida;(90-120];Variación anual;2013;-1,8
Total Nacional;25 Lleida;(90-120];Variación anual;2012;-1,9
Total Nacional;25 Lleida;(90-120];Variación anual;2011;..
Total Nacional;25 Lleida;(120-150];Índice;2023;110,963
Total Nacional;25 Lleida;(120-150];Índice;2022;108,693
Total Nacional;25 Lleida;(120-150];Índice;2021;106,408
Total Nacional;25 Lleida;(120-150];Índice;2020;104,713
Total Nacional;25 Lleida;(120-150];Índice;2019;103,375
Total Nacional;25 Lleida;(120-150];Índice;2018;101,906
Total Nacional;25 Lleida;(120-150];Índice;2017;100,488
Total Nacional;25 Lleida;(120-150];Índice;2016;99,963
Total Nacional;25 Lleida;(120-150];Índice;2015;100
Total Nacional;25 Lleida;(120-150];Índice;2014;100,435
Total Nacional;25 Lleida;(120-150];Índice;2013;101,44
Total Nacional;25 Lleida;(120-150];Índice;2012;104,177
Total Nacional;25 Lleida;(120-150];Índice;2011;104,962
Total Nacional;25 Lleida;(120-150];Variación anual;2023;2,1
Total Nacional;25 Lleida;(120-150];Variación anual;2022;2,1
Total Nacional;25 Lleida;(120-150];Variación anual;2021;1,6
Total Nacional;25 Lleida;(120-150];Variación anual;2020;1,3
Total Nacional;25 Lleida;(120-150];Variación anual;2019;1,4
Total Nacional;25 Lleida;(120-150];Variación anual;2018;1,4
Total Nacional;25 Lleida;(120-150];Variación anual;2017;0,5
Total Nacional;25 Lleida;(120-150];Variación anual;2016;0
Total Nacional;25 Lleida;(120-150];Variación anual;2015;-0,4
Total Nacional;25 Lleida;(120-150];Variación anual;2014;-1
Total Nacional;25 Lleida;(120-150];Variación anual;2013;-2,6
Total Nacional;25 Lleida;(120-150];Variación anual;2012;-0,7
Total Nacional;25 Lleida;(120-150];Variación anual;2011;..
Total Nacional;25 Lleida;>150;Índice;2023;110,952
Total Nacional;25 Lleida;>150;Índice;2022;108,374
Total Nacional;25 Lleida;>150;Índice;2021;107,009
Total Nacional;25 Lleida;>150;Índice;2020;103,974
Total Nacional;25 Lleida;>150;Índice;2019;103,348
Total Nacional;25 Lleida;>150;Índice;2018;102,971
Total Nacional;25 Lleida;>150;Índice;2017;101,881
Total Nacional;25 Lleida;>150;Índice;2016;101,415
Total Nacional;25 Lleida;>150;Índice;2015;100
Total Nacional;25 Lleida;>150;Índice;2014;100,238
Total Nacional;25 Lleida;>150;Índice;2013;99,851
