Total Nacional;Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2012T2;110,566
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2012T1;114,924
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2011T4;122,607
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2011T3;124,426
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2011T2;131,805
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2011T1;134,097
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2010T4;141,395
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2010T3;141,026
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2010T2;146,791
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2010T1;145,256
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2009T4;146,961
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2009T3;146,169
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2009T2;145,952
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2009T1;146,641
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2008T4;153,252
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2008T3;158,53
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2008T2;162,843
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2008T1;166,894
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2007T4;167,403
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2007T3;169,237
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2007T2;168,898
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2007T1;164,358
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2025T4;2,4
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2025T3;4,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2025T2;4,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2025T1;2,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2024T4;1,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2024T3;3,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2024T2;3,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2024T1;2,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2023T4;-1,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2023T3;2,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2023T2;1,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2023T1;0,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2022T4;-0,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2022T3;1,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2022T2;3
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2022T1;4
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2021T4;1
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2021T3;2
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2021T2;3,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2021T1;1,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2020T4;0,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2020T3;0,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2020T2;-0,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2020T1;-0,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2019T4;0,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2019T3;0,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2019T2;0,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2019T1;0,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2018T4;0,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2018T3;0
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2018T2;3,4
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2018T1;2
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2017T4;0,4
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2017T3;0,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2017T2;3,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2017T1;0,4
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2016T4;1
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2016T3;-0,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2016T2;2,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2016T1;-0,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2015T4;-1,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2015T3;0,9
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2015T2;5,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2015T1;-3,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2014T4;1,9
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2014T3;1,4
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2014T2;-0,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2014T1;-1,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2013T4;0,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2013T3;0,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2013T2;0,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2013T1;-8
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2012T4;-1,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2012T3;-4,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2012T2;-3,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2012T1;-6,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2011T4;-1,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2011T3;-5,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2011T2;-1,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2011T1;-5,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2010T4;0,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2010T3;-3,9
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2010T2;1,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2010T1;-1,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2009T4;0,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2009T3;0,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2009T2;-0,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2009T1;-4,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2008T4;-3,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2008T3;-2,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2008T2;-2,4
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2008T1;-0,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2007T4;-1,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2007T3;0,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2007T2;2,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación trimestral;2007T1;1,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2025T4;14,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2025T3;13,4
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2025T2;11,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2025T1;10,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2024T4;11,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2024T3;8,4
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2024T2;7,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2024T1;6
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2023T4;3,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2023T3;4,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2023T2;3,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2023T1;4,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2022T4;8,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2022T3;9,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2022T2;10,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2022T1;10,9
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2021T4;7,9
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2021T3;7,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2021T2;5,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2021T1;1,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2020T4;0,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2020T3;0,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2020T2;0,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2020T1;1,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2019T4;2,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2019T3;2,4
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2019T2;1,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2019T1;4,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2018T4;6,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2018T3;5,9
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2018T2;6,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2018T1;6,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2017T4;4,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2017T3;5,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2017T2;4,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2017T1;3,4
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2016T4;2,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2016T3;0,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2016T2;1,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2016T1;4,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2015T4;1,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2015T3;4,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2015T2;5
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2015T1;-0,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2014T4;1,4
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2014T3;0,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2014T2;-0,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2014T1;0,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2013T4;-6,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2013T3;-7,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2013T2;-12,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2013T1;-16,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2012T4;-14,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2012T3;-14,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2012T2;-16,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2012T1;-14,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2011T4;-13,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2011T3;-11,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2011T2;-10,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2011T1;-7,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2010T4;-3,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2010T3;-3,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2010T2;0,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2010T1;-0,9
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2009T4;-4,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2009T3;-7,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2009T2;-10,4
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2009T1;-12,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2008T4;-8,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2008T3;-6,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2008T2;-3,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2008T1;1,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2007T4;3
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2007T3;7,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2007T2;10,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación anual;2007T1;12,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2025T4;14,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2025T3;11,4
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2025T2;6,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2025T1;2,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2024T4;11,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2024T3;9,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2024T2;6,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2024T1;2,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2023T4;3,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2023T3;4,9
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2023T2;2,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2023T1;0,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2022T4;8,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2022T3;8,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2022T2;7
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2022T1;4
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2021T4;7,9
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2021T3;6,9
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2021T2;4,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2021T1;1,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2020T4;0,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2020T3;-0,4
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2020T2;-0,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2020T1;-0,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2019T4;2,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2019T3;1,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2019T2;1,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2019T1;0,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2018T4;6,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2018T3;5,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2018T2;5,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2018T1;2
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2017T4;4,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2017T3;4,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2017T2;3,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2017T1;0,4
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2016T4;2,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2016T3;1,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2016T2;1,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2016T1;-0,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2015T4;1,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2015T3;2,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2015T2;1,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2015T1;-3,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2014T4;1,4
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2014T3;-0,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2014T2;-1,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2014T1;-1,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2013T4;-6,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2013T3;-6,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2013T2;-7,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2013T1;-8
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2012T4;-14,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2012T3;-13,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2012T2;-9,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2012T1;-6,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2011T4;-13,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2011T3;-12
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2011T2;-6,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2011T1;-5,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2010T4;-3,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2010T3;-4
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2010T2;-0,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2010T1;-1,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2009T4;-4,1
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2009T3;-4,6
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2009T2;-4,8
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2009T1;-4,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2008T4;-8,5
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2008T3;-5,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2008T2;-2,7
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2008T1;-0,3
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2007T4;3
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2007T3;4,2
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2007T2;4
Nacional;06 Cantabria;Vivienda segunda mano;Variación en lo que va de año;2007T1;1,2
Nacional;07 Castilla y León;General;Índice;2025T4;166,611
Nacional;07 Castilla y León;General;Índice;2025T3;162,037
Nacional;07 Castilla y León;General;Índice;2025T2;157,423
Nacional;07 Castilla y León;General;Índice;2025T1;150,79
Nacional;07 Castilla y León;General;Índice;2024T4;144,488
Nacional;07 Castilla y León;General;Índice;2024T3;141,613
Nacional;07 Castilla y León;General;Índice;2024T2;138,609
