Total Nacional;Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;06 Cantabria;General;Variación en lo que va de año;2008T4;-2,6
Nacional;06 Cantabria;General;Variación en lo que va de año;2008T3;-1,2
Nacional;06 Cantabria;General;Variación en lo que va de año;2008T2;0
Nacional;06 Cantabria;General;Variación en lo que va de año;2008T1;0,5
Nacional;06 Cantabria;General;Variación en lo que va de año;2007T4;6,6
Nacional;06 Cantabria;General;Variación en lo que va de año;2007T3;5,4
Nacional;06 Cantabria;General;Variación en lo que va de año;2007T2;4,1
Nacional;06 Cantabria;General;Variación en lo que va de año;2007T1;1,5
Nacional;06 Cantabria;Vivienda nueva;Índice;2025T4;195,102
Nacional;06 Cantabria;Vivienda nueva;Índice;2025T3;192,417
Nacional;06 Cantabria;Vivienda nueva;Índice;2025T2;187,66
Nacional;06 Cantabria;Vivienda nueva;Índice;2025T1;182,409
Nacional;06 Cantabria;Vivienda nueva;Índice;2024T4;178,067
Nacional;06 Cantabria;Vivienda nueva;Índice;2024T3;179,09
Nacional;06 Cantabria;Vivienda nueva;Índice;2024T2;178,045
Nacional;06 Cantabria;Vivienda nueva;Índice;2024T1;170,552
Nacional;06 Cantabria;Vivienda nueva;Índice;2023T4;157,252
Nacional;06 Cantabria;Vivienda nueva;Índice;2023T3;160,281
Nacional;06 Cantabria;Vivienda nueva;Índice;2023T2;154,559
Nacional;06 Cantabria;Vivienda nueva;Índice;2023T1;152,443
Nacional;06 Cantabria;Vivienda nueva;Índice;2022T4;145,19
Nacional;06 Cantabria;Vivienda nueva;Índice;2022T3;140,495
Nacional;06 Cantabria;Vivienda nueva;Índice;2022T2;136,238
Nacional;06 Cantabria;Vivienda nueva;Índice;2022T1;137,93
Nacional;06 Cantabria;Vivienda nueva;Índice;2021T4;131,31
Nacional;06 Cantabria;Vivienda nueva;Índice;2021T3;130,265
Nacional;06 Cantabria;Vivienda nueva;Índice;2021T2;127,052
Nacional;06 Cantabria;Vivienda nueva;Índice;2021T1;123,809
Nacional;06 Cantabria;Vivienda nueva;Índice;2020T4;123,493
Nacional;06 Cantabria;Vivienda nueva;Índice;2020T3;126,75
Nacional;06 Cantabria;Vivienda nueva;Índice;2020T2;121,801
Nacional;06 Cantabria;Vivienda nueva;Índice;2020T1;118,526
Nacional;06 Cantabria;Vivienda nueva;Índice;2019T4;114,499
Nacional;06 Cantabria;Vivienda nueva;Índice;2019T3;115,355
Nacional;06 Cantabria;Vivienda nueva;Índice;2019T2;115,005
Nacional;06 Cantabria;Vivienda nueva;Índice;2019T1;119,627
Nacional;06 Cantabria;Vivienda nueva;Índice;2018T4;112,713
Nacional;06 Cantabria;Vivienda nueva;Índice;2018T3;112,999
Nacional;06 Cantabria;Vivienda nueva;Índice;2018T2;109,873
Nacional;06 Cantabria;Vivienda nueva;Índice;2018T1;107,029
Nacional;06 Cantabria;Vivienda nueva;Índice;2017T4;106,205
Nacional;06 Cantabria;Vivienda nueva;Índice;2017T3;108,379
Nacional;06 Cantabria;Vivienda nueva;Índice;2017T2;107,957
Nacional;06 Cantabria;Vivienda nueva;Índice;2017T1;104,218
Nacional;06 Cantabria;Vivienda nueva;Índice;2016T4;102,713
Nacional;06 Cantabria;Vivienda nueva;Índice;2016T3;105,824
Nacional;06 Cantabria;Vivienda nueva;Índice;2016T2;104,765
Nacional;06 Cantabria;Vivienda nueva;Índice;2016T1;102,62
Nacional;06 Cantabria;Vivienda nueva;Índice;2015T4;101,269
Nacional;06 Cantabria;Vivienda nueva;Índice;2015T3;103,073
Nacional;06 Cantabria;Vivienda nueva;Índice;2015T2;99,465
Nacional;06 Cantabria;Vivienda nueva;Índice;2015T1;96,193
Nacional;06 Cantabria;Vivienda nueva;Índice;2014T4;96,518
Nacional;06 Cantabria;Vivienda nueva;Índice;2014T3;96,91
Nacional;06 Cantabria;Vivienda nueva;Índice;2014T2;94,216
Nacional;06 Cantabria;Vivienda nueva;Índice;2014T1;95,282
Nacional;06 Cantabria;Vivienda nueva;Índice;2013T4;93,883
Nacional;06 Cantabria;Vivienda nueva;Índice;2013T3;91,211
Nacional;06 Cantabria;Vivienda nueva;Índice;2013T2;88,81
Nacional;06 Cantabria;Vivienda nueva;Índice;2013T1;91,19
Nacional;06 Cantabria;Vivienda nueva;Índice;2012T4;96,122
Nacional;06 Cantabria;Vivienda nueva;Índice;2012T3;94,071
Nacional;06 Cantabria;Vivienda nueva;Índice;2012T2;99,217
Nacional;06 Cantabria;Vivienda nueva;Índice;2012T1;104,35
Nacional;06 Cantabria;Vivienda nueva;Índice;2011T4;108,284
Nacional;06 Cantabria;Vivienda nueva;Índice;2011T3;112,028
Nacional;06 Cantabria;Vivienda nueva;Índice;2011T2;115,728
Nacional;06 Cantabria;Vivienda nueva;Índice;2011T1;118,802
Nacional;06 Cantabria;Vivienda nueva;Índice;2010T4;121,267
Nacional;06 Cantabria;Vivienda nueva;Índice;2010T3;123,628
Nacional;06 Cantabria;Vivienda nueva;Índice;2010T2;126,664
Nacional;06 Cantabria;Vivienda nueva;Índice;2010T1;125,373
Nacional;06 Cantabria;Vivienda nueva;Índice;2009T4;132,617
Nacional;06 Cantabria;Vivienda nueva;Índice;2009T3;134,547
Nacional;06 Cantabria;Vivienda nueva;Índice;2009T2;135,329
Nacional;06 Cantabria;Vivienda nueva;Índice;2009T1;136,427
Nacional;06 Cantabria;Vivienda nueva;Índice;2008T4;142,559
Nacional;06 Cantabria;Vivienda nueva;Índice;2008T3;142,387
Nacional;06 Cantabria;Vivienda nueva;Índice;2008T2;142,431
Nacional;06 Cantabria;Vivienda nueva;Índice;2008T1;140,972
Nacional;06 Cantabria;Vivienda nueva;Índice;2007T4;139,44
Nacional;06 Cantabria;Vivienda nueva;Índice;2007T3;135,409
Nacional;06 Cantabria;Vivienda nueva;Índice;2007T2;132,466
Nacional;06 Cantabria;Vivienda nueva;Índice;2007T1;129,582
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2025T4;1,4
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2025T3;2,5
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2025T2;2,9
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2025T1;2,4
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2024T4;-0,6
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2024T3;0,6
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2024T2;4,4
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2024T1;8,5
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2023T4;-1,9
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2023T3;3,7
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2023T2;1,4
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2023T1;5
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2022T4;3,3
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2022T3;3,1
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2022T2;-1,2
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2022T1;5
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2021T4;0,8
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2021T3;2,5
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2021T2;2,6
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2021T1;0,3
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2020T4;-2,6
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2020T3;4,1
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2020T2;2,8
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2020T1;3,5
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2019T4;-0,7
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2019T3;0,3
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2019T2;-3,9
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2019T1;6,1
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2018T4;-0,3
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2018T3;2,8
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2018T2;2,7
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2018T1;0,8
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2017T4;-2
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2017T3;0,4
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2017T2;3,6
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2017T1;1,5
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2016T4;-2,9
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2016T3;1
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2016T2;2,1
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2016T1;1,3
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2015T4;-1,7
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2015T3;3,6
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2015T2;3,4
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2015T1;-0,3
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2014T4;-0,4
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2014T3;2,9
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2014T2;-1,1
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2014T1;1,5
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2013T4;2,9
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2013T3;2,7
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2013T2;-2,6
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2013T1;-5,1
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2012T4;2,2
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2012T3;-5,2
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2012T2;-4,9
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2012T1;-3,6
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2011T4;-3,3
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2011T3;-3,2
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2011T2;-2,6
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2011T1;-2
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2010T4;-1,9
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2010T3;-2,4
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2010T2;1
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2010T1;-5,5
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2009T4;-1,4
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2009T3;-0,6
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2009T2;-0,8
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2009T1;-4,3
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2008T4;0,1
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2008T3;0
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2008T2;1
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2008T1;1,1
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2007T4;3
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2007T3;2,2
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2007T2;2,2
Nacional;06 Cantabria;Vivienda nueva;Variación trimestral;2007T1;1,9
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2025T4;9,6
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2025T3;7,4
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2025T2;5,4
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2025T1;7
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2024T4;13,2
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2024T3;11,7
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2024T2;15,2
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2024T1;11,9
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2023T4;8,3
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2023T3;14,1
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2023T2;13,4
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2023T1;10,5
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2022T4;10,6
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2022T3;7,9
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2022T2;7,2
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2022T1;11,4
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2021T4;6,3
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2021T3;2,8
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2021T2;4,3
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2021T1;4,5
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2020T4;7,9
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2020T3;9,9
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2020T2;5,9
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2020T1;-0,9
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2019T4;1,6
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2019T3;2,1
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2019T2;4,7
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2019T1;11,8
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2018T4;6,1
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2018T3;4,3
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2018T2;1,8
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2018T1;2,7
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2017T4;3,4
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2017T3;2,4
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2017T2;3
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2017T1;1,6
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2016T4;1,4
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2016T3;2,7
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2016T2;5,3
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2016T1;6,7
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2015T4;4,9
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2015T3;6,4
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2015T2;5,6
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2015T1;1
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2014T4;2,8
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2014T3;6,2
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2014T2;6,1
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2014T1;4,5
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2013T4;-2,3
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2013T3;-3
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2013T2;-10,5
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2013T1;-12,6
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2012T4;-11,2
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2012T3;-16
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2012T2;-14,3
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2012T1;-12,2
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2011T4;-10,7
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2011T3;-9,4
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2011T2;-8,6
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2011T1;-5,2
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2010T4;-8,6
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2010T3;-8,1
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2010T2;-6,4
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2010T1;-8,1
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2009T4;-7
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2009T3;-5,5
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2009T2;-5
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2009T1;-3,2
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2008T4;2,2
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2008T3;5,2
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2008T2;7,5
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2008T1;8,8
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2007T4;9,6
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2007T3;10,2
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2007T2;12,4
Nacional;06 Cantabria;Vivienda nueva;Variación anual;2007T1;13,6
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2025T4;9,6
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2025T3;8,1
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2025T2;5,4
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2025T1;2,4
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2024T4;13,2
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2024T3;13,9
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2024T2;13,2
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2024T1;8,5
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2023T4;8,3
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2023T3;10,4
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2023T2;6,5
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2023T1;5
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2022T4;10,6
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2022T3;7
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2022T2;3,8
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2022T1;5
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2021T4;6,3
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2021T3;5,5
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2021T2;2,9
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2021T1;0,3
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2020T4;7,9
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2020T3;10,7
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2020T2;6,4
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2020T1;3,5
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2019T4;1,6
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2019T3;2,3
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2019T2;2
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2019T1;6,1
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2018T4;6,1
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2018T3;6,4
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2018T2;3,5
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2018T1;0,8
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2017T4;3,4
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2017T3;5,5
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2017T2;5,1
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2017T1;1,5
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2016T4;1,4
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2016T3;4,5
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2016T2;3,5
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2016T1;1,3
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2015T4;4,9
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2015T3;6,8
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2015T2;3,1
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2015T1;-0,3
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2014T4;2,8
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2014T3;3,2
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2014T2;0,4
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2014T1;1,5
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2013T4;-2,3
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2013T3;-5,1
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2013T2;-7,6
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2013T1;-5,1
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2012T4;-11,2
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2012T3;-13,1
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2012T2;-8,4
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2012T1;-3,6
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2011T4;-10,7
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2011T3;-7,6
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2011T2;-4,6
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2011T1;-2
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2010T4;-8,6
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2010T3;-6,8
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2010T2;-4,5
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2010T1;-5,5
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2009T4;-7
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2009T3;-5,6
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2009T2;-5,1
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2009T1;-4,3
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2008T4;2,2
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2008T3;2,1
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2008T2;2,1
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2008T1;1,1
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2007T4;9,6
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2007T3;6,4
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2007T2;4,1
Nacional;06 Cantabria;Vivienda nueva;Variación en lo que va de año;2007T1;1,9
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2025T4;181,682
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2025T3;177,423
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2025T2;169,28
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2025T1;162,622
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2024T4;159,21
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2024T3;156,518
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2024T2;151,539
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2024T1;146,818
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2023T4;142,752
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2023T3;144,379
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2023T2;140,824
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2023T1;138,501
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2022T4;137,641
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2022T3;137,857
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2022T2;136,031
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2022T1;132,12
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2021T4;127,087
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2021T3;125,844
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2021T2;123,319
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2021T1;119,102
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2020T4;117,742
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2020T3;116,994
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2020T2;116,885
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2020T1;117,124
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2019T4;117,494
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2019T3;116,857
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2019T2;116,183
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2019T1;115,636
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2018T4;114,927
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2018T3;114,097
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2018T2;114,077
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2018T1;110,367
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2017T4;108,16
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2017T3;107,692
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2017T2;107,106
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2017T1;103,847
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2016T4;103,383
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2016T3;102,381
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2016T2;102,538
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2016T1;100,476
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2015T4;100,795
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2015T3;102,096
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2015T2;101,206
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2015T1;95,904
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2014T4;99,596
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2014T3;97,723
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2014T2;96,402
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2014T1;96,465
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2013T4;98,202
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2013T3;97,666
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2013T2;96,949
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2013T1;96,266
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2012T4;104,632
Nacional;06 Cantabria;Vivienda segunda mano;Índice;2012T3;105,971
