Municipio;Tipo de dato;Periodo;Total
03066 Elda;Índice;2019;109,776
03066 Elda;Índice;2018;105,868
03066 Elda;Índice;2017;105,607
03066 Elda;Índice;2016;102,377
03066 Elda;Índice;2015;100
03066 Elda;Índice;2014;100,812
03066 Elda;Índice;2013;100,337
03066 Elda;Índice;2012;103,765
03066 Elda;Índice;2011;106,112
03066 Elda;Variación anual;2023;2,2
03066 Elda;Variación anual;2022;3
03066 Elda;Variación anual;2021;1,5
03066 Elda;Variación anual;2020;-0,6
03066 Elda;Variación anual;2019;3,7
03066 Elda;Variación anual;2018;0,2
03066 Elda;Variación anual;2017;3,2
03066 Elda;Variación anual;2016;2,4
03066 Elda;Variación anual;2015;-0,8
03066 Elda;Variación anual;2014;0,5
03066 Elda;Variación anual;2013;-3,3
03066 Elda;Variación anual;2012;-2,2
03066 Elda;Variación anual;2011;..
03076 Guardamar del Segura;Índice;2023;116,849
03076 Guardamar del Segura;Índice;2022;113,963
03076 Guardamar del Segura;Índice;2021;110,572
03076 Guardamar del Segura;Índice;2020;108,254
03076 Guardamar del Segura;Índice;2019;109,881
03076 Guardamar del Segura;Índice;2018;105,861
03076 Guardamar del Segura;Índice;2017;103,128
03076 Guardamar del Segura;Índice;2016;101,367
03076 Guardamar del Segura;Índice;2015;100
03076 Guardamar del Segura;Índice;2014;101,008
03076 Guardamar del Segura;Índice;2013;99,261
03076 Guardamar del Segura;Índice;2012;101,624
03076 Guardamar del Segura;Índice;2011;102,119
03076 Guardamar del Segura;Variación anual;2023;2,5
03076 Guardamar del Segura;Variación anual;2022;3,1
03076 Guardamar del Segura;Variación anual;2021;2,1
03076 Guardamar del Segura;Variación anual;2020;-1,5
03076 Guardamar del Segura;Variación anual;2019;3,8
03076 Guardamar del Segura;Variación anual;2018;2,7
03076 Guardamar del Segura;Variación anual;2017;1,7
03076 Guardamar del Segura;Variación anual;2016;1,4
03076 Guardamar del Segura;Variación anual;2015;-1
03076 Guardamar del Segura;Variación anual;2014;1,8
03076 Guardamar del Segura;Variación anual;2013;-2,3
03076 Guardamar del Segura;Variación anual;2012;-0,5
03076 Guardamar del Segura;Variación anual;2011;..
03079 Ibi;Índice;2023;117,774
03079 Ibi;Índice;2022;115,203
03079 Ibi;Índice;2021;112,55
03079 Ibi;Índice;2020;110,383
03079 Ibi;Índice;2019;107,951
03079 Ibi;Índice;2018;106,006
03079 Ibi;Índice;2017;103,618
03079 Ibi;Índice;2016;102,61
03079 Ibi;Índice;2015;100
03079 Ibi;Índice;2014;101,265
03079 Ibi;Índice;2013;102,97
03079 Ibi;Índice;2012;107,752
03079 Ibi;Índice;2011;109,612
03079 Ibi;Variación anual;2023;2,2
03079 Ibi;Variación anual;2022;2,4
03079 Ibi;Variación anual;2021;2
03079 Ibi;Variación anual;2020;2,3
03079 Ibi;Variación anual;2019;1,8
03079 Ibi;Variación anual;2018;2,3
03079 Ibi;Variación anual;2017;1
03079 Ibi;Variación anual;2016;2,6
03079 Ibi;Variación anual;2015;-1,2
03079 Ibi;Variación anual;2014;-1,7
03079 Ibi;Variación anual;2013;-4,4
03079 Ibi;Variación anual;2012;-1,7
03079 Ibi;Variación anual;2011;..
03082 Xàbia/Jávea;Índice;2023;118,901
03082 Xàbia/Jávea;Índice;2022;115,502
03082 Xàbia/Jávea;Índice;2021;111,51
03082 Xàbia/Jávea;Índice;2020;108,416
03082 Xàbia/Jávea;Índice;2019;107,002
03082 Xàbia/Jávea;Índice;2018;104,176
03082 Xàbia/Jávea;Índice;2017;101,386
03082 Xàbia/Jávea;Índice;2016;101,31
03082 Xàbia/Jávea;Índice;2015;100
03082 Xàbia/Jávea;Índice;2014;98,223
03082 Xàbia/Jávea;Índice;2013;98,609
03082 Xàbia/Jávea;Índice;2012;98,43
03082 Xàbia/Jávea;Índice;2011;100,06
03082 Xàbia/Jávea;Variación anual;2023;2,9
03082 Xàbia/Jávea;Variación anual;2022;3,6
03082 Xàbia/Jávea;Variación anual;2021;2,9
03082 Xàbia/Jávea;Variación anual;2020;1,3
03082 Xàbia/Jávea;Variación anual;2019;2,7
03082 Xàbia/Jávea;Variación anual;2018;2,8
03082 Xàbia/Jávea;Variación anual;2017;0,1
03082 Xàbia/Jávea;Variación anual;2016;1,3
03082 Xàbia/Jávea;Variación anual;2015;1,8
03082 Xàbia/Jávea;Variación anual;2014;-0,4
03082 Xàbia/Jávea;Variación anual;2013;0,2
03082 Xàbia/Jávea;Variación anual;2012;-1,6
03082 Xàbia/Jávea;Variación anual;2011;..
03089 Monòver/Monóvar;Índice;2023;111,804
03089 Monòver/Monóvar;Índice;2022;111,715
03089 Monòver/Monóvar;Índice;2021;109,238
03089 Monòver/Monóvar;Índice;2020;108,399
03089 Monòver/Monóvar;Índice;2019;106,877
03089 Monòver/Monóvar;Índice;2018;103,826
03089 Monòver/Monóvar;Índice;2017;105,092
03089 Monòver/Monóvar;Índice;2016;102,67
03089 Monòver/Monóvar;Índice;2015;100
03089 Monòver/Monóvar;Índice;2014;100,285
03089 Monòver/Monóvar;Índice;2013;97,093
03089 Monòver/Monóvar;Índice;2012;93,733
03089 Monòver/Monóvar;Índice;2011;96,631
03089 Monòver/Monóvar;Variación anual;2023;0,1
03089 Monòver/Monóvar;Variación anual;2022;2,3
03089 Monòver/Monóvar;Variación anual;2021;0,8
03089 Monòver/Monóvar;Variación anual;2020;1,4
03089 Monòver/Monóvar;Variación anual;2019;2,9
03089 Monòver/Monóvar;Variación anual;2018;-1,2
03089 Monòver/Monóvar;Variación anual;2017;2,4
03089 Monòver/Monóvar;Variación anual;2016;2,7
03089 Monòver/Monóvar;Variación anual;2015;-0,3
03089 Monòver/Monóvar;Variación anual;2014;3,3
03089 Monòver/Monóvar;Variación anual;2013;3,6
03089 Monòver/Monóvar;Variación anual;2012;-3
03089 Monòver/Monóvar;Variación anual;2011;..
03090 Mutxamel;Índice;2023;120,78
03090 Mutxamel;Índice;2022;117,233
03090 Mutxamel;Índice;2021;114,997
03090 Mutxamel;Índice;2020;112,162
03090 Mutxamel;Índice;2019;110,295
03090 Mutxamel;Índice;2018;106,975
03090 Mutxamel;Índice;2017;104,231
03090 Mutxamel;Índice;2016;102,36
03090 Mutxamel;Índice;2015;100
03090 Mutxamel;Índice;2014;100,007
03090 Mutxamel;Índice;2013;100,078
03090 Mutxamel;Índice;2012;104,504
03090 Mutxamel;Índice;2011;107,623
03090 Mutxamel;Variación anual;2023;3
03090 Mutxamel;Variación anual;2022;1,9
03090 Mutxamel;Variación anual;2021;2,5
03090 Mutxamel;Variación anual;2020;1,7
03090 Mutxamel;Variación anual;2019;3,1
03090 Mutxamel;Variación anual;2018;2,6
03090 Mutxamel;Variación anual;2017;1,8
03090 Mutxamel;Variación anual;2016;2,4
03090 Mutxamel;Variación anual;2015;0
03090 Mutxamel;Variación anual;2014;-0,1
03090 Mutxamel;Variación anual;2013;-4,2
03090 Mutxamel;Variación anual;2012;-2,9
03090 Mutxamel;Variación anual;2011;..
03093 Novelda;Índice;2023;117,578
03093 Novelda;Índice;2022;113,969
03093 Novelda;Índice;2021;111,176
03093 Novelda;Índice;2020;109,025
03093 Novelda;Índice;2019;108,14
03093 Novelda;Índice;2018;103,512
03093 Novelda;Índice;2017;104,112
03093 Novelda;Índice;2016;102,73
03093 Novelda;Índice;2015;100
03093 Novelda;Índice;2014;100,609
03093 Novelda;Índice;2013;100,42
03093 Novelda;Índice;2012;101,627
03093 Novelda;Índice;2011;102,792
03093 Novelda;Variación anual;2023;3,2
03093 Novelda;Variación anual;2022;2,5
03093 Novelda;Variación anual;2021;2
03093 Novelda;Variación anual;2020;0,8
03093 Novelda;Variación anual;2019;4,5
03093 Novelda;Variación anual;2018;-0,6
03093 Novelda;Variación anual;2017;1,3
03093 Novelda;Variación anual;2016;2,7
03093 Novelda;Variación anual;2015;-0,6
03093 Novelda;Variación anual;2014;0,2
03093 Novelda;Variación anual;2013;-1,2
03093 Novelda;Variación anual;2012;-1,1
03093 Novelda;Variación anual;2011;..
03094 Nucia, la;Índice;2023;115,57
03094 Nucia, la;Índice;2022;112,607
03094 Nucia, la;Índice;2021;110,803
03094 Nucia, la;Índice;2020;107,511
03094 Nucia, la;Índice;2019;105,464
03094 Nucia, la;Índice;2018;105,31
03094 Nucia, la;Índice;2017;102,122
03094 Nucia, la;Índice;2016;100,693
03094 Nucia, la;Índice;2015;100
03094 Nucia, la;Índice;2014;99,281
03094 Nucia, la;Índice;2013;97,344
03094 Nucia, la;Índice;2012;96,238
03094 Nucia, la;Índice;2011;98,926
03094 Nucia, la;Variación anual;2023;2,6
03094 Nucia, la;Variación anual;2022;1,6
03094 Nucia, la;Variación anual;2021;3,1
03094 Nucia, la;Variación anual;2020;1,9
03094 Nucia, la;Variación anual;2019;0,1
03094 Nucia, la;Variación anual;2018;3,1
03094 Nucia, la;Variación anual;2017;1,4
03094 Nucia, la;Variación anual;2016;0,7
03094 Nucia, la;Variación anual;2015;0,7
03094 Nucia, la;Variación anual;2014;2
03094 Nucia, la;Variación anual;2013;1,1
03094 Nucia, la;Variación anual;2012;-2,7
03094 Nucia, la;Variación anual;2011;..
03099 Orihuela;Índice;2023;116,446
03099 Orihuela;Índice;2022;113,068
03099 Orihuela;Índice;2021;110,201
03099 Orihuela;Índice;2020;108,058
03099 Orihuela;Índice;2019;107,038
03099 Orihuela;Índice;2018;105,378
03099 Orihuela;Índice;2017;102,842
03099 Orihuela;Índice;2016;101,178
03099 Orihuela;Índice;2015;100
03099 Orihuela;Índice;2014;99,881
03099 Orihuela;Índice;2013;103,137
03099 Orihuela;Índice;2012;104,397
03099 Orihuela;Índice;2011;105,086
03099 Orihuela;Variación anual;2023;3
03099 Orihuela;Variación anual;2022;2,6
03099 Orihuela;Variación anual;2021;2
03099 Orihuela;Variación anual;2020;1
03099 Orihuela;Variación anual;2019;1,6
03099 Orihuela;Variación anual;2018;2,5
03099 Orihuela;Variación anual;2017;1,6
03099 Orihuela;Variación anual;2016;1,2
03099 Orihuela;Variación anual;2015;0,1
03099 Orihuela;Variación anual;2014;-3,2
03099 Orihuela;Variación anual;2013;-1,2
03099 Orihuela;Variación anual;2012;-0,7
03099 Orihuela;Variación anual;2011;..
03102 Pego;Índice;2023;117,987
03102 Pego;Índice;2022;115,07
03102 Pego;Índice;2021;113,381
03102 Pego;Índice;2020;110,037
03102 Pego;Índice;2019;106,523
03102 Pego;Índice;2018;105,895
03102 Pego;Índice;2017;103,038
03102 Pego;Índice;2016;103,243
03102 Pego;Índice;2015;100
03102 Pego;Índice;2014;104,424
03102 Pego;Índice;2013;105,191
03102 Pego;Índice;2012;103,194
03102 Pego;Índice;2011;107,869
03102 Pego;Variación anual;2023;2,5
03102 Pego;Variación anual;2022;1,5
03102 Pego;Variación anual;2021;3
03102 Pego;Variación anual;2020;3,3
03102 Pego;Variación anual;2019;0,6
03102 Pego;Variación anual;2018;2,8
03102 Pego;Variación anual;2017;-0,2
03102 Pego;Variación anual;2016;3,2
03102 Pego;Variación anual;2015;-4,2
03102 Pego;Variación anual;2014;-0,7
03102 Pego;Variación anual;2013;1,9
03102 Pego;Variación anual;2012;-4,3
03102 Pego;Variación anual;2011;..
03104 Petrer;Índice;2023;118,779
03104 Petrer;Índice;2022;116,466
03104 Petrer;Índice;2021;114,241
03104 Petrer;Índice;2020;112,308
03104 Petrer;Índice;2019;110,423
03104 Petrer;Índice;2018;108,441
03104 Petrer;Índice;2017;106,999
03104 Petrer;Índice;2016;103,88
03104 Petrer;Índice;2015;100
03104 Petrer;Índice;2014;97,435
03104 Petrer;Índice;2013;100,749
03104 Petrer;Índice;2012;105,146
03104 Petrer;Índice;2011;107,829
03104 Petrer;Variación anual;2023;2
03104 Petrer;Variación anual;2022;1,9
03104 Petrer;Variación anual;2021;1,7
03104 Petrer;Variación anual;2020;1,7
03104 Petrer;Variación anual;2019;1,8
03104 Petrer;Variación anual;2018;1,3
03104 Petrer;Variación anual;2017;3
03104 Petrer;Variación anual;2016;3,9
03104 Petrer;Variación anual;2015;2,6
03104 Petrer;Variación anual;2014;-3,3
03104 Petrer;Variación anual;2013;-4,2
03104 Petrer;Variación anual;2012;-2,5
03104 Petrer;Variación anual;2011;..
03113 Rojales;Índice;2023;112,794
03113 Rojales;Índice;2022;109,793
03113 Rojales;Índice;2021;108,829
03113 Rojales;Índice;2020;106,486
03113 Rojales;Índice;2019;107,496
03113 Rojales;Índice;2018;109,588
03113 Rojales;Índice;2017;106,422
03113 Rojales;Índice;2016;102,983
03113 Rojales;Índice;2015;100
03113 Rojales;Índice;2014;101,034
03113 Rojales;Índice;2013;98,107
03113 Rojales;Índice;2012;101,402
03113 Rojales;Índice;2011;97,302
03113 Rojales;Variación anual;2023;2,7
03113 Rojales;Variación anual;2022;0,9
03113 Rojales;Variación anual;2021;2,2
03113 Rojales;Variación anual;2020;-0,9
03113 Rojales;Variación anual;2019;-1,9
03113 Rojales;Variación anual;2018;3
03113 Rojales;Variación anual;2017;3,3
03113 Rojales;Variación anual;2016;3
03113 Rojales;Variación anual;2015;-1
03113 Rojales;Variación anual;2014;3
03113 Rojales;Variación anual;2013;-3,3
03113 Rojales;Variación anual;2012;4,2
03113 Rojales;Variación anual;2011;..
03119 Sant Joan d'Alacant;Índice;2023;126,363
03119 Sant Joan d'Alacant;Índice;2022;121,581
03119 Sant Joan d'Alacant;Índice;2021;117,591
03119 Sant Joan d'Alacant;Índice;2020;114,764
03119 Sant Joan d'Alacant;Índice;2019;113,517
03119 Sant Joan d'Alacant;Índice;2018;108,515
03119 Sant Joan d'Alacant;Índice;2017;104,348
03119 Sant Joan d'Alacant;Índice;2016;102,513
03119 Sant Joan d'Alacant;Índice;2015;100
03119 Sant Joan d'Alacant;Índice;2014;101,607
03119 Sant Joan d'Alacant;Índice;2013;102,925
03119 Sant Joan d'Alacant;Índice;2012;105,012
03119 Sant Joan d'Alacant;Índice;2011;109,547
03119 Sant Joan d'Alacant;Variación anual;2023;3,9
03119 Sant Joan d'Alacant;Variación anual;2022;3,4
03119 Sant Joan d'Alacant;Variación anual;2021;2,5
03119 Sant Joan d'Alacant;Variación anual;2020;1,1
03119 Sant Joan d'Alacant;Variación anual;2019;4,6
03119 Sant Joan d'Alacant;Variación anual;2018;4
03119 Sant Joan d'Alacant;Variación anual;2017;1,8
03119 Sant Joan d'Alacant;Variación anual;2016;2,5
03119 Sant Joan d'Alacant;Variación anual;2015;-1,6
03119 Sant Joan d'Alacant;Variación anual;2014;-1,3
03119 Sant Joan d'Alacant;Variación anual;2013;-2
03119 Sant Joan d'Alacant;Variación anual;2012;-4,1
03119 Sant Joan d'Alacant;Variación anual;2011;..
03121 Santa Pola;Índice;2023;116,472
03121 Santa Pola;Índice;2022;113,631
03121 Santa Pola;Índice;2021;111,154
03121 Santa Pola;Índice;2020;109,117
03121 Santa Pola;Índice;2019;108,337
03121 Santa Pola;Índice;2018;106,301
03121 Santa Pola;Índice;2017;104,042
03121 Santa Pola;Índice;2016;102,405
03121 Santa Pola;Índice;2015;100
03121 Santa Pola;Índice;2014;99,901
03121 Santa Pola;Índice;2013;100,362
03121 Santa Pola;Índice;2012;102,829
03121 Santa Pola;Índice;2011;102,452
03121 Santa Pola;Variación anual;2023;2,5
03121 Santa Pola;Variación anual;2022;2,2
03121 Santa Pola;Variación anual;2021;1,9
03121 Santa Pola;Variación anual;2020;0,7
03121 Santa Pola;Variación anual;2019;1,9
03121 Santa Pola;Variación anual;2018;2,2
03121 Santa Pola;Variación anual;2017;1,6
03121 Santa Pola;Variación anual;2016;2,4
03121 Santa Pola;Variación anual;2015;0,1
03121 Santa Pola;Variación anual;2014;-0,5
03121 Santa Pola;Variación anual;2013;-2,4
03121 Santa Pola;Variación anual;2012;0,4
03121 Santa Pola;Variación anual;2011;..
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Índice;2023;121,805
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Índice;2022;117,992
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Índice;2021;115,068
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Índice;2020;110,715
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Índice;2019;110,862
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Índice;2018;106,074
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Índice;2017;103,423
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Índice;2016;102,034
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Índice;2015;100
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Índice;2014;99,424
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Índice;2013;101,276
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Índice;2012;104,273
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Índice;2011;104,999
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Variación anual;2023;3,2
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Variación anual;2022;2,5
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Variación anual;2021;3,9
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Variación anual;2020;-0,1
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Variación anual;2019;4,5
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Variación anual;2018;2,6
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Variación anual;2017;1,4
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Variación anual;2016;2
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Variación anual;2015;0,6
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Variación anual;2014;-1,8
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Variación anual;2013;-2,9
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Variación anual;2012;-0,7
03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Variación anual;2011;..
03128 Teulada;Índice;2023;121,716
03128 Teulada;Índice;2022;117,572
03128 Teulada;Índice;2021;111,749
03128 Teulada;Índice;2020;108,734
03128 Teulada;Índice;2019;109,422
03128 Teulada;Índice;2018;107,141
03128 Teulada;Índice;2017;103,621
03128 Teulada;Índice;2016;101,89
03128 Teulada;Índice;2015;100
03128 Teulada;Índice;2014;100,019
03128 Teulada;Índice;2013;101,76
03128 Teulada;Índice;2012;101,879
03128 Teulada;Índice;2011;102,788
03128 Teulada;Variación anual;2023;3,5
03128 Teulada;Variación anual;2022;5,2
03128 Teulada;Variación anual;2021;2,8
03128 Teulada;Variación anual;2020;-0,6
03128 Teulada;Variación anual;2019;2,1
03128 Teulada;Variación anual;2018;3,4
03128 Teulada;Variación anual;2017;1,7
03128 Teulada;Variación anual;2016;1,9
03128 Teulada;Variación anual;2015;0
03128 Teulada;Variación anual;2014;-1,7
03128 Teulada;Variación anual;2013;-0,1
03128 Teulada;Variación anual;2012;-0,9
03128 Teulada;Variación anual;2011;..
03133 Torrevieja;Índice;2023;114,537
03133 Torrevieja;Índice;2022;111,295
03133 Torrevieja;Índice;2021;108,305
03133 Torrevieja;Índice;2020;106,783
03133 Torrevieja;Índice;2019;106,428
03133 Torrevieja;Índice;2018;104,13
03133 Torrevieja;Índice;2017;102,187
03133 Torrevieja;Índice;2016;101,476
03133 Torrevieja;Índice;2015;100
03133 Torrevieja;Índice;2014;100,421
03133 Torrevieja;Índice;2013;101,164
03133 Torrevieja;Índice;2012;101,617
03133 Torrevieja;Índice;2011;102,023
03133 Torrevieja;Variación anual;2023;2,9
03133 Torrevieja;Variación anual;2022;2,8
03133 Torrevieja;Variación anual;2021;1,4
03133 Torrevieja;Variación anual;2020;0,3
03133 Torrevieja;Variación anual;2019;2,2
03133 Torrevieja;Variación anual;2018;1,9
03133 Torrevieja;Variación anual;2017;0,7
03133 Torrevieja;Variación anual;2016;1,5
03133 Torrevieja;Variación anual;2015;-0,4
03133 Torrevieja;Variación anual;2014;-0,7
03133 Torrevieja;Variación anual;2013;-0,4
03133 Torrevieja;Variación anual;2012;-0,4
03133 Torrevieja;Variación anual;2011;..
03139 Vila Joiosa, la/Villajoyosa;Índice;2023;119,488
03139 Vila Joiosa, la/Villajoyosa;Índice;2022;115,429
03139 Vila Joiosa, la/Villajoyosa;Índice;2021;112,193
03139 Vila Joiosa, la/Villajoyosa;Índice;2020;109,938
03139 Vila Joiosa, la/Villajoyosa;Índice;2019;108,176
03139 Vila Joiosa, la/Villajoyosa;Índice;2018;105,04
03139 Vila Joiosa, la/Villajoyosa;Índice;2017;103,281
03139 Vila Joiosa, la/Villajoyosa;Índice;2016;101,437
03139 Vila Joiosa, la/Villajoyosa;Índice;2015;100
03139 Vila Joiosa, la/Villajoyosa;Índice;2014;100,409
03139 Vila Joiosa, la/Villajoyosa;Índice;2013;101,171
03139 Vila Joiosa, la/Villajoyosa;Índice;2012;103,576
03139 Vila Joiosa, la/Villajoyosa;Índice;2011;104,156
03139 Vila Joiosa, la/Villajoyosa;Variación anual;2023;3,5
03139 Vila Joiosa, la/Villajoyosa;Variación anual;2022;2,9
03139 Vila Joiosa, la/Villajoyosa;Variación anual;2021;2,1
