Municipio;Tipo de dato;Periodo;Total
18175 Santa Fe;Índice;2014;104,569
18175 Santa Fe;Índice;2013;107,73
18175 Santa Fe;Índice;2012;109,785
18175 Santa Fe;Índice;2011;116,557
18175 Santa Fe;Variación anual;2023;3,9
18175 Santa Fe;Variación anual;2022;2,9
18175 Santa Fe;Variación anual;2021;3,2
18175 Santa Fe;Variación anual;2020;2,2
18175 Santa Fe;Variación anual;2019;5,2
18175 Santa Fe;Variación anual;2018;1,1
18175 Santa Fe;Variación anual;2017;1,5
18175 Santa Fe;Variación anual;2016;4,8
18175 Santa Fe;Variación anual;2015;-4,4
18175 Santa Fe;Variación anual;2014;-2,9
18175 Santa Fe;Variación anual;2013;-1,9
18175 Santa Fe;Variación anual;2012;-5,8
18175 Santa Fe;Variación anual;2011;..
18193 Zubia, La;Índice;2023;119,751
18193 Zubia, La;Índice;2022;115,752
18193 Zubia, La;Índice;2021;112,894
18193 Zubia, La;Índice;2020;109,904
18193 Zubia, La;Índice;2019;109,413
18193 Zubia, La;Índice;2018;104,804
18193 Zubia, La;Índice;2017;101,548
18193 Zubia, La;Índice;2016;102,035
18193 Zubia, La;Índice;2015;100
18193 Zubia, La;Índice;2014;99,557
18193 Zubia, La;Índice;2013;99,241
18193 Zubia, La;Índice;2012;101,803
18193 Zubia, La;Índice;2011;102,606
18193 Zubia, La;Variación anual;2023;3,5
18193 Zubia, La;Variación anual;2022;2,5
18193 Zubia, La;Variación anual;2021;2,7
18193 Zubia, La;Variación anual;2020;0,4
18193 Zubia, La;Variación anual;2019;4,4
18193 Zubia, La;Variación anual;2018;3,2
18193 Zubia, La;Variación anual;2017;-0,5
18193 Zubia, La;Variación anual;2016;2
18193 Zubia, La;Variación anual;2015;0,4
18193 Zubia, La;Variación anual;2014;0,3
18193 Zubia, La;Variación anual;2013;-2,5
18193 Zubia, La;Variación anual;2012;-0,8
18193 Zubia, La;Variación anual;2011;..
18905 Gabias, Las;Índice;2023;123,666
18905 Gabias, Las;Índice;2022;119,04
18905 Gabias, Las;Índice;2021;114,802
18905 Gabias, Las;Índice;2020;112,929
18905 Gabias, Las;Índice;2019;110,149
18905 Gabias, Las;Índice;2018;106,781
18905 Gabias, Las;Índice;2017;104,594
18905 Gabias, Las;Índice;2016;103,335
18905 Gabias, Las;Índice;2015;100
18905 Gabias, Las;Índice;2014;102,113
18905 Gabias, Las;Índice;2013;102,552
18905 Gabias, Las;Índice;2012;108,09
18905 Gabias, Las;Índice;2011;110,384
18905 Gabias, Las;Variación anual;2023;3,9
18905 Gabias, Las;Variación anual;2022;3,7
18905 Gabias, Las;Variación anual;2021;1,7
18905 Gabias, Las;Variación anual;2020;2,5
18905 Gabias, Las;Variación anual;2019;3,2
18905 Gabias, Las;Variación anual;2018;2,1
18905 Gabias, Las;Variación anual;2017;1,2
18905 Gabias, Las;Variación anual;2016;3,3
18905 Gabias, Las;Variación anual;2015;-2,1
18905 Gabias, Las;Variación anual;2014;-0,4
18905 Gabias, Las;Variación anual;2013;-5,1
18905 Gabias, Las;Variación anual;2012;-2,1
18905 Gabias, Las;Variación anual;2011;..
18911 Vegas del Genil;Índice;2023;114,515
18911 Vegas del Genil;Índice;2022;112,013
18911 Vegas del Genil;Índice;2021;111,099
18911 Vegas del Genil;Índice;2020;108,242
18911 Vegas del Genil;Índice;2019;104,889
18911 Vegas del Genil;Índice;2018;102,235
18911 Vegas del Genil;Índice;2017;102,115
18911 Vegas del Genil;Índice;2016;98,818
18911 Vegas del Genil;Índice;2015;100
18911 Vegas del Genil;Índice;2014;97
18911 Vegas del Genil;Índice;2013;101,221
18911 Vegas del Genil;Índice;2012;102,439
18911 Vegas del Genil;Índice;2011;106,239
18911 Vegas del Genil;Variación anual;2023;2,2
18911 Vegas del Genil;Variación anual;2022;0,8
18911 Vegas del Genil;Variación anual;2021;2,6
18911 Vegas del Genil;Variación anual;2020;3,2
18911 Vegas del Genil;Variación anual;2019;2,6
18911 Vegas del Genil;Variación anual;2018;0,1
18911 Vegas del Genil;Variación anual;2017;3,3
18911 Vegas del Genil;Variación anual;2016;-1,2
18911 Vegas del Genil;Variación anual;2015;3,1
18911 Vegas del Genil;Variación anual;2014;-4,2
18911 Vegas del Genil;Variación anual;2013;-1,2
18911 Vegas del Genil;Variación anual;2012;-3,6
18911 Vegas del Genil;Variación anual;2011;..
Resto Granada;Índice;2023;117,321
Resto Granada;Índice;2022;114,829
Resto Granada;Índice;2021;112,344
Resto Granada;Índice;2020;109,87
Resto Granada;Índice;2019;108,279
Resto Granada;Índice;2018;106,227
Resto Granada;Índice;2017;104,169
Resto Granada;Índice;2016;102,316
Resto Granada;Índice;2015;100
Resto Granada;Índice;2014;100,89
Resto Granada;Índice;2013;103,171
Resto Granada;Índice;2012;105,597
Resto Granada;Índice;2011;107,266
Resto Granada;Variación anual;2023;2,2
Resto Granada;Variación anual;2022;2,2
Resto Granada;Variación anual;2021;2,3
Resto Granada;Variación anual;2020;1,5
Resto Granada;Variación anual;2019;1,9
Resto Granada;Variación anual;2018;2
Resto Granada;Variación anual;2017;1,8
Resto Granada;Variación anual;2016;2,3
Resto Granada;Variación anual;2015;-0,9
Resto Granada;Variación anual;2014;-2,2
Resto Granada;Variación anual;2013;-2,3
Resto Granada;Variación anual;2012;-1,6
Resto Granada;Variación anual;2011;..
19024 Alovera;Índice;2023;121,531
19024 Alovera;Índice;2022;116,102
19024 Alovera;Índice;2021;112,742
19024 Alovera;Índice;2020;110,219
19024 Alovera;Índice;2019;108,321
19024 Alovera;Índice;2018;105,373
19024 Alovera;Índice;2017;102,479
19024 Alovera;Índice;2016;100,261
19024 Alovera;Índice;2015;100
19024 Alovera;Índice;2014;97,122
19024 Alovera;Índice;2013;99,512
19024 Alovera;Índice;2012;104,557
19024 Alovera;Índice;2011;108,27
19024 Alovera;Variación anual;2023;4,7
19024 Alovera;Variación anual;2022;3
19024 Alovera;Variación anual;2021;2,3
19024 Alovera;Variación anual;2020;1,8
19024 Alovera;Variación anual;2019;2,8
19024 Alovera;Variación anual;2018;2,8
19024 Alovera;Variación anual;2017;2,2
19024 Alovera;Variación anual;2016;0,3
19024 Alovera;Variación anual;2015;3
19024 Alovera;Variación anual;2014;-2,4
19024 Alovera;Variación anual;2013;-4,8
19024 Alovera;Variación anual;2012;-3,4
19024 Alovera;Variación anual;2011;..
19046 Azuqueca de Henares;Índice;2023;121,895
19046 Azuqueca de Henares;Índice;2022;119,137
19046 Azuqueca de Henares;Índice;2021;116,447
19046 Azuqueca de Henares;Índice;2020;113,785
19046 Azuqueca de Henares;Índice;2019;111,386
19046 Azuqueca de Henares;Índice;2018;106,357
19046 Azuqueca de Henares;Índice;2017;104,152
19046 Azuqueca de Henares;Índice;2016;102,018
19046 Azuqueca de Henares;Índice;2015;100
19046 Azuqueca de Henares;Índice;2014;100,819
19046 Azuqueca de Henares;Índice;2013;102,376
19046 Azuqueca de Henares;Índice;2012;108,755
19046 Azuqueca de Henares;Índice;2011;114,188
19046 Azuqueca de Henares;Variación anual;2023;2,3
19046 Azuqueca de Henares;Variación anual;2022;2,3
19046 Azuqueca de Henares;Variación anual;2021;2,3
19046 Azuqueca de Henares;Variación anual;2020;2,2
19046 Azuqueca de Henares;Variación anual;2019;4,7
19046 Azuqueca de Henares;Variación anual;2018;2,1
19046 Azuqueca de Henares;Variación anual;2017;2,1
19046 Azuqueca de Henares;Variación anual;2016;2
19046 Azuqueca de Henares;Variación anual;2015;-0,8
19046 Azuqueca de Henares;Variación anual;2014;-1,5
19046 Azuqueca de Henares;Variación anual;2013;-5,9
19046 Azuqueca de Henares;Variación anual;2012;-4,8
19046 Azuqueca de Henares;Variación anual;2011;..
19058 Cabanillas del Campo;Índice;2023;118,974
19058 Cabanillas del Campo;Índice;2022;116,077
19058 Cabanillas del Campo;Índice;2021;113,944
19058 Cabanillas del Campo;Índice;2020;110,86
19058 Cabanillas del Campo;Índice;2019;109,732
19058 Cabanillas del Campo;Índice;2018;105,702
19058 Cabanillas del Campo;Índice;2017;103,665
19058 Cabanillas del Campo;Índice;2016;103,044
19058 Cabanillas del Campo;Índice;2015;100
19058 Cabanillas del Campo;Índice;2014;98,365
19058 Cabanillas del Campo;Índice;2013;102,725
19058 Cabanillas del Campo;Índice;2012;103,27
19058 Cabanillas del Campo;Índice;2011;105,074
19058 Cabanillas del Campo;Variación anual;2023;2,5
19058 Cabanillas del Campo;Variación anual;2022;1,9
19058 Cabanillas del Campo;Variación anual;2021;2,8
19058 Cabanillas del Campo;Variación anual;2020;1
19058 Cabanillas del Campo;Variación anual;2019;3,8
19058 Cabanillas del Campo;Variación anual;2018;2
19058 Cabanillas del Campo;Variación anual;2017;0,6
19058 Cabanillas del Campo;Variación anual;2016;3
19058 Cabanillas del Campo;Variación anual;2015;1,7
19058 Cabanillas del Campo;Variación anual;2014;-4,2
19058 Cabanillas del Campo;Variación anual;2013;-0,5
19058 Cabanillas del Campo;Variación anual;2012;-1,7
19058 Cabanillas del Campo;Variación anual;2011;..
19071 Casar, El;Índice;2023;119,079
19071 Casar, El;Índice;2022;118,076
19071 Casar, El;Índice;2021;114,134
19071 Casar, El;Índice;2020;111,324
19071 Casar, El;Índice;2019;110,395
19071 Casar, El;Índice;2018;106,983
19071 Casar, El;Índice;2017;102,844
19071 Casar, El;Índice;2016;100,054
19071 Casar, El;Índice;2015;100
19071 Casar, El;Índice;2014;101,317
19071 Casar, El;Índice;2013;100,848
19071 Casar, El;Índice;2012;102,517
19071 Casar, El;Índice;2011;104,495
19071 Casar, El;Variación anual;2023;0,8
19071 Casar, El;Variación anual;2022;3,5
19071 Casar, El;Variación anual;2021;2,5
19071 Casar, El;Variación anual;2020;0,8
19071 Casar, El;Variación anual;2019;3,2
19071 Casar, El;Variación anual;2018;4
19071 Casar, El;Variación anual;2017;2,8
19071 Casar, El;Variación anual;2016;0,1
19071 Casar, El;Variación anual;2015;-1,3
19071 Casar, El;Variación anual;2014;0,5
19071 Casar, El;Variación anual;2013;-1,6
19071 Casar, El;Variación anual;2012;-1,9
19071 Casar, El;Variación anual;2011;..
19130 Guadalajara;Índice;2023;121,113
19130 Guadalajara;Índice;2022;117,91
19130 Guadalajara;Índice;2021;114,278
19130 Guadalajara;Índice;2020;111,767
19130 Guadalajara;Índice;2019;109,699
19130 Guadalajara;Índice;2018;105,339
19130 Guadalajara;Índice;2017;102,924
19130 Guadalajara;Índice;2016;101,391
19130 Guadalajara;Índice;2015;100
19130 Guadalajara;Índice;2014;100,468
19130 Guadalajara;Índice;2013;103,102
19130 Guadalajara;Índice;2012;108,533
19130 Guadalajara;Índice;2011;112,155
19130 Guadalajara;Variación anual;2023;2,7
19130 Guadalajara;Variación anual;2022;3,2
19130 Guadalajara;Variación anual;2021;2,2
19130 Guadalajara;Variación anual;2020;1,9
19130 Guadalajara;Variación anual;2019;4,1
19130 Guadalajara;Variación anual;2018;2,3
19130 Guadalajara;Variación anual;2017;1,5
19130 Guadalajara;Variación anual;2016;1,4
19130 Guadalajara;Variación anual;2015;-0,5
19130 Guadalajara;Variación anual;2014;-2,6
19130 Guadalajara;Variación anual;2013;-5
19130 Guadalajara;Variación anual;2012;-3,2
19130 Guadalajara;Variación anual;2011;..
Resto Guadalajara;Índice;2023;119,59
Resto Guadalajara;Índice;2022;116,685
Resto Guadalajara;Índice;2021;114,121
Resto Guadalajara;Índice;2020;111,11
Resto Guadalajara;Índice;2019;108,947
Resto Guadalajara;Índice;2018;105,433
Resto Guadalajara;Índice;2017;103,671
Resto Guadalajara;Índice;2016;101,381
Resto Guadalajara;Índice;2015;100
Resto Guadalajara;Índice;2014;101,008
Resto Guadalajara;Índice;2013;103,217
Resto Guadalajara;Índice;2012;107,295
Resto Guadalajara;Índice;2011;109,212
Resto Guadalajara;Variación anual;2023;2,5
Resto Guadalajara;Variación anual;2022;2,2
Resto Guadalajara;Variación anual;2021;2,7
Resto Guadalajara;Variación anual;2020;2
Resto Guadalajara;Variación anual;2019;3,3
Resto Guadalajara;Variación anual;2018;1,7
Resto Guadalajara;Variación anual;2017;2,3
Resto Guadalajara;Variación anual;2016;1,4
Resto Guadalajara;Variación anual;2015;-1
Resto Guadalajara;Variación anual;2014;-2,1
Resto Guadalajara;Variación anual;2013;-3,8
Resto Guadalajara;Variación anual;2012;-1,8
Resto Guadalajara;Variación anual;2011;..
21002 Aljaraque;Índice;2023;112,02
21002 Aljaraque;Índice;2022;109,128
21002 Aljaraque;Índice;2021;108,227
21002 Aljaraque;Índice;2020;106,274
21002 Aljaraque;Índice;2019;106,369
21002 Aljaraque;Índice;2018;103,593
21002 Aljaraque;Índice;2017;105,56
21002 Aljaraque;Índice;2016;101,945
21002 Aljaraque;Índice;2015;100
21002 Aljaraque;Índice;2014;99,934
21002 Aljaraque;Índice;2013;103,905
21002 Aljaraque;Índice;2012;105,16
21002 Aljaraque;Índice;2011;111,406
21002 Aljaraque;Variación anual;2023;2,7
21002 Aljaraque;Variación anual;2022;0,8
21002 Aljaraque;Variación anual;2021;1,8
21002 Aljaraque;Variación anual;2020;-0,1
21002 Aljaraque;Variación anual;2019;2,7
21002 Aljaraque;Variación anual;2018;-1,9
21002 Aljaraque;Variación anual;2017;3,5
21002 Aljaraque;Variación anual;2016;1,9
21002 Aljaraque;Variación anual;2015;0,1
21002 Aljaraque;Variación anual;2014;-3,8
21002 Aljaraque;Variación anual;2013;-1,2
21002 Aljaraque;Variación anual;2012;-5,6
21002 Aljaraque;Variación anual;2011;..
21005 Almonte;Índice;2023;111,083
21005 Almonte;Índice;2022;110,003
21005 Almonte;Índice;2021;107,557
21005 Almonte;Índice;2020;104,594
21005 Almonte;Índice;2019;106,491
21005 Almonte;Índice;2018;103,779
21005 Almonte;Índice;2017;103,961
21005 Almonte;Índice;2016;101,713
21005 Almonte;Índice;2015;100
21005 Almonte;Índice;2014;97,649
21005 Almonte;Índice;2013;99,903
21005 Almonte;Índice;2012;108,238
21005 Almonte;Índice;2011;104,441
21005 Almonte;Variación anual;2023;1
21005 Almonte;Variación anual;2022;2,3
21005 Almonte;Variación anual;2021;2,8
21005 Almonte;Variación anual;2020;-1,8
21005 Almonte;Variación anual;2019;2,6
21005 Almonte;Variación anual;2018;-0,2
21005 Almonte;Variación anual;2017;2,2
21005 Almonte;Variación anual;2016;1,7
21005 Almonte;Variación anual;2015;2,4
21005 Almonte;Variación anual;2014;-2,3
21005 Almonte;Variación anual;2013;-7,7
21005 Almonte;Variación anual;2012;3,6
21005 Almonte;Variación anual;2011;..
21010 Ayamonte;Índice;2023;112,838
21010 Ayamonte;Índice;2022;111,949
21010 Ayamonte;Índice;2021;109,735
21010 Ayamonte;Índice;2020;108,809
21010 Ayamonte;Índice;2019;108,865
21010 Ayamonte;Índice;2018;105,103
21010 Ayamonte;Índice;2017;103,472
21010 Ayamonte;Índice;2016;101,969
21010 Ayamonte;Índice;2015;100
21010 Ayamonte;Índice;2014;100,104
21010 Ayamonte;Índice;2013;100,366
21010 Ayamonte;Índice;2012;102,177
21010 Ayamonte;Índice;2011;103,986
21010 Ayamonte;Variación anual;2023;0,8
21010 Ayamonte;Variación anual;2022;2
21010 Ayamonte;Variación anual;2021;0,9
21010 Ayamonte;Variación anual;2020;-0,1
21010 Ayamonte;Variación anual;2019;3,6
21010 Ayamonte;Variación anual;2018;1,6
21010 Ayamonte;Variación anual;2017;1,5
21010 Ayamonte;Variación anual;2016;2
21010 Ayamonte;Variación anual;2015;-0,1
21010 Ayamonte;Variación anual;2014;-0,3
21010 Ayamonte;Variación anual;2013;-1,8
21010 Ayamonte;Variación anual;2012;-1,7
21010 Ayamonte;Variación anual;2011;..
21013 Bollullos Par del Condado;Índice;2023;111,217
21013 Bollullos Par del Condado;Índice;2022;110,714
21013 Bollullos Par del Condado;Índice;2021;107,82
21013 Bollullos Par del Condado;Índice;2020;107,163
21013 Bollullos Par del Condado;Índice;2019;108,242
21013 Bollullos Par del Condado;Índice;2018;103,953
21013 Bollullos Par del Condado;Índice;2017;101,354
21013 Bollullos Par del Condado;Índice;2016;102,499
21013 Bollullos Par del Condado;Índice;2015;100
21013 Bollullos Par del Condado;Índice;2014;99,627
21013 Bollullos Par del Condado;Índice;2013;97,567
21013 Bollullos Par del Condado;Índice;2012;103,696
21013 Bollullos Par del Condado;Índice;2011;110,126
21013 Bollullos Par del Condado;Variación anual;2023;0,5
21013 Bollullos Par del Condado;Variación anual;2022;2,7
21013 Bollullos Par del Condado;Variación anual;2021;0,6
21013 Bollullos Par del Condado;Variación anual;2020;-1
21013 Bollullos Par del Condado;Variación anual;2019;4,1
21013 Bollullos Par del Condado;Variación anual;2018;2,6
21013 Bollullos Par del Condado;Variación anual;2017;-1,1
21013 Bollullos Par del Condado;Variación anual;2016;2,5
21013 Bollullos Par del Condado;Variación anual;2015;0,4
21013 Bollullos Par del Condado;Variación anual;2014;2,1
21013 Bollullos Par del Condado;Variación anual;2013;-5,9
21013 Bollullos Par del Condado;Variación anual;2012;-5,8
21013 Bollullos Par del Condado;Variación anual;2011;..
21021 Cartaya;Índice;2023;116,019
21021 Cartaya;Índice;2022;115,533
21021 Cartaya;Índice;2021;114,08
21021 Cartaya;Índice;2020;111,87
21021 Cartaya;Índice;2019;110,179
21021 Cartaya;Índice;2018;107,057
21021 Cartaya;Índice;2017;104,399
21021 Cartaya;Índice;2016;101,926
21021 Cartaya;Índice;2015;100
21021 Cartaya;Índice;2014;98,448
21021 Cartaya;Índice;2013;97,753
21021 Cartaya;Índice;2012;101,125
21021 Cartaya;Índice;2011;102,115
21021 Cartaya;Variación anual;2023;0,4
21021 Cartaya;Variación anual;2022;1,3
21021 Cartaya;Variación anual;2021;2
21021 Cartaya;Variación anual;2020;1,5
21021 Cartaya;Variación anual;2019;2,9
21021 Cartaya;Variación anual;2018;2,5
21021 Cartaya;Variación anual;2017;2,4
21021 Cartaya;Variación anual;2016;1,9
21021 Cartaya;Variación anual;2015;1,6
21021 Cartaya;Variación anual;2014;0,7
21021 Cartaya;Variación anual;2013;-3,3
21021 Cartaya;Variación anual;2012;-1
21021 Cartaya;Variación anual;2011;..
21035 Gibraleón;Índice;2023;124,309
21035 Gibraleón;Índice;2022;122,241
21035 Gibraleón;Índice;2021;120,583
21035 Gibraleón;Índice;2020;114,297
21035 Gibraleón;Índice;2019;113,588
21035 Gibraleón;Índice;2018;112,438
21035 Gibraleón;Índice;2017;109,275
21035 Gibraleón;Índice;2016;107,405
21035 Gibraleón;Índice;2015;100
21035 Gibraleón;Índice;2014;101,025
21035 Gibraleón;Índice;2013;107,292
21035 Gibraleón;Índice;2012;107,439
21035 Gibraleón;Índice;2011;116,545
21035 Gibraleón;Variación anual;2023;1,7
21035 Gibraleón;Variación anual;2022;1,4
21035 Gibraleón;Variación anual;2021;5,5
21035 Gibraleón;Variación anual;2020;0,6
21035 Gibraleón;Variación anual;2019;1
21035 Gibraleón;Variación anual;2018;2,9
21035 Gibraleón;Variación anual;2017;1,7
21035 Gibraleón;Variación anual;2016;7,4
21035 Gibraleón;Variación anual;2015;-1
21035 Gibraleón;Variación anual;2014;-5,8
21035 Gibraleón;Variación anual;2013;-0,1
21035 Gibraleón;Variación anual;2012;-7,8
21035 Gibraleón;Variación anual;2011;..
21041 Huelva;Índice;2023;118,483
21041 Huelva;Índice;2022;115,714
21041 Huelva;Índice;2021;112,698
21041 Huelva;Índice;2020;110,754
21041 Huelva;Índice;2019;109,543
21041 Huelva;Índice;2018;105,823
21041 Huelva;Índice;2017;102,846
21041 Huelva;Índice;2016;101,834
21041 Huelva;Índice;2015;100
21041 Huelva;Índice;2014;100,676
21041 Huelva;Índice;2013;102,014
21041 Huelva;Índice;2012;104,885
21041 Huelva;Índice;2011;106,816
21041 Huelva;Variación anual;2023;2,4
21041 Huelva;Variación anual;2022;2,7
21041 Huelva;Variación anual;2021;1,8
21041 Huelva;Variación anual;2020;1,1
21041 Huelva;Variación anual;2019;3,5
21041 Huelva;Variación anual;2018;2,9
21041 Huelva;Variación anual;2017;1
21041 Huelva;Variación anual;2016;1,8
21041 Huelva;Variación anual;2015;-0,7
21041 Huelva;Variación anual;2014;-1,3
21041 Huelva;Variación anual;2013;-2,7
21041 Huelva;Variación anual;2012;-1,8
21041 Huelva;Variación anual;2011;..
21042 Isla Cristina;Índice;2023;113,926
21042 Isla Cristina;Índice;2022;112,015
21042 Isla Cristina;Índice;2021;110,001
21042 Isla Cristina;Índice;2020;108,645
21042 Isla Cristina;Índice;2019;106,013
21042 Isla Cristina;Índice;2018;102,541
21042 Isla Cristina;Índice;2017;101,589
21042 Isla Cristina;Índice;2016;98,011
21042 Isla Cristina;Índice;2015;100
21042 Isla Cristina;Índice;2014;102,662
21042 Isla Cristina;Índice;2013;102,193
21042 Isla Cristina;Índice;2012;101,715
21042 Isla Cristina;Índice;2011;102,531
21042 Isla Cristina;Variación anual;2023;1,7
21042 Isla Cristina;Variación anual;2022;1,8
21042 Isla Cristina;Variación anual;2021;1,2
21042 Isla Cristina;Variación anual;2020;2,5
21042 Isla Cristina;Variación anual;2019;3,4
21042 Isla Cristina;Variación anual;2018;0,9
21042 Isla Cristina;Variación anual;2017;3,7
21042 Isla Cristina;Variación anual;2016;-2
21042 Isla Cristina;Variación anual;2015;-2,6
21042 Isla Cristina;Variación anual;2014;0,5
21042 Isla Cristina;Variación anual;2013;0,5
21042 Isla Cristina;Variación anual;2012;-0,8
21042 Isla Cristina;Variación anual;2011;..
21044 Lepe;Índice;2023;108,979
21044 Lepe;Índice;2022;106,786
21044 Lepe;Índice;2021;104,185
21044 Lepe;Índice;2020;101,932
21044 Lepe;Índice;2019;101,679
21044 Lepe;Índice;2018;103,185
21044 Lepe;Índice;2017;100,975
21044 Lepe;Índice;2016;100,094
21044 Lepe;Índice;2015;100
21044 Lepe;Índice;2014;99,217
21044 Lepe;Índice;2013;101,613
21044 Lepe;Índice;2012;106,616
21044 Lepe;Índice;2011;104,772
21044 Lepe;Variación anual;2023;2,1
21044 Lepe;Variación anual;2022;2,5
21044 Lepe;Variación anual;2021;2,2
21044 Lepe;Variación anual;2020;0,2
21044 Lepe;Variación anual;2019;-1,5
21044 Lepe;Variación anual;2018;2,2
21044 Lepe;Variación anual;2017;0,9
21044 Lepe;Variación anual;2016;0,1
21044 Lepe;Variación anual;2015;0,8
21044 Lepe;Variación anual;2014;-2,4
21044 Lepe;Variación anual;2013;-4,7
21044 Lepe;Variación anual;2012;1,8
21044 Lepe;Variación anual;2011;..
21050 Moguer;Índice;2023;103,479
21050 Moguer;Índice;2022;101,762
21050 Moguer;Índice;2021;99,148
21050 Moguer;Índice;2020;98,269
21050 Moguer;Índice;2019;97,772
21050 Moguer;Índice;2018;96,983
21050 Moguer;Índice;2017;97,293
21050 Moguer;Índice;2016;97,386
21050 Moguer;Índice;2015;100
21050 Moguer;Índice;2014;95,747
21050 Moguer;Índice;2013;99,988
21050 Moguer;Índice;2012;100,311
21050 Moguer;Índice;2011;103,168
21050 Moguer;Variación anual;2023;1,7
21050 Moguer;Variación anual;2022;2,6
21050 Moguer;Variación anual;2021;0,9
21050 Moguer;Variación anual;2020;0,5
21050 Moguer;Variación anual;2019;0,8
21050 Moguer;Variación anual;2018;-0,3
21050 Moguer;Variación anual;2017;-0,1
21050 Moguer;Variación anual;2016;-2,6
21050 Moguer;Variación anual;2015;4,4
21050 Moguer;Variación anual;2014;-4,2
21050 Moguer;Variación anual;2013;-0,3
21050 Moguer;Variación anual;2012;-2,8
21050 Moguer;Variación anual;2011;..
21054 Palma del Condado, La;Índice;2023;125,003
21054 Palma del Condado, La;Índice;2022;123,404
21054 Palma del Condado, La;Índice;2021;121,495
21054 Palma del Condado, La;Índice;2020;118,479
21054 Palma del Condado, La;Índice;2019;117,771
21054 Palma del Condado, La;Índice;2018;115,587
21054 Palma del Condado, La;Índice;2017;108,983
21054 Palma del Condado, La;Índice;2016;106,042
21054 Palma del Condado, La;Índice;2015;100
21054 Palma del Condado, La;Índice;2014;106,13
21054 Palma del Condado, La;Índice;2013;107,115
21054 Palma del Condado, La;Índice;2012;105,17
21054 Palma del Condado, La;Índice;2011;105,39
21054 Palma del Condado, La;Variación anual;2023;1,3
21054 Palma del Condado, La;Variación anual;2022;1,6
21054 Palma del Condado, La;Variación anual;2021;2,5
21054 Palma del Condado, La;Variación anual;2020;0,6
21054 Palma del Condado, La;Variación anual;2019;1,9
21054 Palma del Condado, La;Variación anual;2018;6,1
21054 Palma del Condado, La;Variación anual;2017;2,8
21054 Palma del Condado, La;Variación anual;2016;6
21054 Palma del Condado, La;Variación anual;2015;-5,8
21054 Palma del Condado, La;Variación anual;2014;-0,9
21054 Palma del Condado, La;Variación anual;2013;1,8
21054 Palma del Condado, La;Variación anual;2012;-0,2
21054 Palma del Condado, La;Variación anual;2011;..
21055 Palos de la Frontera;Índice;2023;100,049
21055 Palos de la Frontera;Índice;2022;99,782
21055 Palos de la Frontera;Índice;2021;100,942
21055 Palos de la Frontera;Índice;2020;100,669
21055 Palos de la Frontera;Índice;2019;99,994
21055 Palos de la Frontera;Índice;2018;100,479
21055 Palos de la Frontera;Índice;2017;97,348
21055 Palos de la Frontera;Índice;2016;99,631
21055 Palos de la Frontera;Índice;2015;100
21055 Palos de la Frontera;Índice;2014;97,496
21055 Palos de la Frontera;Índice;2013;98,215
21055 Palos de la Frontera;Índice;2012;102,917
21055 Palos de la Frontera;Índice;2011;102,099
21055 Palos de la Frontera;Variación anual;2023;0,3
21055 Palos de la Frontera;Variación anual;2022;-1,1
21055 Palos de la Frontera;Variación anual;2021;0,3
21055 Palos de la Frontera;Variación anual;2020;0,7
21055 Palos de la Frontera;Variación anual;2019;-0,5
21055 Palos de la Frontera;Variación anual;2018;3,2
21055 Palos de la Frontera;Variación anual;2017;-2,3
21055 Palos de la Frontera;Variación anual;2016;-0,4
21055 Palos de la Frontera;Variación anual;2015;2,6
21055 Palos de la Frontera;Variación anual;2014;-0,7
21055 Palos de la Frontera;Variación anual;2013;-4,6
21055 Palos de la Frontera;Variación anual;2012;0,8
21055 Palos de la Frontera;Variación anual;2011;..
21060 Punta Umbría;Índice;2023;106,266
21060 Punta Umbría;Índice;2022;105,883
21060 Punta Umbría;Índice;2021;103,862
21060 Punta Umbría;Índice;2020;101,022
21060 Punta Umbría;Índice;2019;100,854
21060 Punta Umbría;Índice;2018;96,934
21060 Punta Umbría;Índice;2017;93,379
21060 Punta Umbría;Índice;2016;100,332
21060 Punta Umbría;Índice;2015;100
21060 Punta Umbría;Índice;2014;94,679
21060 Punta Umbría;Índice;2013;93,588
21060 Punta Umbría;Índice;2012;97,046
21060 Punta Umbría;Índice;2011;101,808
21060 Punta Umbría;Variación anual;2023;0,4
21060 Punta Umbría;Variación anual;2022;1,9
21060 Punta Umbría;Variación anual;2021;2,8
21060 Punta Umbría;Variación anual;2020;0,2
21060 Punta Umbría;Variación anual;2019;4
21060 Punta Umbría;Variación anual;2018;3,8
21060 Punta Umbría;Variación anual;2017;-6,9
21060 Punta Umbría;Variación anual;2016;0,3
21060 Punta Umbría;Variación anual;2015;5,6
21060 Punta Umbría;Variación anual;2014;1,2
21060 Punta Umbría;Variación anual;2013;-3,6
21060 Punta Umbría;Variación anual;2012;-4,7
21060 Punta Umbría;Variación anual;2011;..
21072 Valverde del Camino;Índice;2023;111,879
21072 Valverde del Camino;Índice;2022;112,078
21072 Valverde del Camino;Índice;2021;111,286
21072 Valverde del Camino;Índice;2020;112,05
21072 Valverde del Camino;Índice;2019;111,148
21072 Valverde del Camino;Índice;2018;106,818
21072 Valverde del Camino;Índice;2017;100,335
21072 Valverde del Camino;Índice;2016;101,054
21072 Valverde del Camino;Índice;2015;100
21072 Valverde del Camino;Índice;2014;103,785
21072 Valverde del Camino;Índice;2013;109,931
