País de nacimiento;Nacionalidad;Periodo;Total
Bolivia;Total;2018S1;3.982
Bolivia;Total;2017S2;3.613
Bolivia;Total;2017S1;3.782
Bolivia;Total;2016S2;3.153
Bolivia;Total;2016S1;2.682
Bolivia;Total;2015S2;2.416
Bolivia;Total;2015S1;2.346
Bolivia;Total;2014S2;2.172
Bolivia;Total;2014S1;2.037
Bolivia;Total;2013S2;1.878
Bolivia;Total;2013S1;1.829
Bolivia;Total;2012S2;1.783
Bolivia;Total;2012S1;2.221
Bolivia;Total;2011S2;2.525
Bolivia;Total;2011S1;2.167
Bolivia;Total;2010S2;1.857
Bolivia;Total;2010S1;2.341
Bolivia;Total;2009S2;2.593
Bolivia;Total;2009S1;3.348
Bolivia;Total;2008S2;4.290
Bolivia;Total;2008S1;6.191
Bolivia;Española;2022S1;636
Bolivia;Española;2021S2;506
Bolivia;Española;2021S1;456
Bolivia;Española;2020S2;374
Bolivia;Española;2020S1;482
Bolivia;Española;2019S2;537
Bolivia;Española;2019S1;729
Bolivia;Española;2018S2;502
Bolivia;Española;2018S1;670
Bolivia;Española;2017S2;438
Bolivia;Española;2017S1;587
Bolivia;Española;2016S2;384
Bolivia;Española;2016S1;347
Bolivia;Española;2015S2;330
Bolivia;Española;2015S1;232
Bolivia;Española;2014S2;192
Bolivia;Española;2014S1;122
Bolivia;Española;2013S2;105
Bolivia;Española;2013S1;91
Bolivia;Española;2012S2;79
Bolivia;Española;2012S1;73
Bolivia;Española;2011S2;81
Bolivia;Española;2011S1;50
Bolivia;Española;2010S2;83
Bolivia;Española;2010S1;59
Bolivia;Española;2009S2;63
Bolivia;Española;2009S1;39
Bolivia;Española;2008S2;73
Bolivia;Española;2008S1;57
Bolivia;Extranjero;2022S1;2.451
Bolivia;Extranjero;2021S2;2.028
Bolivia;Extranjero;2021S1;1.669
Bolivia;Extranjero;2020S2;1.175
Bolivia;Extranjero;2020S1;1.945
Bolivia;Extranjero;2019S2;3.142
Bolivia;Extranjero;2019S1;3.153
Bolivia;Extranjero;2018S2;2.859
Bolivia;Extranjero;2018S1;3.312
Bolivia;Extranjero;2017S2;3.175
Bolivia;Extranjero;2017S1;3.195
Bolivia;Extranjero;2016S2;2.769
Bolivia;Extranjero;2016S1;2.336
Bolivia;Extranjero;2015S2;2.087
Bolivia;Extranjero;2015S1;2.113
Bolivia;Extranjero;2014S2;1.980
Bolivia;Extranjero;2014S1;1.915
Bolivia;Extranjero;2013S2;1.773
Bolivia;Extranjero;2013S1;1.739
Bolivia;Extranjero;2012S2;1.704
Bolivia;Extranjero;2012S1;2.148
Bolivia;Extranjero;2011S2;2.444
Bolivia;Extranjero;2011S1;2.116
Bolivia;Extranjero;2010S2;1.774
Bolivia;Extranjero;2010S1;2.282
Bolivia;Extranjero;2009S2;2.530
Bolivia;Extranjero;2009S1;3.309
Bolivia;Extranjero;2008S2;4.217
Bolivia;Extranjero;2008S1;6.134
Brasil;Total;2022S1;9.857
Brasil;Total;2021S2;6.214
Brasil;Total;2021S1;3.080
Brasil;Total;2020S2;4.510
Brasil;Total;2020S1;6.060
Brasil;Total;2019S2;10.001
Brasil;Total;2019S1;9.544
Brasil;Total;2018S2;9.910
Brasil;Total;2018S1;8.438
Brasil;Total;2017S2;8.009
Brasil;Total;2017S1;6.966
Brasil;Total;2016S2;6.079
Brasil;Total;2016S1;5.380
Brasil;Total;2015S2;4.721
Brasil;Total;2015S1;3.657
Brasil;Total;2014S2;3.587
Brasil;Total;2014S1;2.863
Brasil;Total;2013S2;3.176
Brasil;Total;2013S1;2.553
Brasil;Total;2012S2;3.755
Brasil;Total;2012S1;3.292
Brasil;Total;2011S2;4.282
Brasil;Total;2011S1;4.498
Brasil;Total;2010S2;4.592
Brasil;Total;2010S1;4.963
Brasil;Total;2009S2;5.316
Brasil;Total;2009S1;6.088
Brasil;Total;2008S2;8.456
Brasil;Total;2008S1;13.517
Brasil;Española;2022S1;552
Brasil;Española;2021S2;571
Brasil;Española;2021S1;288
Brasil;Española;2020S2;407
Brasil;Española;2020S1;356
Brasil;Española;2019S2;741
Brasil;Española;2019S1;674
Brasil;Española;2018S2;750
Brasil;Española;2018S1;753
Brasil;Española;2017S2;709
Brasil;Española;2017S1;588
Brasil;Española;2016S2;534
Brasil;Española;2016S1;443
Brasil;Española;2015S2;411
Brasil;Española;2015S1;326
Brasil;Española;2014S2;244
Brasil;Española;2014S1;214
Brasil;Española;2013S2;202
Brasil;Española;2013S1;165
Brasil;Española;2012S2;169
Brasil;Española;2012S1;154
Brasil;Española;2011S2;232
Brasil;Española;2011S1;212
Brasil;Española;2010S2;233
Brasil;Española;2010S1;151
Brasil;Española;2009S2;224
Brasil;Española;2009S1;202
Brasil;Española;2008S2;289
Brasil;Española;2008S1;375
Brasil;Extranjero;2022S1;9.305
Brasil;Extranjero;2021S2;5.643
Brasil;Extranjero;2021S1;2.792
Brasil;Extranjero;2020S2;4.103
Brasil;Extranjero;2020S1;5.704
Brasil;Extranjero;2019S2;9.260
Brasil;Extranjero;2019S1;8.870
Brasil;Extranjero;2018S2;9.160
Brasil;Extranjero;2018S1;7.685
Brasil;Extranjero;2017S2;7.300
Brasil;Extranjero;2017S1;6.378
Brasil;Extranjero;2016S2;5.545
Brasil;Extranjero;2016S1;4.937
Brasil;Extranjero;2015S2;4.309
Brasil;Extranjero;2015S1;3.332
Brasil;Extranjero;2014S2;3.343
Brasil;Extranjero;2014S1;2.650
Brasil;Extranjero;2013S2;2.973
Brasil;Extranjero;2013S1;2.388
Brasil;Extranjero;2012S2;3.586
Brasil;Extranjero;2012S1;3.137
Brasil;Extranjero;2011S2;4.051
Brasil;Extranjero;2011S1;4.286
Brasil;Extranjero;2010S2;4.359
Brasil;Extranjero;2010S1;4.812
Brasil;Extranjero;2009S2;5.092
Brasil;Extranjero;2009S1;5.886
Brasil;Extranjero;2008S2;8.167
Brasil;Extranjero;2008S1;13.142
Colombia;Total;2022S1;77.715
Colombia;Total;2021S2;33.713
Colombia;Total;2021S1;9.096
Colombia;Total;2020S2;16.902
Colombia;Total;2020S1;36.352
Colombia;Total;2019S2;44.142
Colombia;Total;2019S1;36.343
Colombia;Total;2018S2;31.869
Colombia;Total;2018S1;25.008
Colombia;Total;2017S2;20.825
Colombia;Total;2017S1;16.518
Colombia;Total;2016S2;13.944
Colombia;Total;2016S1;11.258
Colombia;Total;2015S2;6.501
Colombia;Total;2015S1;4.766
Colombia;Total;2014S2;5.195
Colombia;Total;2014S1;4.550
Colombia;Total;2013S2;5.259
Colombia;Total;2013S1;4.416
Colombia;Total;2012S2;5.428
Colombia;Total;2012S1;5.453
Colombia;Total;2011S2;7.196
Colombia;Total;2011S1;6.960
Colombia;Total;2010S2;7.218
Colombia;Total;2010S1;7.338
Colombia;Total;2009S2;9.888
Colombia;Total;2009S1;11.352
Colombia;Total;2008S2;16.025
Colombia;Total;2008S1;20.960
Colombia;Española;2022S1;1.749
Colombia;Española;2021S2;1.645
Colombia;Española;2021S1;1.040
Colombia;Española;2020S2;770
Colombia;Española;2020S1;999
Colombia;Española;2019S2;1.734
Colombia;Española;2019S1;1.645
Colombia;Española;2018S2;1.632
Colombia;Española;2018S1;1.444
Colombia;Española;2017S2;1.420
Colombia;Española;2017S1;1.199
Colombia;Española;2016S2;1.107
Colombia;Española;2016S1;1.053
Colombia;Española;2015S2;860
Colombia;Española;2015S1;625
Colombia;Española;2014S2;538
Colombia;Española;2014S1;436
Colombia;Española;2013S2;381
Colombia;Española;2013S1;323
Colombia;Española;2012S2;327
Colombia;Española;2012S1;298
Colombia;Española;2011S2;349
Colombia;Española;2011S1;298
Colombia;Española;2010S2;299
Colombia;Española;2010S1;291
Colombia;Española;2009S2;277
Colombia;Española;2009S1;216
Colombia;Española;2008S2;258
Colombia;Española;2008S1;231
Colombia;Extranjero;2022S1;75.966
Colombia;Extranjero;2021S2;32.068
Colombia;Extranjero;2021S1;8.056
Colombia;Extranjero;2020S2;16.132
Colombia;Extranjero;2020S1;35.353
Colombia;Extranjero;2019S2;42.408
Colombia;Extranjero;2019S1;34.698
Colombia;Extranjero;2018S2;30.237
Colombia;Extranjero;2018S1;23.564
Colombia;Extranjero;2017S2;19.405
Colombia;Extranjero;2017S1;15.319
Colombia;Extranjero;2016S2;12.837
Colombia;Extranjero;2016S1;10.206
Colombia;Extranjero;2015S2;5.641
Colombia;Extranjero;2015S1;4.140
Colombia;Extranjero;2014S2;4.657
Colombia;Extranjero;2014S1;4.114
Colombia;Extranjero;2013S2;4.878
Colombia;Extranjero;2013S1;4.093
Colombia;Extranjero;2012S2;5.101
Colombia;Extranjero;2012S1;5.155
Colombia;Extranjero;2011S2;6.847
Colombia;Extranjero;2011S1;6.662
Colombia;Extranjero;2010S2;6.919
Colombia;Extranjero;2010S1;7.047
Colombia;Extranjero;2009S2;9.610
Colombia;Extranjero;2009S1;11.136
Colombia;Extranjero;2008S2;15.767
Colombia;Extranjero;2008S1;20.729
Chile;Total;2022S1;3.614
Chile;Total;2021S2;3.617
Chile;Total;2021S1;1.716
Chile;Total;2020S2;1.782
Chile;Total;2020S1;1.725
Chile;Total;2019S2;3.400
Chile;Total;2019S1;2.116
Chile;Total;2018S2;2.804
Chile;Total;2018S1;1.964
Chile;Total;2017S2;2.488
Chile;Total;2017S1;1.818
Chile;Total;2016S2;1.962
Chile;Total;2016S1;1.463
Chile;Total;2015S2;1.599
Chile;Total;2015S1;1.062
Chile;Total;2014S2;1.310
Chile;Total;2014S1;988
Chile;Total;2013S2;1.124
Chile;Total;2013S1;913
Chile;Total;2012S2;1.194
Chile;Total;2012S1;1.155
Chile;Total;2011S2;1.754
Chile;Total;2011S1;1.389
Chile;Total;2010S2;1.685
Chile;Total;2010S1;1.578
Chile;Total;2009S2;1.709
Chile;Total;2009S1;1.753
Chile;Total;2008S2;2.507
Chile;Total;2008S1;3.252
Chile;Española;2022S1;419
Chile;Española;2021S2;462
Chile;Española;2021S1;244
Chile;Española;2020S2;282
Chile;Española;2020S1;209
Chile;Española;2019S2;425
Chile;Española;2019S1;338
Chile;Española;2018S2;336
Chile;Española;2018S1;282
Chile;Española;2017S2;307
Chile;Española;2017S1;262
Chile;Española;2016S2;241
Chile;Española;2016S1;245
Chile;Española;2015S2;255
Chile;Española;2015S1;159
Chile;Española;2014S2;164
Chile;Española;2014S1;117
Chile;Española;2013S2;130
Chile;Española;2013S1;105
Chile;Española;2012S2;117
Chile;Española;2012S1;101
Chile;Española;2011S2;137
Chile;Española;2011S1;98
Chile;Española;2010S2;132
Chile;Española;2010S1;118
Chile;Española;2009S2;114
Chile;Española;2009S1;90
Chile;Española;2008S2;116
Chile;Española;2008S1;138
Chile;Extranjero;2022S1;3.195
Chile;Extranjero;2021S2;3.155
Chile;Extranjero;2021S1;1.472
Chile;Extranjero;2020S2;1.500
Chile;Extranjero;2020S1;1.516
Chile;Extranjero;2019S2;2.975
Chile;Extranjero;2019S1;1.778
Chile;Extranjero;2018S2;2.468
Chile;Extranjero;2018S1;1.682
Chile;Extranjero;2017S2;2.181
Chile;Extranjero;2017S1;1.556
Chile;Extranjero;2016S2;1.721
Chile;Extranjero;2016S1;1.218
Chile;Extranjero;2015S2;1.344
Chile;Extranjero;2015S1;902
Chile;Extranjero;2014S2;1.146
Chile;Extranjero;2014S1;871
Chile;Extranjero;2013S2;994
Chile;Extranjero;2013S1;808
Chile;Extranjero;2012S2;1.077
Chile;Extranjero;2012S1;1.054
Chile;Extranjero;2011S2;1.617
Chile;Extranjero;2011S1;1.291
Chile;Extranjero;2010S2;1.553
Chile;Extranjero;2010S1;1.460
Chile;Extranjero;2009S2;1.595
Chile;Extranjero;2009S1;1.662
Chile;Extranjero;2008S2;2.390
Chile;Extranjero;2008S1;3.114
Ecuador;Total;2022S1;8.445
Ecuador;Total;2021S2;6.879
Ecuador;Total;2021S1;4.431
Ecuador;Total;2020S2;4.304
Ecuador;Total;2020S1;4.847
Ecuador;Total;2019S2;9.524
Ecuador;Total;2019S1;6.768
Ecuador;Total;2018S2;8.251
Ecuador;Total;2018S1;6.543
Ecuador;Total;2017S2;8.277
Ecuador;Total;2017S1;6.088
Ecuador;Total;2016S2;6.445
Ecuador;Total;2016S1;4.754
Ecuador;Total;2015S2;4.656
Ecuador;Total;2015S1;3.176
Ecuador;Total;2014S2;3.722
Ecuador;Total;2014S1;2.786
Ecuador;Total;2013S2;3.228
Ecuador;Total;2013S1;3.069
Ecuador;Total;2012S2;3.202
Ecuador;Total;2012S1;3.246
Ecuador;Total;2011S2;3.956
Ecuador;Total;2011S1;3.285
Ecuador;Total;2010S2;3.471
Ecuador;Total;2010S1;3.935
Ecuador;Total;2009S2;5.065
Ecuador;Total;2009S1;8.766
Ecuador;Total;2008S2;15.358
Ecuador;Total;2008S1;17.491
Ecuador;Española;2022S1;2.108
Ecuador;Española;2021S2;2.173
Ecuador;Española;2021S1;1.608
Ecuador;Española;2020S2;1.618
Ecuador;Española;2020S1;1.512
Ecuador;Española;2019S2;2.917
Ecuador;Española;2019S1;2.390
Ecuador;Española;2018S2;2.690
Ecuador;Española;2018S1;2.540
Ecuador;Española;2017S2;2.784
Ecuador;Española;2017S1;2.530
Ecuador;Española;2016S2;2.371
Ecuador;Española;2016S1;2.035
Ecuador;Española;2015S2;1.522
Ecuador;Española;2015S1;1.144
Ecuador;Española;2014S2;1.019
Ecuador;Española;2014S1;744
Ecuador;Española;2013S2;593
Ecuador;Española;2013S1;516
Ecuador;Española;2012S2;458
Ecuador;Española;2012S1;440
Ecuador;Española;2011S2;378
Ecuador;Española;2011S1;252
Ecuador;Española;2010S2;252
Ecuador;Española;2010S1;178
Ecuador;Española;2009S2;159
Ecuador;Española;2009S1;140
Ecuador;Española;2008S2;159
Ecuador;Española;2008S1;117
Ecuador;Extranjero;2022S1;6.337
Ecuador;Extranjero;2021S2;4.706
Ecuador;Extranjero;2021S1;2.823
Ecuador;Extranjero;2020S2;2.686
Ecuador;Extranjero;2020S1;3.335
Ecuador;Extranjero;2019S2;6.607
Ecuador;Extranjero;2019S1;4.378
Ecuador;Extranjero;2018S2;5.561
Ecuador;Extranjero;2018S1;4.003
Ecuador;Extranjero;2017S2;5.493
Ecuador;Extranjero;2017S1;3.558
Ecuador;Extranjero;2016S2;4.074
Ecuador;Extranjero;2016S1;2.719
Ecuador;Extranjero;2015S2;3.134
Ecuador;Extranjero;2015S1;2.032
Ecuador;Extranjero;2014S2;2.704
Ecuador;Extranjero;2014S1;2.042
Ecuador;Extranjero;2013S2;2.635
Ecuador;Extranjero;2013S1;2.553
Ecuador;Extranjero;2012S2;2.744
Ecuador;Extranjero;2012S1;2.806
Ecuador;Extranjero;2011S2;3.578
Ecuador;Extranjero;2011S1;3.033
Ecuador;Extranjero;2010S2;3.219
Ecuador;Extranjero;2010S1;3.757
Ecuador;Extranjero;2009S2;4.906
Ecuador;Extranjero;2009S1;8.627
Ecuador;Extranjero;2008S2;15.200
Ecuador;Extranjero;2008S1;17.374
Paraguay;Total;2022S1;8.778
Paraguay;Total;2021S2;3.357
Paraguay;Total;2021S1;1.257
Paraguay;Total;2020S2;2.359
Paraguay;Total;2020S1;4.284
Paraguay;Total;2019S2;6.287
Paraguay;Total;2019S1;5.978
Paraguay;Total;2018S2;4.896
Paraguay;Total;2018S1;4.639
Paraguay;Total;2017S2;4.248
Paraguay;Total;2017S1;4.360
Paraguay;Total;2016S2;3.742
Paraguay;Total;2016S1;3.614
Paraguay;Total;2015S2;2.337
Paraguay;Total;2015S1;2.468
Paraguay;Total;2014S2;2.016
Paraguay;Total;2014S1;2.291
Paraguay;Total;2013S2;1.913
Paraguay;Total;2013S1;1.897
Paraguay;Total;2012S2;1.795
Paraguay;Total;2012S1;3.061
Paraguay;Total;2011S2;3.696
Paraguay;Total;2011S1;4.640
Paraguay;Total;2010S2;4.064
Paraguay;Total;2010S1;5.410
Paraguay;Total;2009S2;4.958
Paraguay;Total;2009S1;5.900
Paraguay;Total;2008S2;6.803
Paraguay;Total;2008S1;10.768
Paraguay;Española;2022S1;100
Paraguay;Española;2021S2;95
Paraguay;Española;2021S1;58
Paraguay;Española;2020S2;45
Paraguay;Española;2020S1;70
Paraguay;Española;2019S2;97
Paraguay;Española;2019S1;88
Paraguay;Española;2018S2;72
Paraguay;Española;2018S1;94
Paraguay;Española;2017S2;80
Paraguay;Española;2017S1;99
Paraguay;Española;2016S2;80
Paraguay;Española;2016S1;66
Paraguay;Española;2015S2;58
Paraguay;Española;2015S1;56
Paraguay;Española;2014S2;37
Paraguay;Española;2014S1;40
Paraguay;Española;2013S2;35
Paraguay;Española;2013S1;13
Paraguay;Española;2012S2;18
Paraguay;Española;2012S1;28
Paraguay;Española;2011S2;34
Paraguay;Española;2011S1;35
Paraguay;Española;2010S2;41
Paraguay;Española;2010S1;49
Paraguay;Española;2009S2;30
Paraguay;Española;2009S1;32
Paraguay;Española;2008S2;41
Paraguay;Española;2008S1;55
Paraguay;Extranjero;2022S1;8.678
Paraguay;Extranjero;2021S2;3.262
Paraguay;Extranjero;2021S1;1.199
Paraguay;Extranjero;2020S2;2.314
Paraguay;Extranjero;2020S1;4.214
Paraguay;Extranjero;2019S2;6.190
Paraguay;Extranjero;2019S1;5.890
Paraguay;Extranjero;2018S2;4.824
Paraguay;Extranjero;2018S1;4.545
Paraguay;Extranjero;2017S2;4.168
Paraguay;Extranjero;2017S1;4.261
Paraguay;Extranjero;2016S2;3.662
Paraguay;Extranjero;2016S1;3.548
Paraguay;Extranjero;2015S2;2.279
Paraguay;Extranjero;2015S1;2.412
Paraguay;Extranjero;2014S2;1.979
Paraguay;Extranjero;2014S1;2.251
Paraguay;Extranjero;2013S2;1.877
Paraguay;Extranjero;2013S1;1.884
Paraguay;Extranjero;2012S2;1.777
Paraguay;Extranjero;2012S1;3.033
Paraguay;Extranjero;2011S2;3.661
Paraguay;Extranjero;2011S1;4.605
Paraguay;Extranjero;2010S2;4.022
Paraguay;Extranjero;2010S1;5.361
Paraguay;Extranjero;2009S2;4.928
Paraguay;Extranjero;2009S1;5.868
Paraguay;Extranjero;2008S2;6.762
Paraguay;Extranjero;2008S1;10.713
Perú;Total;2022S1;32.003
Perú;Total;2021S2;14.250
Perú;Total;2021S1;4.051
Perú;Total;2020S2;5.830
Perú;Total;2020S1;13.452
Perú;Total;2019S2;16.811
Perú;Total;2019S1;13.962
Perú;Total;2018S2;11.303
Perú;Total;2018S1;10.064
Perú;Total;2017S2;9.001
Perú;Total;2017S1;6.816
Perú;Total;2016S2;5.492
Perú;Total;2016S1;4.065
Perú;Total;2015S2;3.515
Perú;Total;2015S1;3.060
Perú;Total;2014S2;3.017
Perú;Total;2014S1;2.635
Perú;Total;2013S2;2.904
Perú;Total;2013S1;2.630
Perú;Total;2012S2;2.725
Perú;Total;2012S1;3.466
Perú;Total;2011S2;4.098
Perú;Total;2011S1;4.218
Perú;Total;2010S2;3.797
Perú;Total;2010S1;4.900
Perú;Total;2009S2;5.333
Perú;Total;2009S1;8.932
Perú;Total;2008S2;15.056
Perú;Total;2008S1;13.367
Perú;Española;2022S1;1.009
Perú;Española;2021S2;1.043
Perú;Española;2021S1;480
Perú;Española;2020S2;367
Perú;Española;2020S1;587
Perú;Española;2019S2;900
Perú;Española;2019S1;938
Perú;Española;2018S2;782
Perú;Española;2018S1;924
Perú;Española;2017S2;769
Perú;Española;2017S1;851
Perú;Española;2016S2;636
Perú;Española;2016S1;756
Perú;Española;2015S2;580
Perú;Española;2015S1;569
Perú;Española;2014S2;458
Perú;Española;2014S1;410
Perú;Española;2013S2;280
Perú;Española;2013S1;279
Perú;Española;2012S2;200
Perú;Española;2012S1;240
Perú;Española;2011S2;200
Perú;Española;2011S1;259
Perú;Española;2010S2;214
Perú;Española;2010S1;238
Perú;Española;2009S2;182
Perú;Española;2009S1;212
Perú;Española;2008S2;221
Perú;Española;2008S1;272
Perú;Extranjero;2022S1;30.994
Perú;Extranjero;2021S2;13.207
Perú;Extranjero;2021S1;3.571
Perú;Extranjero;2020S2;5.463
Perú;Extranjero;2020S1;12.865
Perú;Extranjero;2019S2;15.911
Perú;Extranjero;2019S1;13.024
Perú;Extranjero;2018S2;10.521
Perú;Extranjero;2018S1;9.140
Perú;Extranjero;2017S2;8.232
Perú;Extranjero;2017S1;5.965
Perú;Extranjero;2016S2;4.856
Perú;Extranjero;2016S1;3.309
Perú;Extranjero;2015S2;2.935
Perú;Extranjero;2015S1;2.491
Perú;Extranjero;2014S2;2.559
Perú;Extranjero;2014S1;2.224
Perú;Extranjero;2013S2;2.624
Perú;Extranjero;2013S1;2.352
Perú;Extranjero;2012S2;2.525
Perú;Extranjero;2012S1;3.226
Perú;Extranjero;2011S2;3.898
Perú;Extranjero;2011S1;3.959
Perú;Extranjero;2010S2;3.583
Perú;Extranjero;2010S1;4.661
Perú;Extranjero;2009S2;5.151
Perú;Extranjero;2009S1;8.721
Perú;Extranjero;2008S2;14.836
Perú;Extranjero;2008S1;13.095
Uruguay;Total;2022S1;2.395
Uruguay;Total;2021S2;2.082
Uruguay;Total;2021S1;1.119
Uruguay;Total;2020S2;1.615
Uruguay;Total;2020S1;1.851
Uruguay;Total;2019S2;3.147
Uruguay;Total;2019S1;2.856
Uruguay;Total;2018S2;2.421
Uruguay;Total;2018S1;2.017
Uruguay;Total;2017S2;2.023
Uruguay;Total;2017S1;1.735
Uruguay;Total;2016S2;1.380
Uruguay;Total;2016S1;1.340
Uruguay;Total;2015S2;1.066
Uruguay;Total;2015S1;857
Uruguay;Total;2014S2;762
Uruguay;Total;2014S1;747
Uruguay;Total;2013S2;642
Uruguay;Total;2013S1;646
Uruguay;Total;2012S2;645
Uruguay;Total;2012S1;743
Uruguay;Total;2011S2;863
Uruguay;Total;2011S1;1.038
Uruguay;Total;2010S2;977
Uruguay;Total;2010S1;1.100
Uruguay;Total;2009S2;1.043
Uruguay;Total;2009S1;1.267
Uruguay;Total;2008S2;2.038
Uruguay;Total;2008S1;3.732
Uruguay;Española;2022S1;269
Uruguay;Española;2021S2;322
Uruguay;Española;2021S1;211
Uruguay;Española;2020S2;242
Uruguay;Española;2020S1;243
Uruguay;Española;2019S2;494
Uruguay;Española;2019S1;455
Uruguay;Española;2018S2;407
Uruguay;Española;2018S1;339
Uruguay;Española;2017S2;341
Uruguay;Española;2017S1;307
Uruguay;Española;2016S2;240
Uruguay;Española;2016S1;247
Uruguay;Española;2015S2;197
Uruguay;Española;2015S1;157
Uruguay;Española;2014S2;134
Uruguay;Española;2014S1;137
Uruguay;Española;2013S2;121
Uruguay;Española;2013S1;105
Uruguay;Española;2012S2;92
Uruguay;Española;2012S1;116
Uruguay;Española;2011S2;104
Uruguay;Española;2011S1;147
Uruguay;Española;2010S2;121
Uruguay;Española;2010S1;139
Uruguay;Española;2009S2;115
Uruguay;Española;2009S1;110
Uruguay;Española;2008S2;180
Uruguay;Española;2008S1;351
Uruguay;Extranjero;2022S1;2.126
Uruguay;Extranjero;2021S2;1.760
Uruguay;Extranjero;2021S1;908
Uruguay;Extranjero;2020S2;1.373
Uruguay;Extranjero;2020S1;1.608
Uruguay;Extranjero;2019S2;2.653
Uruguay;Extranjero;2019S1;2.401
Uruguay;Extranjero;2018S2;2.014
Uruguay;Extranjero;2018S1;1.678
Uruguay;Extranjero;2017S2;1.682
Uruguay;Extranjero;2017S1;1.428
Uruguay;Extranjero;2016S2;1.141
Uruguay;Extranjero;2016S1;1.092
Uruguay;Extranjero;2015S2;869
Uruguay;Extranjero;2015S1;700
Uruguay;Extranjero;2014S2;628
Uruguay;Extranjero;2014S1;610
Uruguay;Extranjero;2013S2;520
Uruguay;Extranjero;2013S1;541
Uruguay;Extranjero;2012S2;553
Uruguay;Extranjero;2012S1;626
Uruguay;Extranjero;2011S2;759
Uruguay;Extranjero;2011S1;891
Uruguay;Extranjero;2010S2;856
Uruguay;Extranjero;2010S1;962
Uruguay;Extranjero;2009S2;928
Uruguay;Extranjero;2009S1;1.157
Uruguay;Extranjero;2008S2;1.858
Uruguay;Extranjero;2008S1;3.381
Venezuela;Total;2022S1;46.521
Venezuela;Total;2021S2;25.444
Venezuela;Total;2021S1;8.526
Venezuela;Total;2020S2;12.085
Venezuela;Total;2020S1;25.261
Venezuela;Total;2019S2;42.036
Venezuela;Total;2019S1;36.005
Venezuela;Total;2018S2;40.035
Venezuela;Total;2018S1;32.349
Venezuela;Total;2017S2;31.820
Venezuela;Total;2017S1;19.495
Venezuela;Total;2016S2;19.762
Venezuela;Total;2016S1;10.755
Venezuela;Total;2015S2;11.483
Venezuela;Total;2015S1;7.194
Venezuela;Total;2014S2;7.880
Venezuela;Total;2014S1;4.315
Venezuela;Total;2013S2;4.288
Venezuela;Total;2013S1;2.760
Venezuela;Total;2012S2;3.717
Venezuela;Total;2012S1;3.395
Venezuela;Total;2011S2;5.811
Venezuela;Total;2011S1;4.344
Venezuela;Total;2010S2;5.930
Venezuela;Total;2010S1;3.972
Venezuela;Total;2009S2;4.727
Venezuela;Total;2009S1;3.638
Venezuela;Total;2008S2;5.574
Venezuela;Total;2008S1;6.323
Venezuela;Española;2022S1;2.888
Venezuela;Española;2021S2;3.337
Venezuela;Española;2021S1;2.121
Venezuela;Española;2020S2;1.574
Venezuela;Española;2020S1;2.626
Venezuela;Española;2019S2;6.256
Venezuela;Española;2019S1;5.807
Venezuela;Española;2018S2;8.766
Venezuela;Española;2018S1;7.392
Venezuela;Española;2017S2;8.542
Venezuela;Española;2017S1;4.964
Venezuela;Española;2016S2;5.846
Venezuela;Española;2016S1;3.113
Venezuela;Española;2015S2;4.008
Venezuela;Española;2015S1;2.340
Venezuela;Española;2014S2;2.633
Venezuela;Española;2014S1;1.352
Venezuela;Española;2013S2;1.286
Venezuela;Española;2013S1;724
Venezuela;Española;2012S2;1.139
Venezuela;Española;2012S1;871
Venezuela;Española;2011S2;1.651
Venezuela;Española;2011S1;1.062
Venezuela;Española;2010S2;1.712
Venezuela;Española;2010S1;926
Venezuela;Española;2009S2;1.300
Venezuela;Española;2009S1;688
Venezuela;Española;2008S2;1.315
Venezuela;Española;2008S1;1.268
Venezuela;Extranjero;2022S1;43.633
Venezuela;Extranjero;2021S2;22.107
Venezuela;Extranjero;2021S1;6.405
Venezuela;Extranjero;2020S2;10.511
Venezuela;Extranjero;2020S1;22.635
Venezuela;Extranjero;2019S2;35.780
Venezuela;Extranjero;2019S1;30.198
Venezuela;Extranjero;2018S2;31.269
Venezuela;Extranjero;2018S1;24.957
Venezuela;Extranjero;2017S2;23.278
Venezuela;Extranjero;2017S1;14.531
Venezuela;Extranjero;2016S2;13.916
Venezuela;Extranjero;2016S1;7.642
Venezuela;Extranjero;2015S2;7.476
Venezuela;Extranjero;2015S1;4.854
Venezuela;Extranjero;2014S2;5.247
Venezuela;Extranjero;2014S1;2.963
Venezuela;Extranjero;2013S2;3.002
Venezuela;Extranjero;2013S1;2.036
Venezuela;Extranjero;2012S2;2.578
Venezuela;Extranjero;2012S1;2.524
Venezuela;Extranjero;2011S2;4.160
Venezuela;Extranjero;2011S1;3.281
Venezuela;Extranjero;2010S2;4.218
Venezuela;Extranjero;2010S1;3.046
Venezuela;Extranjero;2009S2;3.428
Venezuela;Extranjero;2009S1;2.950
Venezuela;Extranjero;2008S2;4.258
Venezuela;Extranjero;2008S1;5.055
Otro país de Sudamérica;Total;2022S1;18
Otro país de Sudamérica;Total;2021S2;23
Otro país de Sudamérica;Total;2021S1;17
Otro país de Sudamérica;Total;2020S2;13
Otro país de Sudamérica;Total;2020S1;4
Otro país de Sudamérica;Total;2019S2;15
Otro país de Sudamérica;Total;2019S1;10
Otro país de Sudamérica;Total;2018S2;16
Otro país de Sudamérica;Total;2018S1;19
Otro país de Sudamérica;Total;2017S2;18
