Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por persona;2023;22.404
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por persona;2022;20.185
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por persona;2021;19.328
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por persona;2020;17.453
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por persona;2019;.
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por persona;2018;.
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por persona;2017;.
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por persona;2016;.
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por persona;2015;.
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por hogar;2023;46.061
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por hogar;2022;41.452
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por hogar;2021;39.224
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por hogar;2020;36.180
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por hogar;2019;.
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por hogar;2018;.
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por hogar;2017;.
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por hogar;2016;.
42176 Tajahuerce;4217601 Tajahuerce distrito 01;4217601001 Tajahuerce sección 01001;Renta bruta media por hogar;2015;.
42177 Tajueco;;;Renta neta media por persona;2023;15.937
42177 Tajueco;;;Renta neta media por persona;2022;14.774
42177 Tajueco;;;Renta neta media por persona;2021;16.256
42177 Tajueco;;;Renta neta media por persona;2020;14.946
42177 Tajueco;;;Renta neta media por persona;2019;.
42177 Tajueco;;;Renta neta media por persona;2018;.
42177 Tajueco;;;Renta neta media por persona;2017;.
42177 Tajueco;;;Renta neta media por persona;2016;.
42177 Tajueco;;;Renta neta media por persona;2015;.
42177 Tajueco;;;Renta neta media por hogar;2023;32.577
42177 Tajueco;;;Renta neta media por hogar;2022;29.340
42177 Tajueco;;;Renta neta media por hogar;2021;32.989
42177 Tajueco;;;Renta neta media por hogar;2020;30.983
42177 Tajueco;;;Renta neta media por hogar;2019;.
42177 Tajueco;;;Renta neta media por hogar;2018;.
42177 Tajueco;;;Renta neta media por hogar;2017;.
42177 Tajueco;;;Renta neta media por hogar;2016;.
42177 Tajueco;;;Renta neta media por hogar;2015;.
42177 Tajueco;;;Media de la renta por unidad de consumo;2023;.
42177 Tajueco;;;Media de la renta por unidad de consumo;2022;.
42177 Tajueco;;;Media de la renta por unidad de consumo;2021;.
42177 Tajueco;;;Media de la renta por unidad de consumo;2020;.
42177 Tajueco;;;Media de la renta por unidad de consumo;2019;.
42177 Tajueco;;;Media de la renta por unidad de consumo;2018;.
42177 Tajueco;;;Media de la renta por unidad de consumo;2017;.
42177 Tajueco;;;Media de la renta por unidad de consumo;2016;.
42177 Tajueco;;;Media de la renta por unidad de consumo;2015;.
42177 Tajueco;;;Mediana de la renta por unidad de consumo;2023;.
42177 Tajueco;;;Mediana de la renta por unidad de consumo;2022;.
42177 Tajueco;;;Mediana de la renta por unidad de consumo;2021;.
42177 Tajueco;;;Mediana de la renta por unidad de consumo;2020;.
42177 Tajueco;;;Mediana de la renta por unidad de consumo;2019;.
