Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
42055 Casarejos;4205501 Casarejos distrito 01;;Renta bruta media por persona;2022;16.210
42055 Casarejos;4205501 Casarejos distrito 01;;Renta bruta media por persona;2021;15.009
42055 Casarejos;4205501 Casarejos distrito 01;;Renta bruta media por persona;2020;13.624
42055 Casarejos;4205501 Casarejos distrito 01;;Renta bruta media por persona;2019;13.873
42055 Casarejos;4205501 Casarejos distrito 01;;Renta bruta media por persona;2018;13.751
42055 Casarejos;4205501 Casarejos distrito 01;;Renta bruta media por persona;2017;16.929
42055 Casarejos;4205501 Casarejos distrito 01;;Renta bruta media por persona;2016;12.958
42055 Casarejos;4205501 Casarejos distrito 01;;Renta bruta media por persona;2015;11.603
42055 Casarejos;4205501 Casarejos distrito 01;;Renta bruta media por hogar;2023;31.571
42055 Casarejos;4205501 Casarejos distrito 01;;Renta bruta media por hogar;2022;31.140
42055 Casarejos;4205501 Casarejos distrito 01;;Renta bruta media por hogar;2021;29.825
42055 Casarejos;4205501 Casarejos distrito 01;;Renta bruta media por hogar;2020;27.601
42055 Casarejos;4205501 Casarejos distrito 01;;Renta bruta media por hogar;2019;28.813
42055 Casarejos;4205501 Casarejos distrito 01;;Renta bruta media por hogar;2018;29.221
42055 Casarejos;4205501 Casarejos distrito 01;;Renta bruta media por hogar;2017;37.764
42055 Casarejos;4205501 Casarejos distrito 01;;Renta bruta media por hogar;2016;31.134
42055 Casarejos;4205501 Casarejos distrito 01;;Renta bruta media por hogar;2015;27.383
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por persona;2023;13.914
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por persona;2022;14.036
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por persona;2021;12.992
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por persona;2020;11.878
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por persona;2019;12.010
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por persona;2018;11.826
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por persona;2017;13.690
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por persona;2016;11.118
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por persona;2015;10.105
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por hogar;2023;26.900
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por hogar;2022;26.964
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por hogar;2021;25.818
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por hogar;2020;24.064
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por hogar;2019;24.944
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por hogar;2018;25.129
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por hogar;2017;30.539
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por hogar;2016;26.713
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta neta media por hogar;2015;23.847
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Media de la renta por unidad de consumo;2023;19.062
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Media de la renta por unidad de consumo;2022;19.097
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Media de la renta por unidad de consumo;2021;17.886
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Media de la renta por unidad de consumo;2020;16.805
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Media de la renta por unidad de consumo;2019;17.580
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Media de la renta por unidad de consumo;2018;17.279
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Media de la renta por unidad de consumo;2017;20.262
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Media de la renta por unidad de consumo;2016;16.457
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Media de la renta por unidad de consumo;2015;14.959
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Mediana de la renta por unidad de consumo;2023;17.850
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Mediana de la renta por unidad de consumo;2022;18.200
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Mediana de la renta por unidad de consumo;2021;16.450
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Mediana de la renta por unidad de consumo;2020;16.450
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Mediana de la renta por unidad de consumo;2019;17.150
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Mediana de la renta por unidad de consumo;2018;15.750
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Mediana de la renta por unidad de consumo;2017;15.750
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Mediana de la renta por unidad de consumo;2016;15.050
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Mediana de la renta por unidad de consumo;2015;12.950
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por persona;2023;16.330
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por persona;2022;16.210
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por persona;2021;15.009
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por persona;2020;13.624
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por persona;2019;13.873
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por persona;2018;13.751
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por persona;2017;16.929
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por persona;2016;12.958
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por persona;2015;11.603
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por hogar;2023;31.571
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por hogar;2022;31.140
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por hogar;2021;29.825
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por hogar;2020;27.601
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por hogar;2019;28.813
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por hogar;2018;29.221
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por hogar;2017;37.764
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por hogar;2016;31.134
42055 Casarejos;4205501 Casarejos distrito 01;4205501001 Casarejos sección 01001;Renta bruta media por hogar;2015;27.383
42056 Castilfrío de la Sierra;;;Renta neta media por persona;2023;17.967
42056 Castilfrío de la Sierra;;;Renta neta media por persona;2022;17.112
42056 Castilfrío de la Sierra;;;Renta neta media por persona;2021;16.256
42056 Castilfrío de la Sierra;;;Renta neta media por persona;2020;14.946
42056 Castilfrío de la Sierra;;;Renta neta media por persona;2019;.
42056 Castilfrío de la Sierra;;;Renta neta media por persona;2018;.
42056 Castilfrío de la Sierra;;;Renta neta media por persona;2017;.
42056 Castilfrío de la Sierra;;;Renta neta media por persona;2016;.
42056 Castilfrío de la Sierra;;;Renta neta media por persona;2015;.
42056 Castilfrío de la Sierra;;;Renta neta media por hogar;2023;37.127
42056 Castilfrío de la Sierra;;;Renta neta media por hogar;2022;35.618
42056 Castilfrío de la Sierra;;;Renta neta media por hogar;2021;32.989
42056 Castilfrío de la Sierra;;;Renta neta media por hogar;2020;30.983
42056 Castilfrío de la Sierra;;;Renta neta media por hogar;2019;.
42056 Castilfrío de la Sierra;;;Renta neta media por hogar;2018;.
42056 Castilfrío de la Sierra;;;Renta neta media por hogar;2017;.
42056 Castilfrío de la Sierra;;;Renta neta media por hogar;2016;.
42056 Castilfrío de la Sierra;;;Renta neta media por hogar;2015;.
42056 Castilfrío de la Sierra;;;Media de la renta por unidad de consumo;2023;.
42056 Castilfrío de la Sierra;;;Media de la renta por unidad de consumo;2022;.
42056 Castilfrío de la Sierra;;;Media de la renta por unidad de consumo;2021;.
42056 Castilfrío de la Sierra;;;Media de la renta por unidad de consumo;2020;.
42056 Castilfrío de la Sierra;;;Media de la renta por unidad de consumo;2019;.
42056 Castilfrío de la Sierra;;;Media de la renta por unidad de consumo;2018;.
42056 Castilfrío de la Sierra;;;Media de la renta por unidad de consumo;2017;.
42056 Castilfrío de la Sierra;;;Media de la renta por unidad de consumo;2016;.
42056 Castilfrío de la Sierra;;;Media de la renta por unidad de consumo;2015;.
42056 Castilfrío de la Sierra;;;Mediana de la renta por unidad de consumo;2023;.
42056 Castilfrío de la Sierra;;;Mediana de la renta por unidad de consumo;2022;.
42056 Castilfrío de la Sierra;;;Mediana de la renta por unidad de consumo;2021;.
42056 Castilfrío de la Sierra;;;Mediana de la renta por unidad de consumo;2020;.
42056 Castilfrío de la Sierra;;;Mediana de la renta por unidad de consumo;2019;.
42056 Castilfrío de la Sierra;;;Mediana de la renta por unidad de consumo;2018;.
42056 Castilfrío de la Sierra;;;Mediana de la renta por unidad de consumo;2017;.
42056 Castilfrío de la Sierra;;;Mediana de la renta por unidad de consumo;2016;.
42056 Castilfrío de la Sierra;;;Mediana de la renta por unidad de consumo;2015;.
42056 Castilfrío de la Sierra;;;Renta bruta media por persona;2023;22.042
42056 Castilfrío de la Sierra;;;Renta bruta media por persona;2022;20.778
42056 Castilfrío de la Sierra;;;Renta bruta media por persona;2021;19.328
42056 Castilfrío de la Sierra;;;Renta bruta media por persona;2020;17.453
42056 Castilfrío de la Sierra;;;Renta bruta media por persona;2019;.
42056 Castilfrío de la Sierra;;;Renta bruta media por persona;2018;.
42056 Castilfrío de la Sierra;;;Renta bruta media por persona;2017;.
42056 Castilfrío de la Sierra;;;Renta bruta media por persona;2016;.
42056 Castilfrío de la Sierra;;;Renta bruta media por persona;2015;.
42056 Castilfrío de la Sierra;;;Renta bruta media por hogar;2023;45.546
42056 Castilfrío de la Sierra;;;Renta bruta media por hogar;2022;43.248
42056 Castilfrío de la Sierra;;;Renta bruta media por hogar;2021;39.224
42056 Castilfrío de la Sierra;;;Renta bruta media por hogar;2020;36.180
42056 Castilfrío de la Sierra;;;Renta bruta media por hogar;2019;.
42056 Castilfrío de la Sierra;;;Renta bruta media por hogar;2018;.
42056 Castilfrío de la Sierra;;;Renta bruta media por hogar;2017;.
42056 Castilfrío de la Sierra;;;Renta bruta media por hogar;2016;.
42056 Castilfrío de la Sierra;;;Renta bruta media por hogar;2015;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por persona;2023;17.967
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por persona;2022;17.112
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por persona;2021;16.256
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por persona;2020;14.946
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por persona;2019;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por persona;2018;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por persona;2017;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por persona;2016;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por persona;2015;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por hogar;2023;37.127
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por hogar;2022;35.618
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por hogar;2021;32.989
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por hogar;2020;30.983
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por hogar;2019;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por hogar;2018;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por hogar;2017;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por hogar;2016;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta neta media por hogar;2015;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Media de la renta por unidad de consumo;2023;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Media de la renta por unidad de consumo;2022;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Media de la renta por unidad de consumo;2021;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Media de la renta por unidad de consumo;2020;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Media de la renta por unidad de consumo;2019;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Media de la renta por unidad de consumo;2018;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Media de la renta por unidad de consumo;2017;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Media de la renta por unidad de consumo;2016;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Media de la renta por unidad de consumo;2015;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Mediana de la renta por unidad de consumo;2023;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Mediana de la renta por unidad de consumo;2022;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Mediana de la renta por unidad de consumo;2021;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Mediana de la renta por unidad de consumo;2020;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Mediana de la renta por unidad de consumo;2019;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Mediana de la renta por unidad de consumo;2018;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Mediana de la renta por unidad de consumo;2017;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Mediana de la renta por unidad de consumo;2016;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Mediana de la renta por unidad de consumo;2015;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por persona;2023;22.042
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por persona;2022;20.778
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por persona;2021;19.328
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por persona;2020;17.453
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por persona;2019;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por persona;2018;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por persona;2017;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por persona;2016;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por persona;2015;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por hogar;2023;45.546
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por hogar;2022;43.248
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por hogar;2021;39.224
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por hogar;2020;36.180
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por hogar;2019;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por hogar;2018;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por hogar;2017;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por hogar;2016;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;;Renta bruta media por hogar;2015;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por persona;2023;17.967
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por persona;2022;17.112
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por persona;2021;16.256
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por persona;2020;14.946
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por persona;2019;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por persona;2018;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por persona;2017;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por persona;2016;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por persona;2015;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por hogar;2023;37.127
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por hogar;2022;35.618
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por hogar;2021;32.989
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por hogar;2020;30.983
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por hogar;2019;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por hogar;2018;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por hogar;2017;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por hogar;2016;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta neta media por hogar;2015;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Media de la renta por unidad de consumo;2023;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Media de la renta por unidad de consumo;2022;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Media de la renta por unidad de consumo;2021;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Media de la renta por unidad de consumo;2020;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Media de la renta por unidad de consumo;2019;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Media de la renta por unidad de consumo;2018;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Media de la renta por unidad de consumo;2017;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Media de la renta por unidad de consumo;2016;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Media de la renta por unidad de consumo;2015;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Mediana de la renta por unidad de consumo;2023;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Mediana de la renta por unidad de consumo;2022;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Mediana de la renta por unidad de consumo;2021;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Mediana de la renta por unidad de consumo;2020;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Mediana de la renta por unidad de consumo;2019;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Mediana de la renta por unidad de consumo;2018;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Mediana de la renta por unidad de consumo;2017;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Mediana de la renta por unidad de consumo;2016;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Mediana de la renta por unidad de consumo;2015;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por persona;2023;22.042
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por persona;2022;20.778
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por persona;2021;19.328
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por persona;2020;17.453
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por persona;2019;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por persona;2018;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por persona;2017;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por persona;2016;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por persona;2015;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por hogar;2023;45.546
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por hogar;2022;43.248
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por hogar;2021;39.224
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por hogar;2020;36.180
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por hogar;2019;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por hogar;2018;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por hogar;2017;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por hogar;2016;.
42056 Castilfrío de la Sierra;4205601 Castilfrío de la Sierra distrito 01;4205601001 Castilfrío de la Sierra sección 01001;Renta bruta media por hogar;2015;.
42057 Castilruiz;;;Renta neta media por persona;2023;15.493
42057 Castilruiz;;;Renta neta media por persona;2022;13.165
42057 Castilruiz;;;Renta neta media por persona;2021;13.752
42057 Castilruiz;;;Renta neta media por persona;2020;12.788
42057 Castilruiz;;;Renta neta media por persona;2019;13.070
42057 Castilruiz;;;Renta neta media por persona;2018;11.725
42057 Castilruiz;;;Renta neta media por persona;2017;11.365
42057 Castilruiz;;;Renta neta media por persona;2016;10.931
42057 Castilruiz;;;Renta neta media por persona;2015;11.606
42057 Castilruiz;;;Renta neta media por hogar;2023;30.572
42057 Castilruiz;;;Renta neta media por hogar;2022;26.667
42057 Castilruiz;;;Renta neta media por hogar;2021;25.590
42057 Castilruiz;;;Renta neta media por hogar;2020;22.495
42057 Castilruiz;;;Renta neta media por hogar;2019;23.557
42057 Castilruiz;;;Renta neta media por hogar;2018;22.222
42057 Castilruiz;;;Renta neta media por hogar;2017;23.141
42057 Castilruiz;;;Renta neta media por hogar;2016;23.642
42057 Castilruiz;;;Renta neta media por hogar;2015;23.739
42057 Castilruiz;;;Media de la renta por unidad de consumo;2023;20.888
42057 Castilruiz;;;Media de la renta por unidad de consumo;2022;17.806
42057 Castilruiz;;;Media de la renta por unidad de consumo;2021;18.179
42057 Castilruiz;;;Media de la renta por unidad de consumo;2020;16.637
