Sexo;Comunidades y Ciudades Autónomas;Edad;Periodo;Total
Mujeres;13 Madrid, Comunidad de;Total;2014;19,59
Mujeres;13 Madrid, Comunidad de;Total;2013;20,34
Mujeres;13 Madrid, Comunidad de;Total;2012;17,91
Mujeres;13 Madrid, Comunidad de;Total;2011;16,27
Mujeres;13 Madrid, Comunidad de;Total;2010;16,14
Mujeres;13 Madrid, Comunidad de;Total;2009;13,79
Mujeres;13 Madrid, Comunidad de;Total;2008;9,51
Mujeres;13 Madrid, Comunidad de;Total;2007;7,84
Mujeres;13 Madrid, Comunidad de;Total;2006;8,32
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2025;20,31
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2024;17,79
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2023;26,29
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2022;26,2
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2021;28,7
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2020;33,2
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2019;29,75
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2018;24,65
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2017;31,38
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2016;39,92
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2015;41,91
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2014;51,03
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2013;48,54
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2012;43,47
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2011;39,33
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2010;35,2
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2009;31,88
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2008;21,29
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2007;20,45
Mujeres;13 Madrid, Comunidad de;Menores de 25 años;2006;16,09
Mujeres;13 Madrid, Comunidad de;25 y más años;2025;7,2
Mujeres;13 Madrid, Comunidad de;25 y más años;2024;8,89
Mujeres;13 Madrid, Comunidad de;25 y más años;2023;10,22
Mujeres;13 Madrid, Comunidad de;25 y más años;2022;12,03
Mujeres;13 Madrid, Comunidad de;25 y más años;2021;11,5
Mujeres;13 Madrid, Comunidad de;25 y más años;2020;12,27
Mujeres;13 Madrid, Comunidad de;25 y más años;2019;10,3
Mujeres;13 Madrid, Comunidad de;25 y más años;2018;12,07
Mujeres;13 Madrid, Comunidad de;25 y más años;2017;12,86
Mujeres;13 Madrid, Comunidad de;25 y más años;2016;14,96
Mujeres;13 Madrid, Comunidad de;25 y más años;2015;15,64
Mujeres;13 Madrid, Comunidad de;25 y más años;2014;17,32
Mujeres;13 Madrid, Comunidad de;25 y más años;2013;18,32
Mujeres;13 Madrid, Comunidad de;25 y más años;2012;16,06
Mujeres;13 Madrid, Comunidad de;25 y más años;2011;14,42
Mujeres;13 Madrid, Comunidad de;25 y más años;2010;14,47
Mujeres;13 Madrid, Comunidad de;25 y más años;2009;12,04
Mujeres;13 Madrid, Comunidad de;25 y más años;2008;8,21
Mujeres;13 Madrid, Comunidad de;25 y más años;2007;6,3
Mujeres;13 Madrid, Comunidad de;25 y más años;2006;7,3
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2025;27,98
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2024;33,86
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2023;40,06
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2022;40,84
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2021;50,89
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2020;49,52
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2019;51,26
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2018;50,68
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2017;59,18
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2016;53,82
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2015;70,03
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2014;78,55
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2013;76,64
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2012;74,56
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2011;66,7
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2010;56,42
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2009;51,08
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2008;41,63
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2007;35,78
Mujeres;13 Madrid, Comunidad de;De 16 a 19 años;2006;32,64
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2025;19,1
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2024;15,43
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2023;24,53
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2022;23,65
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2021;24,57
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2020;30,96
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2019;25,73
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2018;20,63
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2017;27,47
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2016;37,55
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2015;37,36
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2014;46,05
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2013;45,09
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2012;38,22
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2011;33,92
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2010;31,3
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2009;28,44
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2008;15,58
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2007;17,06
Mujeres;13 Madrid, Comunidad de;De 20 a 24 años;2006;11,86
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2025;6,65
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2024;8,4
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2023;10,26
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2022;12,17
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2021;11,32
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2020;12,51
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2019;9,96
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2018;12,03
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2017;13,05
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2016;14,97
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2015;15,99
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2014;17,29
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2013;18,36
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2012;16,38
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2011;14,87
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2010;15,04
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2009;11,76
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2008;8,16
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2007;6,27
Mujeres;13 Madrid, Comunidad de;De 25 a 54 años;2006;7,37
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2025;9,13
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2024;10,72
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2023;10,09
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2022;11,51
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2021;12,23
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2020;11,24
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2019;11,84
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2018;12,3
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2017;11,87
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2016;14,88
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2015;13,61
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2014;17,48
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2013;18,04
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2012;13,99
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2011;11,15
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2010;10,06
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2009;14,41
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2008;8,65
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2007;6,54
Mujeres;13 Madrid, Comunidad de;De 55 y más años;2006;6,58
Mujeres;14 Murcia, Región de;Total;2025;13,62
Mujeres;14 Murcia, Región de;Total;2024;14,31
Mujeres;14 Murcia, Región de;Total;2023;15,04
Mujeres;14 Murcia, Región de;Total;2022;15,77
Mujeres;14 Murcia, Región de;Total;2021;17,73
Mujeres;14 Murcia, Región de;Total;2020;19,47
Mujeres;14 Murcia, Región de;Total;2019;18,22
Mujeres;14 Murcia, Región de;Total;2018;20,98
Mujeres;14 Murcia, Región de;Total;2017;21,57
Mujeres;14 Murcia, Región de;Total;2016;23
Mujeres;14 Murcia, Región de;Total;2015;28,43
Mujeres;14 Murcia, Región de;Total;2014;29,11
Mujeres;14 Murcia, Región de;Total;2013;29,53
Mujeres;14 Murcia, Región de;Total;2012;27,38
Mujeres;14 Murcia, Región de;Total;2011;24,96
Mujeres;14 Murcia, Región de;Total;2010;22,44
Mujeres;14 Murcia, Región de;Total;2009;18,49
Mujeres;14 Murcia, Región de;Total;2008;13,14
Mujeres;14 Murcia, Región de;Total;2007;9,92
Mujeres;14 Murcia, Región de;Total;2006;10,82
Mujeres;14 Murcia, Región de;Menores de 25 años;2025;25,52
Mujeres;14 Murcia, Región de;Menores de 25 años;2024;31,75
Mujeres;14 Murcia, Región de;Menores de 25 años;2023;33,82
Mujeres;14 Murcia, Región de;Menores de 25 años;2022;27,59
Mujeres;14 Murcia, Región de;Menores de 25 años;2021;35,62
Mujeres;14 Murcia, Región de;Menores de 25 años;2020;43,14
Mujeres;14 Murcia, Región de;Menores de 25 años;2019;40,6
Mujeres;14 Murcia, Región de;Menores de 25 años;2018;36,35
Mujeres;14 Murcia, Región de;Menores de 25 años;2017;37,32
Mujeres;14 Murcia, Región de;Menores de 25 años;2016;50,17
Mujeres;14 Murcia, Región de;Menores de 25 años;2015;55,23
Mujeres;14 Murcia, Región de;Menores de 25 años;2014;57,36
Mujeres;14 Murcia, Región de;Menores de 25 años;2013;53,48
Mujeres;14 Murcia, Región de;Menores de 25 años;2012;49,46
Mujeres;14 Murcia, Región de;Menores de 25 años;2011;46,72
Mujeres;14 Murcia, Región de;Menores de 25 años;2010;36,61
Mujeres;14 Murcia, Región de;Menores de 25 años;2009;31,34
Mujeres;14 Murcia, Región de;Menores de 25 años;2008;23,2
Mujeres;14 Murcia, Región de;Menores de 25 años;2007;18,62
Mujeres;14 Murcia, Región de;Menores de 25 años;2006;22,54
Mujeres;14 Murcia, Región de;25 y más años;2025;12,51
Mujeres;14 Murcia, Región de;25 y más años;2024;12,72
Mujeres;14 Murcia, Región de;25 y más años;2023;13,57
Mujeres;14 Murcia, Región de;25 y más años;2022;14,85
Mujeres;14 Murcia, Región de;25 y más años;2021;16,39
Mujeres;14 Murcia, Región de;25 y más años;2020;17,64
Mujeres;14 Murcia, Región de;25 y más años;2019;16,34
Mujeres;14 Murcia, Región de;25 y más años;2018;19,66
Mujeres;14 Murcia, Región de;25 y más años;2017;20,22
Mujeres;14 Murcia, Región de;25 y más años;2016;20,69
Mujeres;14 Murcia, Región de;25 y más años;2015;26,04
Mujeres;14 Murcia, Región de;25 y más años;2014;26,72
Mujeres;14 Murcia, Región de;25 y más años;2013;27,28
Mujeres;14 Murcia, Región de;25 y más años;2012;25,11
Mujeres;14 Murcia, Región de;25 y más años;2011;22,5
Mujeres;14 Murcia, Región de;25 y más años;2010;20,77
Mujeres;14 Murcia, Región de;25 y más años;2009;16,87
Mujeres;14 Murcia, Región de;25 y más años;2008;11,52
Mujeres;14 Murcia, Región de;25 y más años;2007;8,52
Mujeres;14 Murcia, Región de;25 y más años;2006;8,81
Mujeres;14 Murcia, Región de;De 16 a 19 años;2025;44,5
Mujeres;14 Murcia, Región de;De 16 a 19 años;2024;43,21
Mujeres;14 Murcia, Región de;De 16 a 19 años;2023;47,86
Mujeres;14 Murcia, Región de;De 16 a 19 años;2022;24,49
Mujeres;14 Murcia, Región de;De 16 a 19 años;2021;51,69
Mujeres;14 Murcia, Región de;De 16 a 19 años;2020;61,21
Mujeres;14 Murcia, Región de;De 16 a 19 años;2019;60,51
Mujeres;14 Murcia, Región de;De 16 a 19 años;2018;51,56
Mujeres;14 Murcia, Región de;De 16 a 19 años;2017;54,84
Mujeres;14 Murcia, Región de;De 16 a 19 años;2016;59,36
Mujeres;14 Murcia, Región de;De 16 a 19 años;2015;63,3
Mujeres;14 Murcia, Región de;De 16 a 19 años;2014;72,96
Mujeres;14 Murcia, Región de;De 16 a 19 años;2013;82
Mujeres;14 Murcia, Región de;De 16 a 19 años;2012;69,81
Mujeres;14 Murcia, Región de;De 16 a 19 años;2011;67,87
Mujeres;14 Murcia, Región de;De 16 a 19 años;2010;50,42
Mujeres;14 Murcia, Región de;De 16 a 19 años;2009;53,78
Mujeres;14 Murcia, Región de;De 16 a 19 años;2008;31,34
Mujeres;14 Murcia, Región de;De 16 a 19 años;2007;36,62
Mujeres;14 Murcia, Región de;De 16 a 19 años;2006;38,72
Mujeres;14 Murcia, Región de;De 20 a 24 años;2025;21,14
Mujeres;14 Murcia, Región de;De 20 a 24 años;2024;28,67
Mujeres;14 Murcia, Región de;De 20 a 24 años;2023;30,97
Mujeres;14 Murcia, Región de;De 20 a 24 años;2022;28,11
Mujeres;14 Murcia, Región de;De 20 a 24 años;2021;31,55
Mujeres;14 Murcia, Región de;De 20 a 24 años;2020;39,35
Mujeres;14 Murcia, Región de;De 20 a 24 años;2019;36,58
Mujeres;14 Murcia, Región de;De 20 a 24 años;2018;32,94
Mujeres;14 Murcia, Región de;De 20 a 24 años;2017;33,52
Mujeres;14 Murcia, Región de;De 20 a 24 años;2016;48,33
Mujeres;14 Murcia, Región de;De 20 a 24 años;2015;53,94
Mujeres;14 Murcia, Región de;De 20 a 24 años;2014;54,64
Mujeres;14 Murcia, Región de;De 20 a 24 años;2013;48,72
Mujeres;14 Murcia, Región de;De 20 a 24 años;2012;45,28
Mujeres;14 Murcia, Región de;De 20 a 24 años;2011;41,09
Mujeres;14 Murcia, Región de;De 20 a 24 años;2010;33,19
Mujeres;14 Murcia, Región de;De 20 a 24 años;2009;25,39
Mujeres;14 Murcia, Región de;De 20 a 24 años;2008;20,53
Mujeres;14 Murcia, Región de;De 20 a 24 años;2007;13,18
Mujeres;14 Murcia, Región de;De 20 a 24 años;2006;18,33
Mujeres;14 Murcia, Región de;De 25 a 54 años;2025;12,33
Mujeres;14 Murcia, Región de;De 25 a 54 años;2024;13,04
Mujeres;14 Murcia, Región de;De 25 a 54 años;2023;14,43
Mujeres;14 Murcia, Región de;De 25 a 54 años;2022;15,44
Mujeres;14 Murcia, Región de;De 25 a 54 años;2021;16,28
Mujeres;14 Murcia, Región de;De 25 a 54 años;2020;18,42
Mujeres;14 Murcia, Región de;De 25 a 54 años;2019;16,95
Mujeres;14 Murcia, Región de;De 25 a 54 años;2018;19,99
Mujeres;14 Murcia, Región de;De 25 a 54 años;2017;20,79
Mujeres;14 Murcia, Región de;De 25 a 54 años;2016;20,63
Mujeres;14 Murcia, Región de;De 25 a 54 años;2015;25,96
Mujeres;14 Murcia, Región de;De 25 a 54 años;2014;27,51
Mujeres;14 Murcia, Región de;De 25 a 54 años;2013;28,28
Mujeres;14 Murcia, Región de;De 25 a 54 años;2012;26,12
Mujeres;14 Murcia, Región de;De 25 a 54 años;2011;22,91
Mujeres;14 Murcia, Región de;De 25 a 54 años;2010;21,75
Mujeres;14 Murcia, Región de;De 25 a 54 años;2009;17,61
Mujeres;14 Murcia, Región de;De 25 a 54 años;2008;11,78
Mujeres;14 Murcia, Región de;De 25 a 54 años;2007;8,73
Mujeres;14 Murcia, Región de;De 25 a 54 años;2006;9,15
Mujeres;14 Murcia, Región de;De 55 y más años;2025;13,16
Mujeres;14 Murcia, Región de;De 55 y más años;2024;11,51
Mujeres;14 Murcia, Región de;De 55 y más años;2023;10,02
Mujeres;14 Murcia, Región de;De 55 y más años;2022;12,43
Mujeres;14 Murcia, Región de;De 55 y más años;2021;16,85
Mujeres;14 Murcia, Región de;De 55 y más años;2020;14,28
Mujeres;14 Murcia, Región de;De 55 y más años;2019;13,15
Mujeres;14 Murcia, Región de;De 55 y más años;2018;17,89
Mujeres;14 Murcia, Región de;De 55 y más años;2017;17,05
Mujeres;14 Murcia, Región de;De 55 y más años;2016;21,07
Mujeres;14 Murcia, Región de;De 55 y más años;2015;26,61
Mujeres;14 Murcia, Región de;De 55 y más años;2014;21,16
Mujeres;14 Murcia, Región de;De 55 y más años;2013;19,84
Mujeres;14 Murcia, Región de;De 55 y más años;2012;16,77
Mujeres;14 Murcia, Región de;De 55 y más años;2011;18,75
Mujeres;14 Murcia, Región de;De 55 y más años;2010;12,84
Mujeres;14 Murcia, Región de;De 55 y más años;2009;9,46
Mujeres;14 Murcia, Región de;De 55 y más años;2008;8,8
Mujeres;14 Murcia, Región de;De 55 y más años;2007;6,22
Mujeres;14 Murcia, Región de;De 55 y más años;2006;5,27
Mujeres;15 Navarra, Comunidad Foral de;Total;2025;9,12
Mujeres;15 Navarra, Comunidad Foral de;Total;2024;8,4
Mujeres;15 Navarra, Comunidad Foral de;Total;2023;10,83
Mujeres;15 Navarra, Comunidad Foral de;Total;2022;10,28
Mujeres;15 Navarra, Comunidad Foral de;Total;2021;9,76
Mujeres;15 Navarra, Comunidad Foral de;Total;2020;10,14
Mujeres;15 Navarra, Comunidad Foral de;Total;2019;9,21
Mujeres;15 Navarra, Comunidad Foral de;Total;2018;11,09
Mujeres;15 Navarra, Comunidad Foral de;Total;2017;13,15
Mujeres;15 Navarra, Comunidad Foral de;Total;2016;14,26
Mujeres;15 Navarra, Comunidad Foral de;Total;2015;15,16
Mujeres;15 Navarra, Comunidad Foral de;Total;2014;15,99
Mujeres;15 Navarra, Comunidad Foral de;Total;2013;18,86
Mujeres;15 Navarra, Comunidad Foral de;Total;2012;15,53
Mujeres;15 Navarra, Comunidad Foral de;Total;2011;13,49
Mujeres;15 Navarra, Comunidad Foral de;Total;2010;12,4
Mujeres;15 Navarra, Comunidad Foral de;Total;2009;11,94
Mujeres;15 Navarra, Comunidad Foral de;Total;2008;8,42
Mujeres;15 Navarra, Comunidad Foral de;Total;2007;6,9
Mujeres;15 Navarra, Comunidad Foral de;Total;2006;7,02
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2025;25,04
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2024;27,33
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2023;22,7
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2022;22,28
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2021;19,94
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2020;23,87
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2019;21,87
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2018;25,19
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2017;42,53
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2016;35,54
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2015;35,76
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2014;35,34
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2013;49,06
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2012;41,64
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2011;33,17
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2010;31,02
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2009;31,71
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2008;19,46
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2007;16,14
Mujeres;15 Navarra, Comunidad Foral de;Menores de 25 años;2006;14,94
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2025;7,97
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2024;7,11
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2023;10,05
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2022;9,46
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2021;9,08
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2020;9,26
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2019;8,43
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2018;10,12
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2017;11,17
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2016;12,94
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2015;13,95
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2014;14,64
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2013;16,82
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2012;13,63
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2011;11,68
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2010;10,62
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2009;10,11
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2008;7,25
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2007;5,91
Mujeres;15 Navarra, Comunidad Foral de;25 y más años;2006;6,12
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2025;46,01
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2024;43,75
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2023;29,1
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2022;38,73
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2021;42,04
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2020;14,51
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2019;51,17
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2018;35,55
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2017;69,63
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2016;52,11
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2015;58,84
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2014;66,17
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2013;68,77
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2012;62,89
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2011;57,79
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2010;41,36
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2009;53,32
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2008;48,73
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2007;28,33
Mujeres;15 Navarra, Comunidad Foral de;De 16 a 19 años;2006;24,87
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2025;21,94
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2024;24,53
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2023;21,13
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2022;19,24
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2021;17,62
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2020;24,93
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2019;18,34
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2018;23,09
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2017;37,11
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2016;32,7
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2015;33,12
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2014;30,66
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2013;46,5
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2012;38,25
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2011;27,79
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2010;28,86
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2009;26,19
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2008;12,97
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2007;12,91
Mujeres;15 Navarra, Comunidad Foral de;De 20 a 24 años;2006;13,11
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2025;8,19
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2024;7,24
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2023;10,46
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2022;10,67
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2021;9,82
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2020;9,87
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2019;9,13
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2018;10,43
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2017;11,94
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2016;13,09
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2015;14,46
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2014;15,37
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2013;18,25
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2012;14,3
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2011;12,12
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2010;11,07
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2009;10,37
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2008;7,38
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2007;6,03
Mujeres;15 Navarra, Comunidad Foral de;De 25 a 54 años;2006;6,17
Mujeres;15 Navarra, Comunidad Foral de;De 55 y más años;2025;7,33
Mujeres;15 Navarra, Comunidad Foral de;De 55 y más años;2024;6,68
Mujeres;15 Navarra, Comunidad Foral de;De 55 y más años;2023;8,65
Mujeres;15 Navarra, Comunidad Foral de;De 55 y más años;2022;5,05
Mujeres;15 Navarra, Comunidad Foral de;De 55 y más años;2021;6,27
Mujeres;15 Navarra, Comunidad Foral de;De 55 y más años;2020;6,6
Mujeres;15 Navarra, Comunidad Foral de;De 55 y más años;2019;5,18
Mujeres;15 Navarra, Comunidad Foral de;De 55 y más años;2018;8,67
Mujeres;15 Navarra, Comunidad Foral de;De 55 y más años;2017;7,58
